Incident_ID,Asset_ID,Opened_DateTime,Closed_DateTime,Priority,Incident_State,Root_Cause_Category,Assignment_Group
INC00051249,A0013457,2024-05-21,2024-05-21 02:02:49.531505312,P3,Closed,Network Connectivity,End User Computing
INC00051250,A0007390,2025-10-09,2025-10-09 01:40:20.707229380,P4,Resolved,Patch Failure,Application Support
INC00051251,A0013746,2026-04-29,2026-04-29 03:13:42.165262783,P3,Resolved,Capacity Issue,Application Support
INC00051252,A0005013,2024-12-22,2024-12-22 05:20:53.449806422,P3,Closed,Configuration Error,Service Desk
INC00051253,A0002959,2024-11-02,2024-11-02 13:42:24.043402947,P4,Closed,User Error,Application Support
INC00051254,A0007457,2024-09-20,2024-09-20 01:10:48.977735984,P2,Closed,Patch Failure,Server Operations
INC00051255,A0014395,2025-06-20,2025-06-20 04:33:18.682143591,P4,Closed,Network Connectivity,Application Support
INC00051256,A0010140,2025-02-20,2025-02-20 05:19:56.998024590,P4,Resolved,Security Control,End User Computing
INC00051257,A0004462,2024-11-02,2024-11-02 05:51:01.701224460,P4,Closed,Software Defect,End User Computing
INC00051258,A0006206,2025-03-23,2025-03-23 12:29:21.912970113,P1,Resolved,Patch Failure,Application Support
INC00051259,A0016025,2025-12-15,2025-12-15 03:27:15.438976081,P3,Resolved,Configuration Error,Cybersecurity
INC00051260,A0007708,2025-02-14,2025-02-14 12:02:24.700871652,P3,Closed,Security Control,Application Support
INC00051261,A0022162,2024-06-30,2024-06-30 08:38:33.697744720,P4,Closed,User Error,Service Desk
INC00051262,A0000761,2024-09-30,2024-09-30 15:17:24.679337017,P3,Resolved,Patch Failure,Application Support
INC00051263,A0003742,2026-01-18,2026-01-18 12:25:24.361500813,P4,Resolved,Unknown,Network Operations
INC00051264,A0011645,2024-11-21,2024-11-21 11:05:33.692556289,P3,Resolved,Configuration Error,Server Operations
INC00051265,A0014569,2025-06-27,2025-06-27 00:54:43.969912099,P4,Resolved,Capacity Issue,Cybersecurity
INC00051266,A0000520,2024-06-22,2024-06-22 06:48:22.021311456,P1,Resolved,Patch Failure,Server Operations
INC00051267,A0007674,2025-01-09,2025-01-09 06:05:54.253779068,P2,Resolved,Software Defect,Application Support
INC00051268,A0015519,2026-01-21,2026-01-21 07:00:58.956210619,P4,Resolved,Configuration Error,Network Operations
INC00051269,A0006489,2024-07-25,2024-07-25 06:53:08.452900672,P2,Resolved,Security Control,Server Operations
INC00051270,A0005710,2026-02-02,2026-02-02 06:11:44.654635777,P4,Closed,Network Connectivity,Application Support
INC00051271,A0017607,2025-10-01,2025-10-01 02:01:19.041193038,P3,Closed,Security Control,Server Operations
INC00051272,A0009752,2024-03-23,2024-03-23 14:00:13.955264802,P3,Resolved,Network Connectivity,Server Operations
INC00051273,A0011381,2025-08-02,2025-08-02 03:26:28.657682890,P4,Cancelled,Hardware Failure,Cybersecurity
INC00051274,A0023768,2025-07-09,2025-07-09 00:44:14.968873316,P4,Resolved,Hardware Failure,Application Support
INC00051275,A0003864,2024-03-02,2024-03-02 02:21:50.202741657,P3,Closed,Network Connectivity,Application Support
INC00051276,A0014152,2024-12-15,2024-12-15 02:40:03.638772112,P4,Resolved,Patch Failure,Network Operations
INC00051277,A0018797,2025-09-17,2025-09-17 08:31:32.700393490,P3,Resolved,Software Defect,Cybersecurity
INC00051278,A0008696,2026-02-24,2026-02-24 07:01:48.294119193,P2,Resolved,User Error,Cybersecurity
INC00051279,A0005790,2024-04-09,2024-04-09 01:52:29.034256231,P3,Closed,Capacity Issue,Server Operations
INC00051280,A0019208,2025-04-12,2025-04-12 05:22:37.445351620,P3,Closed,Hardware Failure,Network Operations
INC00051281,A0014670,2025-10-12,2025-10-12 04:48:52.595557542,P4,Closed,Security Control,Cybersecurity
INC00051282,A0001707,2025-01-14,2025-01-14 04:22:30.498115904,P2,Closed,Hardware Failure,Service Desk
INC00051283,A0023609,2024-11-29,2024-11-29 08:21:56.756449533,P3,Closed,Patch Failure,Service Desk
INC00051284,A0004558,2024-10-13,2024-10-13 04:34:35.051794341,P3,Resolved,User Error,Cybersecurity
INC00051285,A0002705,2024-10-14,2024-10-14 05:26:58.321615016,P4,Closed,Unknown,Service Desk
INC00051286,A0013364,2026-03-13,2026-03-13 06:36:14.929044958,P4,Closed,Unknown,Application Support
INC00051287,A0005895,2025-12-16,2025-12-16 01:52:13.672289874,P3,Closed,Patch Failure,Cybersecurity
INC00051288,A0015724,2024-02-23,2024-02-23 00:50:55.944525184,P4,Resolved,Network Connectivity,Cybersecurity
INC00051289,A0000280,2024-11-11,2024-11-11 08:31:33.529207728,P3,Resolved,Unknown,End User Computing
INC00051290,A0007483,2025-12-02,2025-12-02 05:53:19.049790102,P2,Resolved,Hardware Failure,Server Operations
INC00051291,A0022705,2024-12-26,2024-12-26 07:41:36.960629380,P2,Resolved,Configuration Error,Application Support
INC00051292,A0010319,2025-05-23,2025-05-23 01:34:50.191478500,P2,Closed,Capacity Issue,Server Operations
INC00051293,A0014902,2025-01-31,2025-01-31 04:36:54.447604624,P3,Resolved,Hardware Failure,Server Operations
INC00051294,A0010024,2024-07-11,2024-07-11 03:27:11.357781339,P4,Resolved,Hardware Failure,Application Support
INC00051295,A0014242,2025-12-01,2025-12-01 09:04:27.608665076,P3,Resolved,User Error,Cybersecurity
INC00051296,A0000284,2025-05-19,2025-05-19 04:45:44.815096382,P4,Resolved,Unknown,Service Desk
INC00051297,A0020531,2026-02-23,2026-02-23 07:25:10.958134094,P3,Closed,User Error,End User Computing
INC00051298,A0010685,2025-12-25,2025-12-25 05:33:01.864928372,P3,Closed,Configuration Error,Server Operations
INC00051299,A0021969,2024-06-06,2024-06-06 04:54:05.087094757,P3,Resolved,User Error,Application Support
INC00051300,A0014732,2024-04-08,2024-04-08 23:31:52.246360005,P3,Closed,Security Control,Application Support
INC00051301,A0016452,2026-05-01,2026-05-01 03:48:08.493514380,P3,Closed,Unknown,Application Support
INC00051302,A0017131,2024-05-31,2024-05-31 05:30:51.720674432,P1,Resolved,Patch Failure,Server Operations
INC00051303,A0020678,2024-05-19,2024-05-19 06:22:30.931773063,P3,Closed,Hardware Failure,Service Desk
INC00051304,A0004464,2025-05-12,2025-05-12 09:33:35.258121486,P1,Resolved,Security Control,Server Operations
INC00051305,A0019353,2024-09-20,2024-09-20 08:57:51.825739294,P4,Resolved,User Error,Application Support
INC00051306,A0015592,2026-03-20,2026-03-20 12:54:49.884524478,P4,Resolved,Software Defect,Application Support
INC00051307,A0014141,2024-07-26,2024-07-26 15:51:33.855343606,P4,Resolved,User Error,Server Operations
INC00051308,A0021937,2026-02-04,2026-02-04 09:35:44.730514125,P4,Resolved,Patch Failure,Service Desk
INC00051309,A0000045,2026-03-22,2026-03-22 03:55:54.614119933,P4,Closed,Capacity Issue,Service Desk
INC00051310,A0014799,2025-08-30,2025-08-30 05:18:44.196133406,P3,Resolved,Configuration Error,Application Support
INC00051311,A0017389,2024-07-10,2024-07-10 11:47:03.899015534,P4,Resolved,Patch Failure,Service Desk
INC00051312,A0008854,2026-01-07,2026-01-07 01:56:40.688984148,P3,Closed,Security Control,Server Operations
INC00051313,A0007493,2024-09-02,2024-09-02 02:19:29.814167665,P3,Resolved,Security Control,Cybersecurity
INC00051314,A0007685,2024-10-08,2024-10-08 07:00:16.427285946,P4,Closed,Software Defect,End User Computing
INC00051315,A0006727,2025-06-03,2025-06-03 14:48:17.173243666,P4,Closed,Software Defect,Service Desk
INC00051316,A0022958,2024-12-17,2024-12-17 13:54:16.392508239,P3,Resolved,Hardware Failure,Application Support
INC00051317,A0008992,2026-04-27,2026-04-27 08:04:40.032904882,P4,Closed,Configuration Error,Application Support
INC00051318,A0016488,2024-01-22,2024-01-22 09:36:12.228509116,P4,Resolved,Software Defect,Server Operations
INC00051319,A0008282,2025-07-30,2025-07-30 00:58:57.177713118,P3,Resolved,Software Defect,Server Operations
INC00051320,A0011896,2024-12-23,2024-12-23 08:28:46.757919133,P3,Resolved,Patch Failure,Network Operations
INC00051321,A0023523,2024-03-28,2024-03-28 08:49:57.576648651,P3,Resolved,Software Defect,Server Operations
INC00051322,A0013382,2025-11-06,2025-11-06 09:20:49.754292374,P4,Closed,User Error,Server Operations
INC00051323,A0004010,2024-10-23,2024-10-23 06:18:27.917501353,P4,Resolved,Security Control,Service Desk
INC00051324,A0014726,2024-09-08,2024-09-08 05:06:47.192040154,P4,Resolved,Configuration Error,Cybersecurity
INC00051325,A0023676,2025-06-07,2025-06-07 04:39:30.866343458,P3,Resolved,Network Connectivity,Application Support
INC00051326,A0019845,2025-10-09,2025-10-09 04:12:30.817588842,P4,Resolved,Security Control,Cybersecurity
INC00051327,A0001601,2024-07-12,2024-07-12 06:21:22.157859794,P3,Resolved,Configuration Error,Server Operations
INC00051328,A0012259,2025-07-23,2025-07-23 20:36:20.755721919,P4,Resolved,Hardware Failure,Cybersecurity
INC00051329,A0013612,2024-04-28,2024-04-28 04:12:53.839699250,P4,Resolved,Software Defect,Service Desk
INC00051330,A0011098,2025-07-16,2025-07-16 09:22:44.685188245,P4,Resolved,Capacity Issue,Cybersecurity
INC00051331,A0000401,2024-06-20,2024-06-20 05:15:28.549346216,P4,Closed,Software Defect,Service Desk
INC00051332,A0002796,2025-10-22,2025-10-22 07:12:44.931429666,P3,Closed,Capacity Issue,Server Operations
INC00051333,A0002666,2026-04-30,2026-04-30 03:45:28.917123922,P4,Resolved,User Error,Cybersecurity
INC00051334,A0023277,2024-08-16,2024-08-16 08:50:11.451261382,P3,Closed,Unknown,Server Operations
INC00051335,A0004740,2025-11-18,2025-11-18 08:21:22.464527828,P4,Closed,User Error,End User Computing
INC00051336,A0008246,2024-11-04,2024-11-04 05:24:08.264158113,P2,Resolved,Hardware Failure,Cybersecurity
INC00051337,A0017855,2024-06-03,2024-06-03 01:18:22.116939998,P2,Resolved,Network Connectivity,Service Desk
INC00051338,A0019765,2026-03-11,2026-03-11 05:49:06.247274728,P3,Resolved,Hardware Failure,Cybersecurity
INC00051339,A0008115,2024-12-05,2024-12-05 01:56:15.467266633,P3,Resolved,Patch Failure,Service Desk
INC00051340,A0002709,2024-12-24,2024-12-24 09:22:51.931368998,P3,Resolved,User Error,Network Operations
INC00051341,A0010736,2024-11-03,2024-11-03 05:11:57.532031995,P3,Closed,Security Control,Network Operations
INC00051342,A0020771,2024-10-03,2024-10-03 03:52:28.898860108,P3,Closed,Security Control,Network Operations
INC00051343,A0007340,2025-10-16,2025-10-16 10:50:27.858978474,P4,Resolved,Capacity Issue,Server Operations
INC00051344,A0021214,2026-04-14,2026-04-14 10:19:45.506857036,P4,Closed,Patch Failure,Cybersecurity
INC00051345,A0017890,2025-02-22,2025-02-22 03:47:25.095905980,P4,Resolved,Network Connectivity,Cybersecurity
INC00051346,A0007797,2026-04-29,2026-04-29 04:55:44.643849268,P3,Closed,Network Connectivity,Application Support
INC00051347,A0004523,2025-01-31,2025-01-31 08:04:10.668886946,P1,Resolved,Patch Failure,End User Computing
INC00051348,A0017626,2024-03-02,2024-03-02 07:37:47.908018491,P3,Closed,Hardware Failure,Server Operations
INC00051349,A0009822,2024-09-24,2024-09-24 03:57:21.293931920,P4,Closed,Network Connectivity,Application Support
INC00051350,A0013419,2024-05-01,2024-05-01 07:16:38.455074260,P3,Closed,User Error,Cybersecurity
INC00051351,A0016306,2025-09-19,2025-09-19 00:43:36.732464227,P2,Closed,Capacity Issue,Application Support
INC00051352,A0022406,2025-04-19,2025-04-19 04:13:12.343957107,P4,Closed,Unknown,Application Support
INC00051353,A0017144,2025-11-06,2025-11-06 10:34:27.192977958,P3,Resolved,Network Connectivity,End User Computing
INC00051354,A0020969,2025-06-08,2025-06-08 06:47:50.097569200,P2,Resolved,Capacity Issue,Network Operations
INC00051355,A0019324,2025-12-03,2025-12-03 03:25:31.336877917,P3,Cancelled,Patch Failure,Network Operations
INC00051356,A0003504,2026-05-01,2026-05-01 05:09:28.480822552,P4,Resolved,User Error,End User Computing
INC00051357,A0019701,2025-12-18,2025-12-18 02:15:45.784281999,P3,Resolved,Security Control,Server Operations
INC00051358,A0013583,2024-10-22,2024-10-22 13:08:55.870957021,P3,Resolved,Patch Failure,Network Operations
INC00051359,A0019813,2025-05-05,2025-05-05 05:53:33.022858178,P2,Closed,Software Defect,End User Computing
INC00051360,A0016734,2025-10-27,2025-10-27 07:12:39.812105808,P4,Closed,Unknown,Server Operations
INC00051361,A0012670,2026-02-10,2026-02-10 01:53:17.643539803,P4,Closed,Software Defect,Network Operations
INC00051362,A0019972,2024-12-20,2024-12-20 06:22:41.893065271,P3,Closed,User Error,Service Desk
INC00051363,A0008974,2024-05-01,2024-05-01 04:49:39.340685269,P4,Closed,Unknown,Cybersecurity
INC00051364,A0009032,2024-07-16,2024-07-16 02:23:59.227118548,P3,Closed,Configuration Error,Server Operations
INC00051365,A0014789,2024-01-31,2024-01-31 06:28:36.832225566,P3,Resolved,Capacity Issue,End User Computing
INC00051366,A0021255,2024-04-03,2024-04-03 08:15:46.364121532,P2,Closed,Software Defect,Service Desk
INC00051367,A0000196,2024-06-14,2024-06-14 01:47:26.920126978,P4,Resolved,Security Control,Server Operations
INC00051368,A0007469,2024-11-05,2024-11-05 09:03:21.966470128,P4,Resolved,Hardware Failure,End User Computing
INC00051369,A0004985,2025-12-20,2025-12-20 02:54:27.842738565,P4,Closed,Unknown,Server Operations
INC00051370,A0015280,2026-01-31,2026-01-31 14:00:55.527661760,P4,Resolved,Patch Failure,Cybersecurity
INC00051371,A0022692,2026-05-09,2026-05-09 19:06:24.721639873,P3,Resolved,Software Defect,Service Desk
INC00051372,A0013574,2025-11-03,2025-11-03 06:44:27.747228861,P2,Resolved,Software Defect,Service Desk
INC00051373,A0013792,2024-06-12,2024-06-12 21:45:49.854450636,P4,Resolved,Security Control,Application Support
INC00051374,A0017856,2025-01-21,2025-01-21 06:08:30.256260594,P4,Closed,Unknown,End User Computing
INC00051375,A0014281,2024-04-20,2024-04-20 07:57:30.110664074,P2,Resolved,Hardware Failure,Cybersecurity
INC00051376,A0008640,2025-05-05,2025-05-05 04:52:20.792532835,P3,Closed,Hardware Failure,Network Operations
INC00051377,A0001410,2025-09-21,2025-09-21 05:09:01.390034858,P3,Closed,User Error,Cybersecurity
INC00051378,A0013694,2025-05-28,2025-05-28 04:19:59.952964872,P3,Resolved,Software Defect,Application Support
INC00051379,A0022911,2024-10-29,2024-10-29 21:01:10.971550826,P3,Resolved,Software Defect,Network Operations
INC00051380,A0011546,2024-08-06,2024-08-06 08:05:37.068641350,P4,Resolved,Network Connectivity,Cybersecurity
INC00051381,A0006486,2025-06-13,2025-06-13 03:12:39.195565743,P4,Resolved,Hardware Failure,End User Computing
INC00051382,A0007008,2025-05-06,2025-05-06 11:43:10.783674037,P4,Resolved,User Error,Service Desk
INC00051383,A0005385,2025-11-18,2025-11-18 02:51:53.124859872,P4,Closed,Network Connectivity,End User Computing
INC00051384,A0007880,2024-11-07,2024-11-07 02:53:18.772498140,P3,Closed,Software Defect,Application Support
INC00051385,A0012709,2024-09-06,2024-09-06 10:06:10.526319216,P4,Resolved,User Error,Application Support
INC00051386,A0021917,2025-09-04,2025-09-04 07:06:10.831310665,P4,Resolved,Patch Failure,Application Support
INC00051387,A0012224,2025-11-19,2025-11-19 22:18:08.848285041,P4,Closed,Security Control,End User Computing
INC00051388,A0001251,2025-09-12,2025-09-12 12:53:30.255126331,P3,Resolved,Patch Failure,Cybersecurity
INC00051389,A0011482,2024-04-28,2024-04-28 07:19:38.774816774,P2,Closed,Software Defect,Application Support
INC00051390,A0003688,2024-02-26,2024-02-26 01:56:48.897710476,P3,Resolved,User Error,Cybersecurity
INC00051391,A0007098,2025-07-19,2025-07-19 02:17:30.574944286,P4,Resolved,Patch Failure,Cybersecurity
INC00051392,A0005917,2025-03-06,2025-03-06 08:41:44.665232236,P4,Closed,User Error,Server Operations
INC00051393,A0023597,2024-03-28,2024-03-28 00:43:45.617685628,P3,Closed,Configuration Error,Cybersecurity
INC00051394,A0011496,2025-05-23,2025-05-23 03:26:00.888751514,P4,Resolved,Patch Failure,Service Desk
INC00051395,A0020587,2024-09-19,2024-09-19 13:01:49.387466629,P3,Resolved,Software Defect,Application Support
INC00051396,A0020535,2025-07-16,2025-07-16 05:49:50.974185882,P3,Closed,Software Defect,End User Computing
INC00051397,A0004690,2025-06-08,2025-06-08 02:37:36.367640932,P3,Closed,User Error,Cybersecurity
INC00051398,A0007970,2024-04-09,2024-04-09 04:42:47.143472986,P4,Resolved,Hardware Failure,End User Computing
INC00051399,A0009060,2025-05-10,2025-05-10 01:08:11.947360167,P3,Resolved,Network Connectivity,Application Support
INC00051400,A0015959,2025-05-18,2025-05-18 06:17:52.603145638,P3,Closed,Unknown,Server Operations
INC00051401,A0020437,2025-07-19,2025-07-19 03:35:19.617192261,P3,Resolved,Configuration Error,Server Operations
INC00051402,A0008284,2024-03-05,2024-03-05 04:31:37.522101669,P3,Resolved,User Error,End User Computing
INC00051403,A0007769,2025-01-13,2025-01-13 05:07:19.159994406,P4,Closed,Capacity Issue,End User Computing
INC00051404,A0018832,2025-05-24,2025-05-24 02:07:48.835329110,P3,Closed,Unknown,End User Computing
INC00051405,A0005581,2024-01-16,2024-01-16 14:49:13.636808418,P3,Resolved,Unknown,Service Desk
INC00051406,A0022390,2025-01-30,2025-01-30 09:53:21.366981308,P2,Resolved,Security Control,Network Operations
INC00051407,A0013950,2024-09-30,2024-09-30 01:22:56.325369284,P4,Closed,Network Connectivity,Cybersecurity
INC00051408,A0021055,2025-02-01,2025-02-01 00:12:12.391879507,P4,Closed,Network Connectivity,Network Operations
INC00051409,A0008380,2025-12-07,2025-12-07 05:14:26.417217300,P4,Resolved,Software Defect,Server Operations
INC00051410,A0011450,2024-04-15,2024-04-15 05:16:00.585562954,P3,Closed,User Error,Application Support
INC00051411,A0005580,2025-08-21,2025-08-21 16:54:50.858501886,P2,Closed,Security Control,Cybersecurity
INC00051412,A0002095,2024-05-03,2024-05-03 07:04:23.318692964,P4,Closed,Capacity Issue,Server Operations
INC00051413,A0014916,2024-12-19,2024-12-19 10:44:08.881248674,P4,Closed,Network Connectivity,Network Operations
INC00051414,A0001816,2025-07-30,2025-07-30 05:28:09.717160796,P4,Resolved,Patch Failure,Server Operations
INC00051415,A0012232,2024-03-13,2024-03-13 04:34:31.128768710,P4,Resolved,Network Connectivity,Service Desk
INC00051416,A0005510,2026-02-05,2026-02-05 06:19:11.013479119,P1,Resolved,Security Control,Server Operations
INC00051417,A0001166,2026-02-14,2026-02-14 02:22:45.946545736,P3,Resolved,User Error,Cybersecurity
INC00051418,A0020724,2024-07-27,2024-07-27 03:26:07.315345100,P3,Closed,Patch Failure,End User Computing
INC00051419,A0020606,2025-04-13,2025-04-13 10:26:46.102568085,P4,Resolved,Hardware Failure,Cybersecurity
INC00051420,A0016634,2024-10-31,2024-10-31 02:30:53.284480812,P1,Resolved,Configuration Error,Service Desk
INC00051421,A0001937,2024-03-21,2024-03-21 09:30:40.360456065,P3,Resolved,Hardware Failure,Application Support
INC00051422,A0021910,2025-12-01,2025-12-01 08:18:27.495515901,P4,Closed,Software Defect,Application Support
INC00051423,A0021437,2025-03-17,2025-03-17 04:59:46.148944282,P4,Closed,Network Connectivity,Cybersecurity
INC00051424,A0005103,2026-01-03,2026-01-03 14:33:13.665069792,P3,Resolved,Hardware Failure,Cybersecurity
INC00051425,A0002911,2025-06-06,2025-06-06 07:22:29.084439198,P3,Resolved,Configuration Error,End User Computing
INC00051426,A0008090,2024-09-01,2024-09-01 08:27:40.198009593,P2,Resolved,Capacity Issue,Service Desk
INC00051427,A0018228,2025-08-26,2025-08-26 00:32:23.362466269,P4,Resolved,Hardware Failure,Service Desk
INC00051428,A0006921,2026-02-08,2026-02-08 05:44:15.899491813,P3,Closed,Network Connectivity,Server Operations
INC00051429,A0000892,2024-07-18,2024-07-18 02:42:47.365750080,P2,Resolved,Configuration Error,Server Operations
INC00051430,A0016868,2026-03-24,2026-03-24 04:50:24.765037429,P4,Resolved,Configuration Error,Network Operations
INC00051431,A0017263,2026-03-05,2026-03-05 02:05:41.341150291,P3,Resolved,Hardware Failure,Network Operations
INC00051432,A0018465,2024-06-10,2024-06-10 05:49:02.689602409,P4,Resolved,User Error,Cybersecurity
INC00051433,A0005819,2024-05-22,2024-05-22 01:50:54.983597730,P4,Resolved,Capacity Issue,Network Operations
INC00051434,A0002825,2025-09-02,2025-09-02 04:48:24.150038972,P3,Resolved,Hardware Failure,Server Operations
INC00051435,A0015544,2024-11-07,2024-11-07 11:11:21.435634276,P3,Cancelled,Capacity Issue,Network Operations
INC00051436,A0018130,2024-06-24,2024-06-24 12:24:09.170191044,P4,Resolved,Hardware Failure,Application Support
INC00051437,A0009814,2025-07-27,2025-07-27 03:11:34.466222202,P4,Resolved,Patch Failure,Application Support
INC00051438,A0015695,2024-05-18,2024-05-18 16:17:32.908618971,P4,Resolved,User Error,End User Computing
INC00051439,A0014021,2024-08-08,2024-08-08 01:59:35.200276303,P3,Resolved,Hardware Failure,Server Operations
INC00051440,A0009538,2024-03-17,2024-03-17 02:26:14.916650154,P3,Closed,Patch Failure,Network Operations
INC00051441,A0021009,2025-12-12,2025-12-12 08:52:47.753482126,P3,Closed,Network Connectivity,Network Operations
INC00051442,A0016635,2026-05-10,2026-05-10 08:00:55.091613366,P4,Resolved,Capacity Issue,Service Desk
INC00051443,A0022430,2024-08-04,2024-08-04 06:54:43.362820036,P4,Resolved,User Error,End User Computing
INC00051444,A0015322,2024-07-06,2024-07-06 02:21:04.218148105,P4,Resolved,Network Connectivity,End User Computing
INC00051445,A0010953,2025-06-09,2025-06-09 01:07:26.205954780,P4,Closed,Patch Failure,Service Desk
INC00051446,A0006116,2025-01-08,2025-01-08 06:25:15.906749502,P3,Resolved,User Error,End User Computing
INC00051447,A0021472,2024-12-21,2024-12-21 04:24:55.346744977,P3,Closed,Software Defect,End User Computing
INC00051448,A0019151,2025-09-20,2025-09-20 06:58:53.033152591,P2,Closed,Network Connectivity,Service Desk
INC00051449,A0015608,2025-07-30,2025-07-30 04:03:08.851343828,P4,Resolved,Configuration Error,Service Desk
INC00051450,A0007975,2024-01-08,2024-01-08 02:08:21.469039871,P3,Resolved,User Error,End User Computing
INC00051451,A0014210,2026-03-22,2026-03-22 04:20:49.790947794,P3,Resolved,Capacity Issue,End User Computing
INC00051452,A0005570,2025-05-20,2025-05-20 05:17:49.614539053,P3,Closed,Unknown,Server Operations
INC00051453,A0022569,2026-02-17,2026-02-17 07:15:09.166493941,P3,Resolved,Patch Failure,Server Operations
INC00051454,A0015749,2024-08-18,2024-08-18 06:09:35.935804346,P4,Resolved,Hardware Failure,End User Computing
INC00051455,A0019607,2024-12-13,2024-12-13 14:50:41.713250056,P3,Resolved,Unknown,Network Operations
INC00051456,A0001906,2025-08-14,2025-08-14 04:30:09.841311946,P4,Resolved,Software Defect,Server Operations
INC00051457,A0013067,2024-12-16,2024-12-16 03:06:08.808039421,P3,Closed,Capacity Issue,Cybersecurity
INC00051458,A0003579,2026-03-13,2026-03-13 04:18:01.095202389,P3,Resolved,Unknown,Server Operations
INC00051459,A0015827,2025-05-24,2025-05-24 02:41:33.556083637,P3,Resolved,Hardware Failure,Cybersecurity
INC00051460,A0005460,2026-04-12,2026-04-12 04:14:56.912764120,P2,Resolved,Unknown,Application Support
INC00051461,A0002598,2025-01-19,2025-01-19 06:15:19.619562200,P4,Resolved,Hardware Failure,Application Support
INC00051462,A0014864,2025-09-03,2025-09-03 05:27:05.352094036,P4,Resolved,Configuration Error,Application Support
INC00051463,A0022675,2024-05-23,2024-05-23 08:11:24.493217438,P4,Closed,User Error,Cybersecurity
INC00051464,A0006690,2024-04-14,2024-04-14 03:33:10.189608062,P4,Resolved,Configuration Error,Application Support
INC00051465,A0005190,2025-12-15,2025-12-15 08:45:49.392087721,P3,Closed,Software Defect,Application Support
INC00051466,A0013561,2025-06-17,2025-06-17 03:07:30.516763998,P3,Resolved,Patch Failure,Server Operations
INC00051467,A0020514,2025-01-08,2025-01-08 15:28:01.260785096,P4,Resolved,Configuration Error,Server Operations
INC00051468,A0000402,2025-10-09,2025-10-09 07:25:49.925679326,P3,Resolved,Unknown,Application Support
INC00051469,A0015584,2025-12-17,2025-12-17 01:13:30.298433268,P3,Closed,Security Control,End User Computing
INC00051470,A0019251,2024-09-19,2024-09-19 03:15:49.587805044,P4,Closed,Software Defect,End User Computing
INC00051471,A0002774,2024-02-16,2024-02-16 19:52:39.403532888,P3,Closed,Security Control,Service Desk
INC00051472,A0012209,2024-05-28,2024-05-28 00:15:18.290484928,P3,Resolved,Configuration Error,Application Support
INC00051473,A0021459,2025-03-24,2025-03-24 11:41:45.054958927,P4,Cancelled,Configuration Error,End User Computing
INC00051474,A0018892,2025-08-29,2025-08-29 12:16:06.098795004,P1,Closed,Configuration Error,Cybersecurity
INC00051475,A0011870,2025-05-12,2025-05-12 21:38:42.148238838,P1,Resolved,Unknown,Server Operations
INC00051476,A0015890,2026-01-06,2026-01-06 09:39:15.786355741,P3,Closed,Hardware Failure,Network Operations
INC00051477,A0005402,2025-01-27,2025-01-27 10:37:52.351148305,P3,Resolved,Network Connectivity,Application Support
INC00051478,A0003177,2025-01-27,2025-01-27 01:21:55.702305216,P3,Resolved,Hardware Failure,Network Operations
INC00051479,A0000155,2024-12-29,2024-12-29 09:27:34.810561011,P4,Closed,Unknown,Application Support
INC00051480,A0017859,2024-09-01,2024-09-01 03:51:24.222086712,P4,Resolved,Network Connectivity,Server Operations
INC00051481,A0006292,2026-02-01,2026-02-01 10:34:35.609874941,P3,Resolved,Unknown,Server Operations
INC00051482,A0021108,2025-08-02,2025-08-02 01:04:38.056666904,P3,Closed,Unknown,Cybersecurity
INC00051483,A0015809,2025-10-20,2025-10-20 03:25:33.184411399,P3,Closed,Security Control,Application Support
INC00051484,A0015264,2025-09-01,2025-09-01 06:11:33.081247878,P3,Resolved,Software Defect,Network Operations
INC00051485,A0009005,2024-09-18,2024-09-18 12:21:09.229000413,P4,Resolved,Hardware Failure,Cybersecurity
INC00051486,A0014806,2025-10-10,2025-10-10 03:52:42.562305012,P3,Resolved,Configuration Error,Service Desk
INC00051487,A0009532,2024-12-09,2024-12-09 03:54:58.067187850,P3,Resolved,Patch Failure,Cybersecurity
INC00051488,A0020551,2024-07-20,2024-07-20 09:39:00.400504582,P2,Resolved,Software Defect,Server Operations
INC00051489,A0020124,2024-10-21,2024-10-21 12:07:53.684884066,P2,Closed,Configuration Error,Network Operations
INC00051490,A0018043,2026-01-08,2026-01-08 02:21:31.712060797,P3,Resolved,Software Defect,End User Computing
INC00051491,A0009608,2024-12-27,2024-12-27 12:00:29.892008253,P4,Closed,Configuration Error,End User Computing
INC00051492,A0013951,2025-04-06,2025-04-06 10:44:48.524292384,P3,Resolved,Capacity Issue,Service Desk
INC00051493,A0000580,2025-08-12,2025-08-12 11:28:21.977911747,P3,Resolved,Software Defect,Service Desk
INC00051494,A0000078,2025-09-10,2025-09-10 03:56:26.366655559,P3,Resolved,Unknown,Application Support
INC00051495,A0023058,2025-08-14,2025-08-14 14:15:23.016548653,P3,Resolved,Network Connectivity,Network Operations
INC00051496,A0020376,2026-04-11,2026-04-11 01:46:51.849086872,P4,Resolved,Software Defect,Server Operations
INC00051497,A0014761,2024-08-09,2024-08-09 06:14:20.769091400,P4,Closed,Hardware Failure,Network Operations
INC00051498,A0020014,2024-10-01,2024-10-01 10:36:52.928960166,P4,Resolved,Configuration Error,Application Support
INC00051499,A0014874,2025-07-19,2025-07-19 06:45:41.524696296,P3,Resolved,Software Defect,Cybersecurity
INC00051500,A0016581,2025-09-18,2025-09-18 01:56:58.239537342,P4,Resolved,Capacity Issue,Server Operations
