Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-004199,AST-0014345,Desktop,EOL within 24 months,2029,2029-01-06,,979.35,Blocked,Branch Scheduling
PRJ-004200,AST-0012803,Laptop,EOL within 12 months,2028,2028-01-16,,1726.68,Not Started,Budget Approval
PRJ-004201,AST-0022110,Access Switch,EOL within 24 months,2028,2028-04-30,2028-07-17,5057.47,Completed,Security Exception
PRJ-004202,AST-0016571,Desktop,EOL within 24 months,2026,2026-12-04,,858.14,Planning,None
PRJ-004203,AST-0001879,Laptop,EOL within 12 months,2026,2026-09-24,,1664.3,In Progress,Change Freeze
PRJ-004204,AST-0007300,Laptop,EOL within 12 months,2027,2027-05-26,,1464.81,Planning,None
PRJ-004205,AST-0018056,Desktop,EOL within 12 months,2028,2028-06-28,,1001.63,Planning,Vendor Lead Time
PRJ-004206,AST-0013077,Laptop,EOL within 12 months,2027,2027-01-02,,1834.93,Not Started,Change Freeze
PRJ-004207,AST-0000023,Laptop,EOL within 12 months,2026,2026-08-20,,1964.78,In Progress,Branch Scheduling
PRJ-004208,AST-0018068,Desktop,EOL within 12 months,2028,2028-10-20,2028-10-01,1055.21,Completed,Budget Approval
PRJ-004209,AST-0002169,Laptop,Past EOL,2026,2026-10-29,2026-12-11,1429.44,Completed,Security Exception
PRJ-004210,AST-0011893,Laptop,EOL within 12 months,2027,2027-08-22,,2144.39,Blocked,None
PRJ-004211,AST-0016128,Desktop,EOL within 12 months,2028,2028-02-28,,1331.07,Not Started,Vendor Lead Time
PRJ-004212,AST-0004017,Laptop,EOL within 12 months,2027,2027-04-09,,1626.67,Planning,Security Exception
PRJ-004213,AST-0018086,Desktop,EOL within 12 months,2028,2028-10-25,,1020.83,Deferred,Change Freeze
PRJ-004214,AST-0005078,Laptop,EOL within 24 months,2026,2026-11-11,,3203.44,Planning,Application Dependency
PRJ-004215,AST-0005710,Laptop,EOL within 24 months,2028,2028-08-11,,2102.77,In Progress,Change Freeze
PRJ-004216,AST-0009675,Laptop,EOL within 12 months,2026,2026-07-13,,1702.43,Blocked,None
PRJ-004217,AST-0006191,Laptop,Past EOL,2027,2027-06-27,,1514.05,Not Started,Vendor Lead Time
PRJ-004218,AST-0004449,Laptop,EOL within 24 months,2028,2028-05-23,,1764.97,In Progress,Vendor Lead Time
PRJ-004219,AST-0012829,Laptop,EOL within 12 months,2027,2027-09-10,,1957.71,In Progress,Change Freeze
PRJ-004220,AST-0014412,Desktop,EOL within 12 months,2027,2027-01-01,,1112.42,In Progress,Application Dependency
PRJ-004221,AST-0008850,Laptop,EOL within 24 months,2028,2028-07-01,2028-06-13,1815.97,Completed,Change Freeze
PRJ-004222,AST-0011179,Laptop,Past EOL,2028,2028-03-13,,1572.6,Blocked,Change Freeze
PRJ-004223,AST-0022773,Core Switch,EOL within 24 months,2027,2027-10-19,,23612.69,Not Started,Budget Approval
PRJ-004224,AST-0012013,Laptop,EOL within 24 months,2028,2028-11-15,,2474.73,Planning,Vendor Lead Time
PRJ-004225,AST-0007813,Laptop,EOL within 12 months,2027,2027-10-05,,1860.26,In Progress,None
PRJ-004226,AST-0003264,Laptop,EOL within 24 months,2026,2026-07-22,,2314.97,Planning,Change Freeze
PRJ-004227,AST-0023313,Wireless Access Point,EOL within 12 months,2027,2027-08-27,,948.55,In Progress,Security Exception
PRJ-004228,AST-0002868,Laptop,EOL within 24 months,2026,2026-07-27,,2097.29,Planning,Security Exception
PRJ-004229,AST-0015341,Desktop,EOL within 12 months,2026,2026-07-28,,1417.18,Deferred,None
PRJ-004230,AST-0015941,Desktop,EOL within 24 months,2028,2028-01-03,,1344.41,Planning,None
PRJ-004231,AST-0011469,Laptop,EOL within 12 months,2027,2027-07-23,,1831.23,Not Started,Vendor Lead Time
PRJ-004232,AST-0002182,Laptop,EOL within 24 months,2028,2028-02-22,,2308.89,In Progress,Budget Approval
PRJ-004233,AST-0010558,Laptop,Past EOL,2028,2028-04-06,,1536.95,In Progress,Application Dependency
PRJ-004234,AST-0007268,Laptop,EOL within 24 months,2027,2027-02-02,,1866.84,Planning,Application Dependency
PRJ-004235,AST-0017631,Desktop,EOL within 12 months,2026,2026-06-21,,1044.72,Deferred,Vendor Lead Time
PRJ-004236,AST-0000442,Laptop,EOL within 12 months,2026,2026-11-09,,1635.91,Blocked,None
PRJ-004237,AST-0007767,Laptop,EOL within 12 months,2027,2027-12-28,,1527.28,Planning,Change Freeze
PRJ-004238,AST-0015065,Desktop,EOL within 24 months,2027,2027-05-31,,1135.56,Planning,Security Exception
PRJ-004239,AST-0008824,Laptop,Past EOL,2027,2027-03-30,,1533.45,Planning,Budget Approval
PRJ-004240,AST-0021897,Access Switch,EOL within 24 months,2026,2026-11-06,,6852.1,In Progress,Application Dependency
PRJ-004241,AST-0018353,Desktop,EOL within 12 months,2028,2028-12-23,,991.73,In Progress,Security Exception
PRJ-004242,AST-0000362,Laptop,EOL within 24 months,2026,2026-11-15,,1487.63,In Progress,Budget Approval
PRJ-004243,AST-0009634,Laptop,Past EOL,2027,2027-09-29,,1533.53,Planning,Branch Scheduling
PRJ-004244,AST-0003178,Laptop,Past EOL,2028,2028-05-22,,1470.98,Not Started,Budget Approval
PRJ-004245,AST-0013813,Laptop,EOL within 12 months,2026,2026-06-30,,1716.37,Planning,Branch Scheduling
PRJ-004246,AST-0018013,Desktop,EOL within 24 months,2027,2027-12-26,,1099.84,Blocked,Branch Scheduling
PRJ-004247,AST-0011146,Laptop,EOL within 24 months,2028,2028-05-27,,2214.99,In Progress,Change Freeze
PRJ-004248,AST-0015414,Desktop,EOL within 12 months,2028,2028-08-12,,992.63,Planning,None
PRJ-004249,AST-0011245,Laptop,EOL within 24 months,2028,2028-07-03,,3503.74,In Progress,None
PRJ-004250,AST-0012415,Laptop,EOL within 12 months,2028,2028-04-18,,1979.03,In Progress,None
PRJ-004251,AST-0016828,Desktop,EOL within 24 months,2027,2027-11-22,,1178.26,In Progress,None
PRJ-004252,AST-0023765,Wireless Access Point,EOL within 24 months,2027,2027-03-30,,1089.33,Planning,Branch Scheduling
PRJ-004253,AST-0006238,Laptop,EOL within 24 months,2026,2026-10-06,,3171.06,Not Started,Branch Scheduling
PRJ-004254,AST-0022811,Router,EOL within 12 months,2027,2027-04-21,,14620.8,Not Started,Change Freeze
PRJ-004255,AST-0008973,Laptop,EOL within 12 months,2027,2027-04-26,,1989.99,Planning,Vendor Lead Time
PRJ-004256,AST-0015787,Desktop,EOL within 12 months,2027,2027-09-26,,1068.02,In Progress,Security Exception
PRJ-004257,AST-0017256,Desktop,EOL within 24 months,2026,2026-10-10,,919.51,Planning,None
PRJ-004258,AST-0000355,Laptop,Past EOL,2027,2027-06-21,,1810.73,Not Started,Branch Scheduling
PRJ-004259,AST-0006709,Laptop,EOL within 12 months,2027,2027-06-03,2027-07-14,2134.26,Completed,Security Exception
PRJ-004260,AST-0017072,Desktop,EOL within 12 months,2026,2026-10-03,,1022.12,Deferred,Branch Scheduling
PRJ-004261,AST-0004256,Laptop,EOL within 24 months,2027,2027-01-15,,2153.27,Planning,Change Freeze
PRJ-004262,AST-0016993,Desktop,EOL within 12 months,2028,2028-05-18,2028-07-25,1299.97,Completed,Application Dependency
PRJ-004263,AST-0020156,Server,EOL within 24 months,2028,2028-03-31,,14706.61,In Progress,Branch Scheduling
PRJ-004264,AST-0010341,Laptop,EOL within 24 months,2028,2028-01-26,,3802.31,In Progress,None
PRJ-004265,AST-0023451,Wireless Access Point,EOL within 24 months,2027,2027-01-25,,916.11,Planning,Budget Approval
PRJ-004266,AST-0002147,Laptop,Past EOL,2028,2028-05-07,2028-07-22,1816.98,Completed,Vendor Lead Time
PRJ-004267,AST-0000275,Laptop,EOL within 24 months,2027,2027-11-24,,2196.81,Not Started,None
PRJ-004268,AST-0019186,VDI Endpoint,EOL within 24 months,2026,2026-06-25,2026-06-26,1125.27,Completed,Budget Approval
PRJ-004269,AST-0019454,VDI Endpoint,EOL within 24 months,2027,2027-08-14,,1081.33,Not Started,Branch Scheduling
PRJ-004270,AST-0006905,Laptop,Past EOL,2026,2026-08-05,,1981.88,Not Started,Branch Scheduling
PRJ-004271,AST-0004939,Laptop,Past EOL,2027,2027-01-22,,1394.71,Planning,Change Freeze
PRJ-004272,AST-0022117,Access Switch,EOL within 24 months,2027,2027-02-03,,8141.12,Not Started,Application Dependency
PRJ-004273,AST-0017535,Desktop,EOL within 24 months,2026,2026-12-19,,1001.66,In Progress,Application Dependency
PRJ-004274,AST-0012542,Laptop,Past EOL,2028,2028-05-04,,1967.51,In Progress,None
PRJ-004275,AST-0000212,Laptop,Past EOL,2027,2027-09-02,,1464.81,In Progress,Change Freeze
PRJ-004276,AST-0020642,Server,EOL within 24 months,2027,2027-12-22,,13597.6,Planning,Security Exception
PRJ-004277,AST-0001464,Laptop,EOL within 12 months,2028,2028-03-10,,2179.53,Not Started,Budget Approval
PRJ-004278,AST-0013327,Laptop,EOL within 24 months,2027,2027-06-06,,1540.41,Deferred,Application Dependency
PRJ-004279,AST-0007964,Laptop,EOL within 24 months,2026,2026-06-17,,1727.49,Planning,None
PRJ-004280,AST-0002639,Laptop,EOL within 24 months,2027,2027-06-25,2027-08-30,3196.59,Completed,Change Freeze
PRJ-004281,AST-0013715,Laptop,EOL within 24 months,2026,2026-10-30,,1518.22,Planning,Branch Scheduling
PRJ-004282,AST-0004908,Laptop,Past EOL,2026,2026-06-15,,1958.85,Not Started,Budget Approval
PRJ-004283,AST-0010890,Laptop,EOL within 24 months,2028,2028-11-11,,2319.1,Not Started,None
PRJ-004284,AST-0003229,Laptop,Past EOL,2026,2026-12-29,,1562.55,Deferred,Budget Approval
PRJ-004285,AST-0018851,VDI Endpoint,EOL within 24 months,2027,2027-02-21,,1119.81,Deferred,Application Dependency
PRJ-004286,AST-0012474,Laptop,Past EOL,2028,2028-12-23,,1416.04,In Progress,None
PRJ-004287,AST-0002084,Laptop,Past EOL,2027,2027-03-13,,1361.18,Not Started,Budget Approval
PRJ-004288,AST-0022053,Access Switch,EOL within 24 months,2026,2026-06-27,,6549.56,In Progress,Change Freeze
PRJ-004289,AST-0008870,Laptop,EOL within 12 months,2028,2028-08-19,,1544.53,Planning,Branch Scheduling
PRJ-004290,AST-0017927,Desktop,EOL within 24 months,2028,2028-04-20,,1145.5,Planning,Application Dependency
PRJ-004291,AST-0006406,Laptop,Past EOL,2028,2028-05-24,,1813.2,Not Started,Security Exception
PRJ-004292,AST-0018672,VDI Endpoint,EOL within 12 months,2026,2026-12-04,,1009.49,Not Started,Security Exception
PRJ-004293,AST-0018203,Desktop,EOL within 12 months,2028,2028-02-24,2028-02-08,1153.1,Completed,Branch Scheduling
PRJ-004294,AST-0017478,Desktop,EOL within 12 months,2026,2026-08-26,,1366.91,Planning,Application Dependency
PRJ-004295,AST-0013300,Laptop,EOL within 12 months,2028,2028-08-14,,2080.03,Planning,Vendor Lead Time
PRJ-004296,AST-0021827,Access Switch,EOL within 24 months,2026,2026-09-21,,7691.76,Planning,Branch Scheduling
PRJ-004297,AST-0018716,VDI Endpoint,EOL within 24 months,2027,2027-09-01,,1078.51,Blocked,Vendor Lead Time
PRJ-004298,AST-0009959,Laptop,EOL within 24 months,2028,2028-02-05,,3610.46,Not Started,Change Freeze
PRJ-004299,AST-0015011,Desktop,EOL within 24 months,2027,2027-09-16,2027-11-19,1190.28,Completed,Budget Approval
PRJ-004300,AST-0012179,Laptop,Past EOL,2028,2028-03-07,,1435.15,Not Started,Application Dependency
PRJ-004301,AST-0010600,Laptop,EOL within 24 months,2027,2027-10-28,,1768.47,Planning,Branch Scheduling
PRJ-004302,AST-0009279,Laptop,Past EOL,2028,2028-11-03,,1667.02,Planning,Change Freeze
PRJ-004303,AST-0017112,Desktop,EOL within 12 months,2028,2028-07-06,,1145.23,Not Started,None
PRJ-004304,AST-0006715,Laptop,EOL within 24 months,2027,2027-07-21,,1699.79,Not Started,Change Freeze
PRJ-004305,AST-0009985,Laptop,EOL within 24 months,2028,2028-04-03,,1564.22,Not Started,Change Freeze
PRJ-004306,AST-0006283,Laptop,Past EOL,2028,2028-12-26,,1427.11,Blocked,Application Dependency
PRJ-004307,AST-0023197,Wireless Access Point,EOL within 12 months,2028,2028-01-10,,922.59,Deferred,Budget Approval
PRJ-004308,AST-0019130,VDI Endpoint,EOL within 12 months,2027,2027-10-29,,1413.85,Planning,Branch Scheduling
PRJ-004309,AST-0000074,Laptop,Past EOL,2026,2026-08-06,,1633.4,Not Started,Change Freeze
PRJ-004310,AST-0023889,Wireless Controller,EOL within 24 months,2026,2026-09-22,,12147.24,Deferred,Budget Approval
PRJ-004311,AST-0011054,Laptop,EOL within 24 months,2027,2027-02-12,2027-01-29,1794.4,Completed,Branch Scheduling
PRJ-004312,AST-0014780,Desktop,EOL within 24 months,2027,2027-03-05,,1102.28,Not Started,None
PRJ-004313,AST-0017849,Desktop,EOL within 24 months,2027,2027-03-16,,940.02,Not Started,Budget Approval
PRJ-004314,AST-0009104,Laptop,EOL within 24 months,2028,2028-09-01,,3305.64,Planning,Branch Scheduling
PRJ-004315,AST-0003883,Laptop,Past EOL,2027,2027-12-30,,1580.55,Planning,None
PRJ-004316,AST-0002312,Laptop,EOL within 12 months,2027,2027-06-14,,1620.83,Planning,Security Exception
PRJ-004317,AST-0017699,Desktop,EOL within 12 months,2028,2028-09-09,2028-11-20,1177.22,Completed,None
PRJ-004318,AST-0003738,Laptop,EOL within 24 months,2027,2027-02-03,,1839.15,Not Started,None
PRJ-004319,AST-0003421,Laptop,EOL within 24 months,2028,2028-05-29,,2342.14,Planning,Security Exception
PRJ-004320,AST-0021641,Access Switch,EOL within 24 months,2027,2027-01-14,,7803.82,In Progress,Change Freeze
PRJ-004321,AST-0012002,Laptop,EOL within 24 months,2027,2027-11-02,,2750.4,Planning,Branch Scheduling
PRJ-004322,AST-0005837,Laptop,EOL within 24 months,2028,2028-05-24,,2274.87,In Progress,Application Dependency
PRJ-004323,AST-0023737,Wireless Access Point,EOL within 24 months,2027,2027-07-27,,1214.08,Planning,Change Freeze
PRJ-004324,AST-0007487,Laptop,Past EOL,2026,2026-12-27,,1408.96,Planning,Budget Approval
PRJ-004325,AST-0021618,Access Switch,EOL within 24 months,2026,2026-08-14,2026-11-08,6804.05,Completed,Application Dependency
PRJ-004326,AST-0005023,Laptop,EOL within 12 months,2027,2027-01-23,,1482.65,Planning,Branch Scheduling
PRJ-004327,AST-0007997,Laptop,EOL within 24 months,2026,2026-09-04,,1808.17,In Progress,Application Dependency
PRJ-004328,AST-0023227,Wireless Access Point,EOL within 12 months,2028,2028-01-14,,1046.33,Planning,Security Exception
PRJ-004329,AST-0021611,Access Switch,EOL within 24 months,2028,2028-11-03,,8994.2,Blocked,None
PRJ-004330,AST-0013412,Laptop,EOL within 24 months,2028,2028-11-21,,3334.11,Planning,Budget Approval
PRJ-004331,AST-0012096,Laptop,Past EOL,2027,2027-01-03,,1661.42,In Progress,Branch Scheduling
PRJ-004332,AST-0005373,Laptop,EOL within 24 months,2027,2027-03-04,2027-02-22,2119.61,Completed,Application Dependency
PRJ-004333,AST-0018193,Desktop,EOL within 24 months,2026,2026-09-01,,998.52,Planning,Security Exception
PRJ-004334,AST-0004291,Laptop,Past EOL,2027,2027-10-29,,2020.77,Not Started,Vendor Lead Time
PRJ-004335,AST-0002757,Laptop,Past EOL,2026,2026-10-21,,1727.17,Planning,Application Dependency
PRJ-004336,AST-0004684,Laptop,EOL within 12 months,2027,2027-11-03,,1609.16,In Progress,Change Freeze
PRJ-004337,AST-0011066,Laptop,Past EOL,2028,2028-06-21,2028-07-01,1568.75,Completed,Branch Scheduling
PRJ-004338,AST-0000764,Laptop,EOL within 24 months,2028,2028-05-12,,3375.8,Planning,Budget Approval
PRJ-004339,AST-0000694,Laptop,Past EOL,2027,2027-12-19,,1783.41,Not Started,None
PRJ-004340,AST-0005547,Laptop,Past EOL,2028,2028-07-12,,2002.83,Planning,Branch Scheduling
PRJ-004341,AST-0014483,Desktop,EOL within 24 months,2026,2026-09-18,,919.61,Planning,None
PRJ-004342,AST-0003999,Laptop,Past EOL,2027,2027-02-04,2027-02-24,1677.06,Completed,Vendor Lead Time
PRJ-004343,AST-0002325,Laptop,EOL within 12 months,2028,2028-01-14,,1974.13,Not Started,Application Dependency
PRJ-004344,AST-0016456,Desktop,EOL within 12 months,2028,2028-08-08,2028-07-27,1323.35,Completed,Change Freeze
PRJ-004345,AST-0019851,VDI Endpoint,EOL within 24 months,2026,2026-10-10,,915.48,Deferred,Change Freeze
PRJ-004346,AST-0017049,Desktop,EOL within 24 months,2028,2028-05-24,,1222.75,In Progress,Vendor Lead Time
PRJ-004347,AST-0017042,Desktop,EOL within 24 months,2026,2026-12-07,2027-01-23,1243.02,Completed,Vendor Lead Time
PRJ-004348,AST-0004783,Laptop,EOL within 12 months,2028,2028-05-24,,1836.21,Not Started,Application Dependency
PRJ-004349,AST-0015284,Desktop,EOL within 24 months,2028,2028-08-27,2028-11-21,1133.04,Completed,Change Freeze
PRJ-004350,AST-0002615,Laptop,EOL within 12 months,2028,2028-08-11,,2215.28,Not Started,Budget Approval
PRJ-004351,AST-0009297,Laptop,EOL within 12 months,2028,2028-09-11,,1460.26,In Progress,Security Exception
PRJ-004352,AST-0015345,Desktop,EOL within 12 months,2026,2026-08-24,,1267.63,Not Started,None
PRJ-004353,AST-0000652,Laptop,EOL within 24 months,2028,2028-05-21,,2442.77,Planning,Change Freeze
PRJ-004354,AST-0008549,Laptop,Past EOL,2029,2029-01-04,,1517.06,In Progress,None
PRJ-004355,AST-0018964,VDI Endpoint,EOL within 12 months,2028,2028-03-22,,1089.62,Planning,Branch Scheduling
PRJ-004356,AST-0006772,Laptop,EOL within 24 months,2028,2028-05-08,,2232.28,Not Started,Change Freeze
PRJ-004357,AST-0018084,Desktop,EOL within 12 months,2027,2027-10-16,,1395.46,Planning,Change Freeze
PRJ-004358,AST-0011970,Laptop,EOL within 24 months,2028,2028-11-12,2029-01-19,3261.97,Completed,Branch Scheduling
PRJ-004359,AST-0017014,Desktop,EOL within 12 months,2027,2027-07-13,,1365.78,Planning,Vendor Lead Time
PRJ-004360,AST-0007243,Laptop,EOL within 24 months,2026,2026-08-26,2026-08-18,2350.41,Completed,Branch Scheduling
PRJ-004361,AST-0002277,Laptop,Past EOL,2028,2028-03-04,,1637.99,Planning,Change Freeze
PRJ-004362,AST-0016382,Desktop,EOL within 12 months,2027,2027-05-20,2027-06-12,1254.05,Completed,Change Freeze
PRJ-004363,AST-0014560,Desktop,EOL within 24 months,2029,2029-01-02,,929.49,Blocked,Security Exception
PRJ-004364,AST-0015890,Desktop,EOL within 12 months,2028,2028-03-24,,1010.35,In Progress,Application Dependency
PRJ-004365,AST-0002730,Laptop,EOL within 24 months,2028,2028-05-16,2028-08-11,1816.88,Completed,Branch Scheduling
PRJ-004366,AST-0010202,Laptop,EOL within 24 months,2027,2027-08-13,,1874.52,Planning,Change Freeze
PRJ-004367,AST-0004981,Laptop,EOL within 24 months,2026,2026-12-13,,2009.41,Deferred,Security Exception
PRJ-004368,AST-0016577,Desktop,EOL within 24 months,2027,2027-10-25,,1259.45,Not Started,None
PRJ-004369,AST-0013247,Laptop,Past EOL,2026,2026-08-23,,1418.43,Planning,Application Dependency
PRJ-004370,AST-0005905,Laptop,EOL within 24 months,2028,2028-03-06,2028-05-07,3007.89,Completed,None
PRJ-004371,AST-0010246,Laptop,EOL within 24 months,2028,2028-05-21,,2986.11,Planning,Change Freeze
PRJ-004372,AST-0012837,Laptop,EOL within 24 months,2027,2027-01-30,,2450.16,Planning,None
PRJ-004373,AST-0006808,Laptop,Past EOL,2026,2026-10-18,,1795.83,In Progress,Security Exception
PRJ-004374,AST-0000704,Laptop,EOL within 12 months,2027,2027-04-19,,1521.08,Planning,Vendor Lead Time
PRJ-004375,AST-0023821,Wireless Access Point,EOL within 24 months,2028,2028-09-07,,1213.19,In Progress,Vendor Lead Time
PRJ-004376,AST-0004318,Laptop,Past EOL,2028,2028-07-12,,2008.69,Not Started,None
PRJ-004377,AST-0002026,Laptop,EOL within 24 months,2028,2028-07-21,,3530.96,Deferred,Security Exception
PRJ-004378,AST-0007637,Laptop,EOL within 12 months,2027,2027-09-30,,1660.71,Planning,None
PRJ-004379,AST-0015911,Desktop,EOL within 12 months,2026,2026-09-02,,1412.6,Planning,Application Dependency
PRJ-004380,AST-0012377,Laptop,EOL within 12 months,2027,2027-01-21,,1596.67,Not Started,Vendor Lead Time
PRJ-004381,AST-0001351,Laptop,EOL within 24 months,2026,2026-08-12,,1773.7,In Progress,Change Freeze
PRJ-004382,AST-0010263,Laptop,EOL within 12 months,2028,2028-10-20,,1407.65,Not Started,None
PRJ-004383,AST-0016878,Desktop,EOL within 12 months,2026,2026-10-23,,1275.48,Not Started,Vendor Lead Time
PRJ-004384,AST-0018697,VDI Endpoint,EOL within 24 months,2028,2028-10-18,,820.58,In Progress,Vendor Lead Time
PRJ-004385,AST-0009503,Laptop,Past EOL,2028,2028-10-18,,1707.81,Planning,Application Dependency
PRJ-004386,AST-0012173,Laptop,Past EOL,2027,2027-05-21,,1523.24,Deferred,Vendor Lead Time
PRJ-004387,AST-0005421,Laptop,EOL within 12 months,2028,2028-05-04,,2045.65,In Progress,Vendor Lead Time
PRJ-004388,AST-0008441,Laptop,EOL within 12 months,2028,2028-08-28,2028-07-31,1482.1,Completed,Security Exception
PRJ-004389,AST-0002586,Laptop,EOL within 24 months,2027,2027-11-29,,2209.55,Planning,Application Dependency
PRJ-004390,AST-0004066,Laptop,EOL within 12 months,2027,2027-05-22,,1545.34,Planning,Application Dependency
PRJ-004391,AST-0000783,Laptop,EOL within 24 months,2027,2027-07-09,,3805.89,Planning,Budget Approval
PRJ-004392,AST-0019654,VDI Endpoint,EOL within 24 months,2028,2028-07-13,,1163.8,Planning,Security Exception
PRJ-004393,AST-0008867,Laptop,EOL within 24 months,2028,2028-01-31,,2963.59,Not Started,Vendor Lead Time
PRJ-004394,AST-0002638,Laptop,EOL within 12 months,2026,2026-12-19,,1718.13,Not Started,Change Freeze
PRJ-004395,AST-0015180,Desktop,EOL within 24 months,2028,2028-11-18,,917.73,Not Started,Branch Scheduling
PRJ-004396,AST-0011353,Laptop,EOL within 12 months,2028,2028-01-10,,1842.3,Not Started,Budget Approval
PRJ-004397,AST-0008116,Laptop,EOL within 24 months,2027,2027-10-05,,3683.47,Not Started,Branch Scheduling
PRJ-004398,AST-0003159,Laptop,EOL within 24 months,2027,2027-05-09,,2394.16,Not Started,Branch Scheduling
PRJ-004399,AST-0007022,Laptop,EOL within 12 months,2028,2028-01-20,2028-01-01,1852.51,Completed,None
PRJ-004400,AST-0007323,Laptop,EOL within 12 months,2027,2027-10-31,2028-01-13,1940.37,Completed,Security Exception
PRJ-004401,AST-0013236,Laptop,EOL within 24 months,2027,2027-01-24,,2281.11,In Progress,Budget Approval
PRJ-004402,AST-0021850,Access Switch,EOL within 24 months,2026,2026-12-27,,5600.19,In Progress,None
PRJ-004403,AST-0019277,VDI Endpoint,EOL within 12 months,2027,2027-11-09,,1106.26,In Progress,Change Freeze
PRJ-004404,AST-0012962,Laptop,EOL within 12 months,2028,2028-12-14,,1486.89,Planning,Change Freeze
PRJ-004405,AST-0012848,Laptop,EOL within 12 months,2027,2027-09-15,,1781.08,Not Started,Security Exception
PRJ-004406,AST-0007339,Laptop,EOL within 24 months,2026,2026-07-30,,2011.03,Not Started,Budget Approval
PRJ-004407,AST-0014573,Desktop,EOL within 12 months,2027,2027-06-22,,1066.7,In Progress,Branch Scheduling
PRJ-004408,AST-0009262,Laptop,Past EOL,2026,2026-06-28,,1605.78,Planning,Branch Scheduling
PRJ-004409,AST-0015041,Desktop,EOL within 12 months,2026,2026-06-24,,1090.86,Planning,Branch Scheduling
PRJ-004410,AST-0003902,Laptop,EOL within 24 months,2027,2027-07-21,,2716.89,Planning,Change Freeze
PRJ-004411,AST-0021058,Server,EOL within 24 months,2026,2026-07-26,,13521.21,Planning,Branch Scheduling
PRJ-004412,AST-0013276,Laptop,Past EOL,2028,2028-04-01,,1965.9,Not Started,Vendor Lead Time
PRJ-004413,AST-0010595,Laptop,EOL within 24 months,2028,2028-11-19,,2149.52,Planning,Security Exception
PRJ-004414,AST-0004581,Laptop,Past EOL,2027,2027-05-13,,1404.1,Planning,Vendor Lead Time
PRJ-004415,AST-0002762,Laptop,EOL within 24 months,2027,2027-09-14,,1766.22,Planning,Security Exception
PRJ-004416,AST-0014877,Desktop,EOL within 24 months,2028,2028-11-14,2028-11-24,1222.62,Completed,Budget Approval
PRJ-004417,AST-0015197,Desktop,EOL within 12 months,2027,2027-08-24,,1111.19,Not Started,Budget Approval
PRJ-004418,AST-0019115,VDI Endpoint,EOL within 24 months,2027,2027-12-24,,862.95,Not Started,Change Freeze
PRJ-004419,AST-0001133,Laptop,EOL within 12 months,2027,2027-10-19,2027-09-28,1536.45,Completed,None
PRJ-004420,AST-0008181,Laptop,EOL within 24 months,2028,2028-08-25,2028-08-22,2098.56,Completed,Application Dependency
PRJ-004421,AST-0019099,VDI Endpoint,EOL within 12 months,2026,2026-09-04,,1026.68,In Progress,Change Freeze
PRJ-004422,AST-0018954,VDI Endpoint,EOL within 24 months,2027,2027-12-20,,898.86,Not Started,Security Exception
PRJ-004423,AST-0015367,Desktop,EOL within 12 months,2027,2027-06-05,,1204.82,Planning,Change Freeze
PRJ-004424,AST-0004637,Laptop,Past EOL,2026,2026-06-05,,1868.59,Blocked,Vendor Lead Time
PRJ-004425,AST-0001943,Laptop,EOL within 12 months,2028,2028-06-08,,1553.62,In Progress,Budget Approval
PRJ-004426,AST-0011204,Laptop,EOL within 24 months,2026,2026-09-01,,2425.41,Not Started,Change Freeze
PRJ-004427,AST-0010305,Laptop,EOL within 24 months,2026,2026-06-04,,1933.35,Planning,Branch Scheduling
PRJ-004428,AST-0010840,Laptop,EOL within 12 months,2026,2026-11-12,,2070.72,In Progress,None
PRJ-004429,AST-0022732,Core Switch,EOL within 24 months,2028,2028-01-14,,20221.76,In Progress,Security Exception
PRJ-004430,AST-0023899,Wireless Controller,EOL within 24 months,2027,2027-05-23,,9577.15,Planning,None
PRJ-004431,AST-0006797,Laptop,EOL within 12 months,2028,2028-08-13,,2039.26,In Progress,Application Dependency
PRJ-004432,AST-0010454,Laptop,EOL within 12 months,2028,2028-05-04,,1906.1,In Progress,Branch Scheduling
PRJ-004433,AST-0012016,Laptop,EOL within 24 months,2027,2027-11-24,,2202.99,Planning,Branch Scheduling
PRJ-004434,AST-0011609,Laptop,EOL within 24 months,2028,2028-10-09,,2076.93,Not Started,Security Exception
PRJ-004435,AST-0021955,Access Switch,EOL within 24 months,2027,2027-12-08,,5916.95,Planning,Branch Scheduling
PRJ-004436,AST-0014980,Desktop,EOL within 24 months,2028,2028-02-12,,924.98,Not Started,Security Exception
PRJ-004437,AST-0007667,Laptop,Past EOL,2028,2028-10-21,,1970.79,Not Started,Branch Scheduling
PRJ-004438,AST-0016780,Desktop,EOL within 12 months,2028,2028-11-17,,1248.01,Not Started,Application Dependency
PRJ-004439,AST-0008691,Laptop,EOL within 24 months,2027,2027-02-26,,2274.3,Planning,Security Exception
PRJ-004440,AST-0013959,Laptop,EOL within 24 months,2027,2027-05-27,,1792.91,Not Started,Budget Approval
PRJ-004441,AST-0013524,Laptop,EOL within 12 months,2028,2028-12-04,,2078.89,Planning,Change Freeze
PRJ-004442,AST-0002208,Laptop,EOL within 24 months,2026,2026-09-01,,1884.92,In Progress,Change Freeze
