Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ004321,A0012167,Technology Refresh Wave,2026-09-25,,Cloud,Proposed,1258.15
PRJ004322,A0000240,Technology Refresh Wave,2026-07-15,,Cloud,Deferred,1278.72
PRJ004323,A0001433,Technology Refresh Wave,2027-05-16,,Infrastructure,Proposed,1086.63
PRJ004324,A0002029,Technology Refresh Wave,2027-06-26,,Infrastructure,Proposed,1053.71
PRJ004325,A0015307,Technology Refresh Wave,2026-08-31,,Security,Approved,904.44
PRJ004326,A0008833,Technology Refresh Wave,2026-05-22,,Network,In Progress,1514.87
PRJ004327,A0018857,Technology Refresh Wave,2028-07-16,,Infrastructure,In Progress,408.56
PRJ004328,A0005020,Technology Refresh Wave,2026-01-30,,End User Computing,Proposed,1038.4
PRJ004329,A0018517,Technology Refresh Wave,2028-06-20,,Infrastructure,Approved,412.79
PRJ004330,A0013436,Technology Refresh Wave,2027-07-24,,End User Computing,Approved,1761.05
PRJ004331,A0022094,Technology Refresh Wave,2028-09-24,,Cloud,Deferred,5603.46
PRJ004332,A0013076,Technology Refresh Wave,2028-05-11,,Cloud,Proposed,1278.37
PRJ004333,A0000716,Technology Refresh Wave,2028-09-09,,End User Computing,In Progress,1820.0
PRJ004334,A0017565,Technology Refresh Wave,2026-07-27,,Network,In Progress,945.55
PRJ004335,A0011810,Technology Refresh Wave,2028-09-02,,Network,Proposed,2373.33
PRJ004336,A0006482,Technology Refresh Wave,2027-04-14,,Infrastructure,Approved,1095.65
PRJ004337,A0006395,Technology Refresh Wave,2026-12-13,,Infrastructure,In Progress,1241.18
PRJ004338,A0005366,Technology Refresh Wave,2027-07-17,,End User Computing,Proposed,1495.64
PRJ004339,A0001930,Technology Refresh Wave,2027-12-22,,Infrastructure,Proposed,1363.1
PRJ004340,A0008040,Technology Refresh Wave,2026-03-21,,Network,Proposed,1235.53
PRJ004341,A0022475,Technology Refresh Wave,2027-03-08,,Network,In Progress,10093.33
PRJ004342,A0015519,Technology Refresh Wave,2028-03-24,,Cloud,In Progress,1069.2
PRJ004343,A0010846,Technology Refresh Wave,2028-02-16,,Infrastructure,Approved,1284.25
PRJ004344,A0022686,Technology Refresh Wave,2027-10-16,,Cloud,Completed,5771.54
PRJ004345,A0004272,Technology Refresh Wave,2027-10-20,,End User Computing,In Progress,2083.29
PRJ004346,A0017291,Technology Refresh Wave,2027-04-03,,Network,Proposed,758.81
PRJ004347,A0019636,Technology Refresh Wave,2026-12-16,,Cloud,Deferred,410.89
PRJ004348,A0015005,Technology Refresh Wave,2026-12-06,,Cloud,Completed,1252.53
PRJ004349,A0010610,Technology Refresh Wave,2027-02-08,,Security,In Progress,2224.6
PRJ004350,A0023282,Technology Refresh Wave,2026-08-15,,Network,In Progress,956.42
PRJ004351,A0013567,Technology Refresh Wave,2028-06-01,,Network,Proposed,1425.32
PRJ004352,A0021704,Technology Refresh Wave,2028-07-02,,Cloud,Approved,5025.28
PRJ004353,A0001363,Technology Refresh Wave,2026-02-09,,Infrastructure,Approved,988.5
PRJ004354,A0019231,Technology Refresh Wave,2027-05-09,,Security,Deferred,554.82
PRJ004355,A0016305,Technology Refresh Wave,2028-02-27,,Cloud,Approved,808.11
PRJ004356,A0004768,Technology Refresh Wave,2027-09-06,,Infrastructure,Deferred,1278.95
PRJ004357,A0013228,Technology Refresh Wave,2028-11-24,,Security,Approved,1145.02
PRJ004358,A0005672,Technology Refresh Wave,2028-04-01,,Network,Deferred,1202.64
PRJ004359,A0021873,Technology Refresh Wave,2027-12-07,,Network,In Progress,3984.27
PRJ004360,A0007890,Technology Refresh Wave,2027-09-04,,Network,In Progress,1666.56
PRJ004361,A0002278,Technology Refresh Wave,2027-03-24,,Infrastructure,Deferred,1096.88
PRJ004362,A0020414,Technology Refresh Wave,2027-11-25,,End User Computing,Completed,15536.53
PRJ004363,A0019586,Technology Refresh Wave,2026-07-12,,Network,Approved,517.82
PRJ004364,A0018504,Technology Refresh Wave,2027-06-01,,Security,Completed,410.17
PRJ004365,A0001731,Technology Refresh Wave,2026-04-06,,Infrastructure,Deferred,1046.11
PRJ004366,A0012948,Technology Refresh Wave,2028-04-07,,Security,Approved,1743.15
PRJ004367,A0013081,Technology Refresh Wave,2027-09-13,,Network,Proposed,1422.27
PRJ004368,A0017478,Technology Refresh Wave,2028-07-18,,Network,Approved,873.56
PRJ004369,A0009483,Technology Refresh Wave,2026-08-05,,Network,Completed,1254.74
PRJ004370,A0014932,Technology Refresh Wave,2027-09-20,,End User Computing,Approved,860.23
PRJ004371,A0020377,Technology Refresh Wave,2026-02-25,,Network,Completed,16361.56
PRJ004372,A0008831,Technology Refresh Wave,2028-03-21,,Security,Deferred,1795.22
PRJ004373,A0013525,Technology Refresh Wave,2028-12-22,,Infrastructure,Proposed,1444.79
PRJ004374,A0015794,Technology Refresh Wave,2026-03-21,,Infrastructure,Approved,747.51
PRJ004375,A0008378,Technology Refresh Wave,2026-05-21,,Network,Completed,1766.31
PRJ004376,A0010106,Technology Refresh Wave,2026-06-21,,Infrastructure,Approved,2070.03
PRJ004377,A0016757,Technology Refresh Wave,2028-11-19,,Security,In Progress,1435.93
PRJ004378,A0013671,Technology Refresh Wave,2027-10-20,,Network,Deferred,2054.82
PRJ004379,A0010464,Technology Refresh Wave,2028-05-31,,End User Computing,Deferred,1423.79
PRJ004380,A0003469,Technology Refresh Wave,2027-12-24,,Cloud,Approved,1200.77
PRJ004381,A0013708,Technology Refresh Wave,2028-09-02,,Security,Proposed,1932.28
PRJ004382,A0010816,Technology Refresh Wave,2026-11-20,,Security,Completed,1468.89
PRJ004383,A0016666,Technology Refresh Wave,2028-08-21,,Cloud,Proposed,1073.62
PRJ004384,A0018402,Technology Refresh Wave,2027-04-09,,Network,Deferred,874.45
PRJ004385,A0017014,Technology Refresh Wave,2026-10-24,,Cloud,Deferred,1101.2
PRJ004386,A0007448,Technology Refresh Wave,2027-07-09,,End User Computing,Deferred,1696.51
PRJ004387,A0021171,Technology Refresh Wave,2027-09-09,,Security,Completed,7521.49
PRJ004388,A0006030,Technology Refresh Wave,2028-12-04,,Infrastructure,Approved,1056.82
PRJ004389,A0000301,Technology Refresh Wave,2027-03-04,,Network,Completed,1288.85
PRJ004390,A0022587,Technology Refresh Wave,2028-08-27,,Infrastructure,Approved,13827.48
PRJ004391,A0002916,Technology Refresh Wave,2027-11-16,,Network,Deferred,1449.8
PRJ004392,A0014677,Technology Refresh Wave,2027-02-10,,Security,Proposed,1176.25
PRJ004393,A0020024,Technology Refresh Wave,2027-02-27,,End User Computing,Completed,13238.08
PRJ004394,A0006538,Technology Refresh Wave,2026-10-14,,Network,Proposed,1560.87
PRJ004395,A0009385,Technology Refresh Wave,2028-11-21,,Infrastructure,Proposed,1035.31
PRJ004396,A0022103,Technology Refresh Wave,2028-04-17,,Cloud,Completed,5680.1
PRJ004397,A0001713,Technology Refresh Wave,2028-01-16,,Cloud,Proposed,1151.52
PRJ004398,A0023210,Technology Refresh Wave,2027-04-10,,Infrastructure,Approved,735.15
PRJ004399,A0012404,Technology Refresh Wave,2026-12-21,,Network,Deferred,1656.08
PRJ004400,A0016432,Technology Refresh Wave,2027-11-01,,Security,Deferred,852.3
PRJ004401,A0017926,Technology Refresh Wave,2027-05-04,,End User Computing,Deferred,814.53
PRJ004402,A0013003,Technology Refresh Wave,2028-08-22,,Network,Deferred,1127.81
PRJ004403,A0016067,Technology Refresh Wave,2026-03-05,,End User Computing,Proposed,945.32
PRJ004404,A0015457,Technology Refresh Wave,2028-02-29,,End User Computing,Deferred,748.88
PRJ004405,A0019241,Technology Refresh Wave,2028-12-28,,End User Computing,Proposed,455.51
PRJ004406,A0003210,Technology Refresh Wave,2027-12-21,,Network,In Progress,2415.67
PRJ004407,A0008819,Technology Refresh Wave,2028-05-11,,Security,Approved,1433.46
PRJ004408,A0015463,Technology Refresh Wave,2028-06-14,,End User Computing,Proposed,1091.59
PRJ004409,A0003624,Technology Refresh Wave,2027-03-10,,End User Computing,Deferred,1883.07
PRJ004410,A0020862,Technology Refresh Wave,2027-08-14,,Network,Proposed,18081.18
PRJ004411,A0001079,Technology Refresh Wave,2026-11-26,,End User Computing,In Progress,1166.53
PRJ004412,A0006092,Technology Refresh Wave,2028-04-18,,End User Computing,Completed,867.36
PRJ004413,A0009356,Technology Refresh Wave,2028-08-01,,Infrastructure,Proposed,986.25
PRJ004414,A0009689,Technology Refresh Wave,2028-04-19,,Security,Approved,1150.92
PRJ004415,A0015293,Technology Refresh Wave,2028-03-13,,End User Computing,Proposed,1224.51
PRJ004416,A0011106,Technology Refresh Wave,2026-02-12,,Infrastructure,In Progress,2353.38
PRJ004417,A0004339,Technology Refresh Wave,2027-06-15,,Network,Approved,1199.32
PRJ004418,A0023032,Technology Refresh Wave,2028-08-12,,Cloud,Proposed,20837.84
PRJ004419,A0016476,Technology Refresh Wave,2028-07-28,,End User Computing,Completed,961.28
PRJ004420,A0005844,Technology Refresh Wave,2028-03-23,,End User Computing,Deferred,1511.02
PRJ004421,A0019353,Technology Refresh Wave,2026-07-26,,Network,Proposed,451.29
PRJ004422,A0006329,Technology Refresh Wave,2026-10-26,,Cloud,Approved,967.57
PRJ004423,A0017008,Technology Refresh Wave,2026-12-10,,Cloud,Proposed,587.3
PRJ004424,A0021436,Technology Refresh Wave,2028-04-24,,Cloud,In Progress,13739.16
PRJ004425,A0023320,Technology Refresh Wave,2026-03-17,,Cloud,Approved,855.16
PRJ004426,A0011457,Technology Refresh Wave,2028-06-02,,Network,In Progress,1649.87
PRJ004427,A0000674,Technology Refresh Wave,2027-02-24,,End User Computing,In Progress,1217.88
PRJ004428,A0019227,Technology Refresh Wave,2026-09-04,,Infrastructure,Approved,382.86
PRJ004429,A0004280,Technology Refresh Wave,2027-01-05,,Network,Deferred,1518.13
PRJ004430,A0007887,Technology Refresh Wave,2027-10-16,,Security,Proposed,1154.46
PRJ004431,A0011130,Technology Refresh Wave,2026-07-25,,Network,Proposed,1119.39
PRJ004432,A0006449,Technology Refresh Wave,2028-03-27,,End User Computing,Deferred,1333.25
PRJ004433,A0021153,Technology Refresh Wave,2028-04-29,,End User Computing,Approved,16945.49
PRJ004434,A0021655,Technology Refresh Wave,2027-11-14,,Infrastructure,Approved,6496.12
PRJ004435,A0009164,Technology Refresh Wave,2027-08-29,,Network,Proposed,1847.37
PRJ004436,A0009933,Technology Refresh Wave,2028-09-30,,End User Computing,Completed,1370.96
PRJ004437,A0007469,Technology Refresh Wave,2028-09-30,,Security,Proposed,1419.58
PRJ004438,A0018204,Technology Refresh Wave,2027-05-06,,Security,Proposed,980.04
PRJ004439,A0008701,Technology Refresh Wave,2028-09-26,,Infrastructure,Approved,1274.53
PRJ004440,A0013170,Technology Refresh Wave,2028-03-05,,Security,Deferred,1172.79
PRJ004441,A0017954,Technology Refresh Wave,2027-02-05,,Network,Completed,611.65
PRJ004442,A0011072,Technology Refresh Wave,2027-03-11,,Network,Completed,825.78
PRJ004443,A0013317,Technology Refresh Wave,2026-08-02,,Infrastructure,Approved,1418.63
PRJ004444,A0014041,Technology Refresh Wave,2026-04-13,,Network,Approved,744.63
PRJ004445,A0017289,Technology Refresh Wave,2026-11-08,,Network,Approved,786.9
PRJ004446,A0012052,Technology Refresh Wave,2026-10-17,,Infrastructure,Proposed,1990.99
PRJ004447,A0004059,Technology Refresh Wave,2028-12-04,,Infrastructure,Approved,1647.32
PRJ004448,A0021185,Technology Refresh Wave,2027-07-18,,Network,Approved,9343.32
PRJ004449,A0018168,Technology Refresh Wave,2026-08-19,,Network,In Progress,713.06
PRJ004450,A0003462,Technology Refresh Wave,2027-06-26,,Security,Proposed,1061.06
PRJ004451,A0000978,Technology Refresh Wave,2026-09-21,,Security,Approved,954.0
PRJ004452,A0007812,Technology Refresh Wave,2026-07-10,,Cloud,Proposed,1627.55
PRJ004453,A0013339,Technology Refresh Wave,2027-08-18,,Cloud,Deferred,1707.65
PRJ004454,A0010979,Technology Refresh Wave,2028-01-19,,End User Computing,Deferred,1558.38
PRJ004455,A0021182,Technology Refresh Wave,2027-12-17,,Security,In Progress,12931.1
PRJ004456,A0008101,Technology Refresh Wave,2027-10-06,,Infrastructure,Completed,1564.08
PRJ004457,A0021011,Technology Refresh Wave,2026-04-22,,Network,In Progress,23380.4
PRJ004458,A0022601,Technology Refresh Wave,2028-11-14,,Security,Deferred,11310.1
PRJ004459,A0008350,Technology Refresh Wave,2027-08-11,,End User Computing,Completed,1246.9
PRJ004460,A0018480,Technology Refresh Wave,2027-10-25,,Infrastructure,Completed,1211.92
PRJ004461,A0019783,Technology Refresh Wave,2026-08-08,,Infrastructure,Approved,624.47
PRJ004462,A0010147,Technology Refresh Wave,2027-08-20,,Security,Proposed,1615.79
PRJ004463,A0011808,Technology Refresh Wave,2026-03-03,,Cloud,Approved,2539.86
PRJ004464,A0021936,Technology Refresh Wave,2028-05-13,,Cloud,Deferred,5792.8
PRJ004465,A0007718,Technology Refresh Wave,2028-10-24,,Cloud,Approved,890.43
PRJ004466,A0018449,Technology Refresh Wave,2028-08-26,,Security,Deferred,862.74
PRJ004467,A0000089,Technology Refresh Wave,2027-06-07,,Infrastructure,Proposed,1142.88
PRJ004468,A0003802,Technology Refresh Wave,2026-04-10,,Network,Deferred,957.6
PRJ004469,A0007902,Technology Refresh Wave,2028-05-10,,Infrastructure,Proposed,1189.65
PRJ004470,A0011179,Technology Refresh Wave,2026-08-25,,End User Computing,Approved,1204.28
PRJ004471,A0022832,Technology Refresh Wave,2027-08-01,,Security,Proposed,4926.46
PRJ004472,A0015737,Technology Refresh Wave,2028-11-21,,End User Computing,In Progress,977.66
PRJ004473,A0018329,Technology Refresh Wave,2026-02-14,,Security,Deferred,845.55
PRJ004474,A0009133,Technology Refresh Wave,2026-12-04,,Network,Proposed,1078.79
PRJ004475,A0016151,Technology Refresh Wave,2026-03-22,,Infrastructure,Completed,1106.49
PRJ004476,A0005077,Technology Refresh Wave,2026-08-07,,Infrastructure,Deferred,1990.49
PRJ004477,A0013849,Technology Refresh Wave,2028-03-27,,Network,Proposed,851.24
PRJ004478,A0008963,Technology Refresh Wave,2028-05-19,,Network,Completed,1350.48
PRJ004479,A0012340,Technology Refresh Wave,2026-04-04,,Infrastructure,Proposed,1418.96
PRJ004480,A0022347,Technology Refresh Wave,2026-02-07,,Infrastructure,In Progress,5575.7
PRJ004481,A0017255,Technology Refresh Wave,2027-01-25,,Cloud,Proposed,893.03
PRJ004482,A0006245,Technology Refresh Wave,2027-03-21,,End User Computing,In Progress,1327.85
PRJ004483,A0004725,Technology Refresh Wave,2028-10-23,,Cloud,Proposed,2047.97
PRJ004484,A0020461,Technology Refresh Wave,2026-07-13,,Cloud,Proposed,9639.77
PRJ004485,A0020009,Technology Refresh Wave,2027-01-13,,Security,In Progress,13809.64
PRJ004486,A0014495,Technology Refresh Wave,2028-04-06,,Infrastructure,Completed,1016.45
PRJ004487,A0006530,Technology Refresh Wave,2028-09-16,,Infrastructure,In Progress,1504.05
PRJ004488,A0007278,Technology Refresh Wave,2028-09-04,,End User Computing,Proposed,1093.53
PRJ004489,A0003459,Technology Refresh Wave,2026-05-02,,Infrastructure,In Progress,1811.22
PRJ004490,A0018832,Technology Refresh Wave,2026-05-12,,Cloud,Deferred,484.23
PRJ004491,A0010122,Technology Refresh Wave,2027-06-30,,Security,Approved,1086.77
PRJ004492,A0003715,Technology Refresh Wave,2027-04-02,,Network,Deferred,1665.06
PRJ004493,A0022272,Technology Refresh Wave,2026-06-25,,End User Computing,Approved,4874.44
PRJ004494,A0006552,Technology Refresh Wave,2027-05-07,,Security,Proposed,1489.82
PRJ004495,A0002306,Technology Refresh Wave,2028-10-26,,Network,Proposed,1973.54
PRJ004496,A0021073,Technology Refresh Wave,2027-10-07,,Infrastructure,Deferred,13672.88
PRJ004497,A0005313,Technology Refresh Wave,2028-12-05,,Network,Deferred,1694.45
PRJ004498,A0010406,Technology Refresh Wave,2028-06-06,,Cloud,Proposed,1063.26
PRJ004499,A0010512,Technology Refresh Wave,2026-07-06,,Security,Proposed,1149.48
PRJ004500,A0023513,Technology Refresh Wave,2028-08-10,,End User Computing,Deferred,788.75
PRJ004501,A0006654,Technology Refresh Wave,2026-03-27,,Security,Proposed,1369.63
PRJ004502,A0013515,Technology Refresh Wave,2028-07-24,,Security,Approved,1141.27
PRJ004503,A0017950,Technology Refresh Wave,2028-09-19,,Cloud,In Progress,820.73
PRJ004504,A0018469,Technology Refresh Wave,2026-01-14,,End User Computing,Completed,949.81
PRJ004505,A0004464,Technology Refresh Wave,2028-09-29,,Security,In Progress,2099.8
PRJ004506,A0018776,Technology Refresh Wave,2026-10-22,,Cloud,Deferred,370.49
PRJ004507,A0011025,Technology Refresh Wave,2027-04-30,,Cloud,In Progress,1213.17
PRJ004508,A0001489,Technology Refresh Wave,2028-12-29,,End User Computing,In Progress,1137.56
PRJ004509,A0005245,Technology Refresh Wave,2026-09-19,,Infrastructure,Completed,1031.28
PRJ004510,A0005514,Technology Refresh Wave,2026-10-16,,Cloud,Deferred,1116.74
PRJ004511,A0013454,Technology Refresh Wave,2026-11-13,,Cloud,Proposed,1091.08
PRJ004512,A0018969,Technology Refresh Wave,2027-12-27,,Network,Approved,401.87
PRJ004513,A0005006,Technology Refresh Wave,2027-08-14,,Network,In Progress,1410.56
PRJ004514,A0005817,Technology Refresh Wave,2027-05-14,,End User Computing,Proposed,1619.75
PRJ004515,A0003032,Technology Refresh Wave,2027-05-26,,Security,In Progress,1070.08
PRJ004516,A0011213,Technology Refresh Wave,2028-10-03,,Network,Proposed,934.01
PRJ004517,A0000577,Technology Refresh Wave,2027-08-15,,Infrastructure,Proposed,1260.05
PRJ004518,A0015022,Technology Refresh Wave,2028-02-26,,Cloud,In Progress,992.0
PRJ004519,A0001054,Technology Refresh Wave,2026-04-20,,Security,Completed,1561.83
PRJ004520,A0011565,Technology Refresh Wave,2028-11-19,,Cloud,Approved,2091.3
PRJ004521,A0006815,Technology Refresh Wave,2028-09-11,,Network,In Progress,1568.5
PRJ004522,A0021801,Technology Refresh Wave,2026-01-20,,Security,Deferred,3120.7
PRJ004523,A0008843,Technology Refresh Wave,2028-10-14,,Security,Approved,1341.13
PRJ004524,A0012592,Technology Refresh Wave,2028-07-31,,Cloud,Proposed,926.33
PRJ004525,A0011067,Technology Refresh Wave,2026-08-10,,Network,In Progress,2102.18
PRJ004526,A0013577,Technology Refresh Wave,2028-11-01,,End User Computing,In Progress,987.9
PRJ004527,A0020123,Technology Refresh Wave,2027-07-04,,Cloud,Deferred,19816.5
PRJ004528,A0015348,Technology Refresh Wave,2028-02-06,,Security,Approved,1085.98
PRJ004529,A0002178,Technology Refresh Wave,2027-06-30,,Infrastructure,Approved,1157.92
PRJ004530,A0014468,Technology Refresh Wave,2026-07-05,,Cloud,Deferred,1236.68
PRJ004531,A0021054,Technology Refresh Wave,2026-06-28,,Cloud,Approved,11013.79
PRJ004532,A0019949,Technology Refresh Wave,2028-03-17,,Network,Proposed,575.99
PRJ004533,A0022246,Technology Refresh Wave,2027-01-20,,End User Computing,Approved,7241.64
PRJ004534,A0010441,Technology Refresh Wave,2028-05-02,,Network,Deferred,1033.0
PRJ004535,A0019829,Technology Refresh Wave,2027-08-30,,End User Computing,Proposed,507.82
PRJ004536,A0013444,Technology Refresh Wave,2026-05-24,,Network,In Progress,1055.16
PRJ004537,A0013815,Technology Refresh Wave,2027-03-27,,Network,Deferred,1500.1
PRJ004538,A0006308,Technology Refresh Wave,2026-09-01,,End User Computing,Approved,1260.88
PRJ004539,A0016065,Technology Refresh Wave,2028-06-10,,Network,Deferred,934.69
PRJ004540,A0015941,Technology Refresh Wave,2028-03-16,,End User Computing,In Progress,1117.79
PRJ004541,A0016177,Technology Refresh Wave,2027-02-21,,Infrastructure,Proposed,891.36
PRJ004542,A0000818,Technology Refresh Wave,2026-08-07,,Cloud,Proposed,1738.14
PRJ004543,A0023755,Technology Refresh Wave,2028-03-11,,Infrastructure,Proposed,102216.74
PRJ004544,A0016804,Technology Refresh Wave,2028-02-05,,Cloud,Completed,613.2
PRJ004545,A0019990,Technology Refresh Wave,2027-11-06,,Infrastructure,Deferred,452.45
PRJ004546,A0018069,Technology Refresh Wave,2027-09-04,,Cloud,Completed,712.49
PRJ004547,A0021095,Technology Refresh Wave,2027-06-09,,End User Computing,Deferred,8550.85
PRJ004548,A0018929,Technology Refresh Wave,2026-06-29,,Security,In Progress,424.58
PRJ004549,A0020944,Technology Refresh Wave,2027-01-27,,Network,Deferred,13886.77
PRJ004550,A0002695,Technology Refresh Wave,2028-12-17,,Security,Proposed,1402.93
PRJ004551,A0021719,Technology Refresh Wave,2028-11-21,,Network,Completed,3085.5
PRJ004552,A0003577,Technology Refresh Wave,2027-01-15,,Cloud,In Progress,1202.96
PRJ004553,A0005509,Technology Refresh Wave,2026-01-07,,End User Computing,Completed,1518.54
PRJ004554,A0017127,Technology Refresh Wave,2028-01-04,,Cloud,Completed,589.75
PRJ004555,A0004517,Technology Refresh Wave,2026-12-03,,Network,Deferred,1450.15
PRJ004556,A0002797,Technology Refresh Wave,2027-01-25,,Network,Proposed,2053.53
PRJ004557,A0004035,Technology Refresh Wave,2027-01-10,,Cloud,Deferred,1177.77
PRJ004558,A0005200,Technology Refresh Wave,2026-01-19,,Network,Deferred,1547.82
PRJ004559,A0000073,Technology Refresh Wave,2027-09-28,,Security,Deferred,1254.47
PRJ004560,A0001403,Technology Refresh Wave,2028-11-13,,Network,Proposed,1437.11
PRJ004561,A0012954,Technology Refresh Wave,2026-06-17,,Security,Deferred,1528.36
PRJ004562,A0006866,Technology Refresh Wave,2027-05-24,,Cloud,In Progress,997.94
PRJ004563,A0018874,Technology Refresh Wave,2028-03-02,,Security,In Progress,414.2
PRJ004564,A0010613,Technology Refresh Wave,2026-11-27,,Network,In Progress,1363.16
PRJ004565,A0013315,Technology Refresh Wave,2026-01-28,,Infrastructure,Approved,2494.99
PRJ004566,A0017596,Technology Refresh Wave,2027-04-01,,Cloud,Proposed,1258.62
PRJ004567,A0010301,Technology Refresh Wave,2028-05-13,,Network,Proposed,1157.05
PRJ004568,A0018081,Technology Refresh Wave,2027-06-22,,Cloud,Approved,856.73
PRJ004569,A0015903,Technology Refresh Wave,2027-03-11,,End User Computing,Completed,912.99
PRJ004570,A0008616,Technology Refresh Wave,2027-02-05,,Cloud,Deferred,968.77
PRJ004571,A0017130,Technology Refresh Wave,2028-07-27,,End User Computing,Proposed,1067.35
PRJ004572,A0019623,Technology Refresh Wave,2027-05-25,,Network,Deferred,349.8
PRJ004573,A0023647,Technology Refresh Wave,2028-04-25,,Security,Completed,658.41
PRJ004574,A0018349,Technology Refresh Wave,2028-11-18,,Cloud,Approved,762.23
PRJ004575,A0006865,Technology Refresh Wave,2027-02-18,,End User Computing,Completed,1751.58
PRJ004576,A0007732,Technology Refresh Wave,2028-11-18,,Security,In Progress,1220.56
PRJ004577,A0011920,Technology Refresh Wave,2027-06-26,,Network,Proposed,1500.81
PRJ004578,A0002947,Technology Refresh Wave,2026-09-27,,Network,Completed,901.06
PRJ004579,A0023201,Technology Refresh Wave,2027-09-26,,Infrastructure,Deferred,991.74
PRJ004580,A0006435,Technology Refresh Wave,2028-11-14,,End User Computing,Approved,1508.54
PRJ004581,A0020938,Technology Refresh Wave,2028-07-29,,Infrastructure,Approved,13517.04
PRJ004582,A0018827,Technology Refresh Wave,2026-01-13,,End User Computing,In Progress,460.87
PRJ004583,A0018368,Technology Refresh Wave,2026-09-22,,Cloud,Proposed,1106.91
PRJ004584,A0003827,Technology Refresh Wave,2026-08-26,,Infrastructure,Approved,1220.09
PRJ004585,A0022787,Technology Refresh Wave,2027-05-11,,Infrastructure,Approved,8190.27
PRJ004586,A0000189,Technology Refresh Wave,2028-04-24,,Cloud,In Progress,1087.16
PRJ004587,A0022061,Technology Refresh Wave,2026-08-30,,Cloud,Deferred,5490.14
PRJ004588,A0020905,Technology Refresh Wave,2026-11-11,,Network,Approved,13333.77
PRJ004589,A0004526,Technology Refresh Wave,2028-04-16,,Cloud,In Progress,1083.22
PRJ004590,A0009579,Technology Refresh Wave,2027-08-18,,Cloud,Approved,996.01
PRJ004591,A0014676,Technology Refresh Wave,2027-08-21,,Security,Approved,1093.67
PRJ004592,A0011498,Technology Refresh Wave,2028-12-23,,Infrastructure,Proposed,1204.71
PRJ004593,A0011814,Technology Refresh Wave,2027-06-04,,Cloud,In Progress,2478.74
PRJ004594,A0017003,Technology Refresh Wave,2028-10-01,,Cloud,Proposed,865.74
PRJ004595,A0003498,Technology Refresh Wave,2026-09-12,,Cloud,Deferred,1340.49
PRJ004596,A0023310,Technology Refresh Wave,2027-11-06,,Cloud,Approved,1129.24
PRJ004597,A0002726,Technology Refresh Wave,2027-09-09,,Infrastructure,Deferred,1256.65
PRJ004598,A0012590,Technology Refresh Wave,2026-11-19,,Cloud,Proposed,1579.34
PRJ004599,A0011431,Technology Refresh Wave,2027-06-18,,Network,Proposed,970.09
PRJ004600,A0010160,Technology Refresh Wave,2026-09-13,,Security,Completed,1446.4
PRJ004601,A0019789,Technology Refresh Wave,2028-11-15,,Network,In Progress,412.13
PRJ004602,A0008565,Technology Refresh Wave,2028-06-22,,End User Computing,Deferred,1773.1
PRJ004603,A0012960,Technology Refresh Wave,2026-04-25,,End User Computing,Approved,1162.35
PRJ004604,A0004872,Technology Refresh Wave,2027-05-13,,Security,Deferred,1392.65
PRJ004605,A0011973,Technology Refresh Wave,2026-08-25,,Network,Proposed,1370.61
PRJ004606,A0010153,Technology Refresh Wave,2027-01-17,,Network,Deferred,1839.98
PRJ004607,A0005253,Technology Refresh Wave,2026-04-13,,End User Computing,Approved,1336.69
PRJ004608,A0009622,Technology Refresh Wave,2026-03-15,,Security,Deferred,1138.34
PRJ004609,A0020062,Technology Refresh Wave,2026-04-15,,End User Computing,In Progress,22877.42
PRJ004610,A0002880,Technology Refresh Wave,2027-07-27,,End User Computing,In Progress,1301.64
PRJ004611,A0019809,Technology Refresh Wave,2027-01-29,,End User Computing,In Progress,352.15
PRJ004612,A0017813,Technology Refresh Wave,2027-08-23,,Infrastructure,In Progress,1077.01
PRJ004613,A0020923,Technology Refresh Wave,2027-11-15,,Infrastructure,In Progress,15569.1
PRJ004614,A0008844,Technology Refresh Wave,2026-05-27,,Cloud,In Progress,1044.56
PRJ004615,A0003264,Technology Refresh Wave,2026-12-28,,Infrastructure,Deferred,1367.21
PRJ004616,A0002755,Technology Refresh Wave,2027-07-28,,End User Computing,Proposed,1214.44
PRJ004617,A0007218,Technology Refresh Wave,2026-07-16,,End User Computing,Proposed,1281.46
PRJ004618,A0003573,Technology Refresh Wave,2027-12-06,,Cloud,Deferred,1276.37
PRJ004619,A0016623,Technology Refresh Wave,2026-07-19,,Network,In Progress,893.32
PRJ004620,A0006226,Technology Refresh Wave,2027-06-14,,Network,Proposed,1044.73
PRJ004621,A0012135,Technology Refresh Wave,2027-03-09,,Security,Completed,2147.58
PRJ004622,A0017204,Technology Refresh Wave,2027-11-13,,Security,In Progress,1128.19
PRJ004623,A0016675,Technology Refresh Wave,2028-12-03,,End User Computing,Approved,1069.75
PRJ004624,A0004488,Technology Refresh Wave,2026-06-16,,End User Computing,In Progress,1130.99
PRJ004625,A0017445,Technology Refresh Wave,2026-12-31,,Security,Proposed,1129.69
PRJ004626,A0005815,Technology Refresh Wave,2027-04-15,,Network,Proposed,1145.88
PRJ004627,A0003927,Technology Refresh Wave,2027-05-20,,Network,Approved,972.9
PRJ004628,A0006422,Technology Refresh Wave,2027-06-18,,Cloud,Deferred,1093.42
