Vulnerability_Record_ID,Asset_ID,CVE,Affected_Product,Severity,CVSS_Score,Discovery_Date,Remediation_Due_Date,Remediation_Status,Patch_Available,Recommended_Action
VUL-00038507,AST-0016975,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-11-19,2026-01-18,Remediated,No,Patch
VUL-00038508,AST-0013034,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-04-28,2026-05-28,Remediated,No,Upgrade
VUL-00038509,AST-0005740,CVE-2023-38545,curl,High,9.8,2025-06-08,2025-08-07,Open,No,Patch
VUL-00038510,AST-0015802,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-10-06,2026-01-04,Remediated,No,Vendor Fix Pending
VUL-00038511,AST-0023277,CVE-2023-38408,OpenSSH,High,9.8,2024-10-03,2024-10-18,Remediated,No,Upgrade
VUL-00038512,AST-0011115,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-07-29,2024-10-27,Open,Yes,Upgrade
VUL-00038513,AST-0017188,CVE-2023-38408,OpenSSH,High,9.8,2025-09-02,2025-10-02,Open,No,Compensating Control
VUL-00038514,AST-0004453,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-01-19,2026-03-20,Risk Accepted,No,Upgrade
VUL-00038515,AST-0000946,CVE-2023-38545,curl,High,9.8,2025-01-05,2025-03-06,Risk Accepted,No,Compensating Control
VUL-00038516,AST-0023502,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-03-18,2026-05-17,Open,No,Vendor Fix Pending
VUL-00038517,AST-0020587,CVE-2023-38545,curl,High,9.8,2025-07-30,2025-10-28,Remediated,No,Upgrade
VUL-00038518,AST-0011665,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-05-16,2026-05-31,Open,No,Compensating Control
VUL-00038519,AST-0015862,CVE-2024-3094,XZ Utils,Critical,10.0,2025-06-01,2025-07-31,Risk Accepted,Yes,Vendor Fix Pending
VUL-00038520,AST-0010667,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-03-12,2026-03-27,Remediated,No,Vendor Fix Pending
VUL-00038521,AST-0020150,CVE-2023-38408,OpenSSH,High,9.8,2024-12-28,2025-01-27,Open,No,Upgrade
VUL-00038522,AST-0011148,CVE-2023-38545,curl,High,9.8,2025-03-04,2025-06-02,Open,Yes,Compensating Control
VUL-00038523,AST-0013518,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-03-28,2026-06-26,False Positive,No,Upgrade
VUL-00038524,AST-0005303,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-01-27,2026-03-28,In Progress,No,Vendor Fix Pending
VUL-00038525,AST-0007222,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-23,2025-08-21,Remediated,Yes,Upgrade
VUL-00038526,AST-0020536,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-11-16,2025-02-14,Remediated,Yes,Patch
VUL-00038527,AST-0007356,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-06-16,2024-07-16,Risk Accepted,No,Compensating Control
VUL-00038528,AST-0007849,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-07-31,2024-08-30,Remediated,No,Patch
VUL-00038529,AST-0021871,CVE-2022-22965,Spring Framework,Critical,9.8,2026-03-25,2026-04-09,Remediated,Yes,Compensating Control
VUL-00038530,AST-0023111,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-03-16,2025-04-15,Open,Yes,Vendor Fix Pending
VUL-00038531,AST-0023127,CVE-2023-38545,curl,High,9.8,2026-01-08,2026-03-09,Remediated,Yes,Upgrade
VUL-00038532,AST-0020889,CVE-2023-38408,OpenSSH,High,9.8,2025-05-23,2025-08-21,Remediated,Yes,Upgrade
VUL-00038533,AST-0022882,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-11-08,2024-11-23,Remediated,No,Upgrade
VUL-00038534,AST-0022908,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-10-14,2025-10-29,In Progress,No,Compensating Control
VUL-00038535,AST-0022271,CVE-2023-38408,OpenSSH,High,9.8,2024-06-02,2024-07-02,Remediated,No,Patch
VUL-00038536,AST-0018745,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-11-21,2025-12-21,Open,Yes,Vendor Fix Pending
VUL-00038537,AST-0016970,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-04-11,2026-05-11,Open,No,Upgrade
VUL-00038538,AST-0021227,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-03-25,2026-04-24,Open,No,Patch
VUL-00038539,AST-0022555,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-03-15,2025-03-30,In Progress,No,Vendor Fix Pending
VUL-00038540,AST-0020920,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-08,2024-08-23,In Progress,No,Patch
VUL-00038541,AST-0017963,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-07-06,2025-10-04,Remediated,No,Upgrade
VUL-00038542,AST-0014222,CVE-2023-38408,OpenSSH,High,9.8,2025-04-02,2025-05-02,Remediated,No,Upgrade
VUL-00038543,AST-0011115,CVE-2024-3094,XZ Utils,Critical,10.0,2025-02-18,2025-04-19,False Positive,No,Compensating Control
VUL-00038544,AST-0021958,CVE-2022-22965,Spring Framework,Critical,9.8,2025-08-17,2025-09-01,Remediated,Yes,Vendor Fix Pending
VUL-00038545,AST-0011395,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-07-19,2024-08-03,Open,No,Compensating Control
VUL-00038546,AST-0022544,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-09-14,2025-09-29,Remediated,No,Upgrade
VUL-00038547,AST-0017337,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-12-08,2025-02-06,In Progress,No,Vendor Fix Pending
VUL-00038548,AST-0020931,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-02-21,2026-03-08,Risk Accepted,Yes,Upgrade
VUL-00038549,AST-0021080,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-03-13,2026-04-12,Open,Yes,Vendor Fix Pending
VUL-00038550,AST-0001195,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-04-11,2026-07-10,Remediated,Yes,Compensating Control
VUL-00038551,AST-0012515,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-10-29,2025-11-28,Remediated,No,Patch
VUL-00038552,AST-0013853,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-19,2024-08-18,Open,No,Patch
VUL-00038553,AST-0012754,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-04-16,2025-06-15,Risk Accepted,Yes,Upgrade
VUL-00038554,AST-0005029,CVE-2023-38545,curl,High,9.8,2025-11-28,2025-12-13,Open,Yes,Vendor Fix Pending
VUL-00038555,AST-0001899,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-09-05,2025-11-04,Remediated,No,Patch
VUL-00038556,AST-0018946,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-10-22,2024-12-21,Remediated,No,Compensating Control
VUL-00038557,AST-0004106,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-01-04,2025-01-19,Remediated,No,Compensating Control
VUL-00038558,AST-0021006,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-10-09,2025-11-08,Open,No,Vendor Fix Pending
VUL-00038559,AST-0023547,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-10-06,2025-01-04,False Positive,Yes,Patch
VUL-00038560,AST-0021112,CVE-2023-38545,curl,High,9.8,2026-05-10,2026-07-09,In Progress,No,Upgrade
VUL-00038561,AST-0020627,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-01-01,2026-03-02,False Positive,Yes,Upgrade
VUL-00038562,AST-0001742,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-12-31,2026-03-01,Remediated,Yes,Upgrade
VUL-00038563,AST-0004077,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-29,2025-06-28,Open,Yes,Patch
VUL-00038564,AST-0006204,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-05-13,2025-06-12,Risk Accepted,No,Compensating Control
VUL-00038565,AST-0022171,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-08-19,2025-10-18,Remediated,No,Upgrade
VUL-00038566,AST-0002059,CVE-2023-38408,OpenSSH,High,9.8,2025-09-12,2025-11-11,Remediated,No,Vendor Fix Pending
VUL-00038567,AST-0022630,CVE-2024-3094,XZ Utils,Critical,10.0,2025-10-13,2026-01-11,Remediated,No,Vendor Fix Pending
VUL-00038568,AST-0017506,CVE-2023-38408,OpenSSH,High,9.8,2024-11-05,2024-12-05,Remediated,No,Vendor Fix Pending
VUL-00038569,AST-0020570,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-02-10,2026-05-11,Remediated,Yes,Vendor Fix Pending
VUL-00038570,AST-0003770,CVE-2023-38545,curl,High,9.8,2025-10-09,2025-12-08,Open,No,Vendor Fix Pending
VUL-00038571,AST-0023341,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-08,2026-02-07,Open,Yes,Compensating Control
VUL-00038572,AST-0003225,CVE-2022-22965,Spring Framework,Critical,9.8,2026-02-12,2026-02-27,Remediated,No,Patch
VUL-00038573,AST-0021292,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-11-25,2025-02-23,In Progress,Yes,Upgrade
VUL-00038574,AST-0018048,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-02-22,2026-03-09,Remediated,Yes,Upgrade
VUL-00038575,AST-0012427,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-11-08,2025-01-07,Open,No,Vendor Fix Pending
VUL-00038576,AST-0010831,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-05-07,2025-08-05,In Progress,No,Vendor Fix Pending
VUL-00038577,AST-0001521,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-02-02,2025-02-17,Open,Yes,Patch
VUL-00038578,AST-0023433,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-12-14,2026-03-14,Open,No,Patch
VUL-00038579,AST-0022078,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-09-11,2025-11-10,Open,Yes,Vendor Fix Pending
VUL-00038580,AST-0018406,CVE-2023-38545,curl,High,9.8,2024-07-30,2024-09-28,Open,Yes,Upgrade
VUL-00038581,AST-0010734,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-12-28,2025-01-27,Open,Yes,Patch
VUL-00038582,AST-0006862,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-10-10,2025-10-25,In Progress,Yes,Patch
VUL-00038583,AST-0008467,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-01-18,2025-03-19,Remediated,Yes,Vendor Fix Pending
VUL-00038584,AST-0016571,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-04-08,2026-04-23,In Progress,No,Compensating Control
VUL-00038585,AST-0003750,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-05-20,2026-06-04,In Progress,Yes,Patch
VUL-00038586,AST-0011961,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-12-15,2025-02-13,Risk Accepted,No,Compensating Control
VUL-00038587,AST-0021010,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-11-04,2025-01-03,Open,Yes,Compensating Control
VUL-00038588,AST-0017789,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-01-14,2025-01-29,Remediated,No,Compensating Control
VUL-00038589,AST-0015443,CVE-2023-38545,curl,High,9.8,2024-09-27,2024-10-27,Remediated,Yes,Patch
VUL-00038590,AST-0023921,CVE-2022-22965,Spring Framework,Critical,9.8,2025-09-08,2025-12-07,Remediated,No,Vendor Fix Pending
VUL-00038591,AST-0023748,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-09,2025-03-11,Remediated,No,Vendor Fix Pending
VUL-00038592,AST-0016018,CVE-2024-3094,XZ Utils,Critical,10.0,2025-11-30,2026-02-28,Risk Accepted,No,Patch
VUL-00038593,AST-0009878,CVE-2024-3094,XZ Utils,Critical,10.0,2026-05-07,2026-05-22,Remediated,No,Vendor Fix Pending
VUL-00038594,AST-0010039,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-01-24,2025-02-08,False Positive,No,Patch
VUL-00038595,AST-0023382,CVE-2022-22965,Spring Framework,Critical,9.8,2025-03-16,2025-04-15,Remediated,No,Upgrade
VUL-00038596,AST-0010532,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-04-14,2026-05-14,Remediated,Yes,Vendor Fix Pending
VUL-00038597,AST-0008393,CVE-2023-38545,curl,High,9.8,2026-05-16,2026-05-31,In Progress,No,Vendor Fix Pending
VUL-00038598,AST-0016015,CVE-2023-38545,curl,High,9.8,2024-10-30,2024-11-29,In Progress,No,Compensating Control
VUL-00038599,AST-0015914,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-03-08,2026-06-06,Remediated,No,Upgrade
VUL-00038600,AST-0021635,CVE-2023-38408,OpenSSH,High,9.8,2025-06-21,2025-09-19,Remediated,Yes,Patch
VUL-00038601,AST-0007538,CVE-2023-38545,curl,High,9.8,2024-09-10,2024-09-25,Remediated,No,Upgrade
VUL-00038602,AST-0023415,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-08-02,2024-10-01,Open,Yes,Compensating Control
VUL-00038603,AST-0011943,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-05-13,2025-07-12,Open,Yes,Upgrade
VUL-00038604,AST-0011842,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-09,2026-03-24,Open,No,Upgrade
VUL-00038605,AST-0020692,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-10-14,2025-12-13,Open,Yes,Patch
VUL-00038606,AST-0023101,CVE-2024-3094,XZ Utils,Critical,10.0,2024-06-16,2024-07-01,In Progress,Yes,Vendor Fix Pending
VUL-00038607,AST-0021544,CVE-2023-38408,OpenSSH,High,9.8,2026-01-23,2026-02-22,Remediated,Yes,Compensating Control
VUL-00038608,AST-0022026,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-08,2025-07-23,In Progress,No,Upgrade
VUL-00038609,AST-0017600,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-06-27,2025-08-26,Open,Yes,Upgrade
VUL-00038610,AST-0020787,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-07-24,2024-09-22,In Progress,Yes,Patch
VUL-00038611,AST-0000066,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-03-02,2025-04-01,Risk Accepted,Yes,Upgrade
VUL-00038612,AST-0013136,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-05-13,2026-05-28,Remediated,No,Vendor Fix Pending
VUL-00038613,AST-0020861,CVE-2023-38408,OpenSSH,High,9.8,2024-06-19,2024-08-18,Remediated,No,Compensating Control
VUL-00038614,AST-0021544,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-03-22,2026-06-20,In Progress,Yes,Vendor Fix Pending
VUL-00038615,AST-0021468,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-08-18,2024-09-02,In Progress,Yes,Compensating Control
VUL-00038616,AST-0016643,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-10,2026-01-25,Open,Yes,Compensating Control
VUL-00038617,AST-0020744,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-28,2025-06-12,Risk Accepted,No,Patch
VUL-00038618,AST-0002647,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-01,2026-03-31,Remediated,Yes,Upgrade
VUL-00038619,AST-0016668,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-03-22,2025-06-20,In Progress,No,Compensating Control
VUL-00038620,AST-0010840,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-09-01,2024-11-30,Open,Yes,Patch
VUL-00038621,AST-0020303,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-22,2026-02-06,Remediated,Yes,Compensating Control
VUL-00038622,AST-0017959,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-17,2025-11-16,In Progress,No,Vendor Fix Pending
VUL-00038623,AST-0021196,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-12-21,2025-01-05,Open,No,Patch
VUL-00038624,AST-0021138,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-25,2024-11-23,Open,Yes,Compensating Control
VUL-00038625,AST-0007880,CVE-2024-3094,XZ Utils,Critical,10.0,2025-10-11,2025-11-10,Risk Accepted,No,Compensating Control
VUL-00038626,AST-0003902,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-02-23,2026-03-10,Remediated,Yes,Vendor Fix Pending
VUL-00038627,AST-0008695,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-07-30,2024-10-28,Open,Yes,Upgrade
VUL-00038628,AST-0009331,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-09-25,2025-11-24,Open,No,Compensating Control
VUL-00038629,AST-0010367,CVE-2023-38408,OpenSSH,High,9.8,2025-10-20,2025-12-19,Open,No,Upgrade
VUL-00038630,AST-0009925,CVE-2023-38408,OpenSSH,High,9.8,2025-04-10,2025-05-10,Remediated,No,Patch
VUL-00038631,AST-0020944,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-12-01,2025-12-31,In Progress,No,Upgrade
VUL-00038632,AST-0012930,CVE-2023-38408,OpenSSH,High,9.8,2024-09-27,2024-11-26,In Progress,No,Compensating Control
VUL-00038633,AST-0015142,CVE-2024-3094,XZ Utils,Critical,10.0,2025-06-26,2025-07-26,Remediated,No,Vendor Fix Pending
VUL-00038634,AST-0007228,CVE-2023-38545,curl,High,9.8,2024-06-23,2024-07-08,Remediated,Yes,Upgrade
VUL-00038635,AST-0001723,CVE-2022-22965,Spring Framework,Critical,9.8,2025-12-20,2026-02-18,In Progress,Yes,Compensating Control
VUL-00038636,AST-0003648,CVE-2023-38545,curl,High,9.8,2024-10-17,2024-11-16,Open,Yes,Compensating Control
VUL-00038637,AST-0020848,CVE-2023-38545,curl,High,9.8,2025-02-02,2025-03-04,Remediated,Yes,Upgrade
VUL-00038638,AST-0020198,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-09-14,2025-10-14,Remediated,No,Compensating Control
VUL-00038639,AST-0012376,CVE-2024-3094,XZ Utils,Critical,10.0,2024-12-09,2025-01-08,Open,Yes,Vendor Fix Pending
VUL-00038640,AST-0008615,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-12-12,2026-02-10,Open,Yes,Compensating Control
VUL-00038641,AST-0001218,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-04-01,2025-04-16,In Progress,No,Compensating Control
VUL-00038642,AST-0004284,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-04-08,2026-06-07,Risk Accepted,Yes,Vendor Fix Pending
VUL-00038643,AST-0021281,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-07-04,2024-10-02,Open,No,Patch
VUL-00038644,AST-0008638,CVE-2023-38408,OpenSSH,High,9.8,2025-08-28,2025-10-27,Risk Accepted,Yes,Patch
VUL-00038645,AST-0021454,CVE-2023-38408,OpenSSH,High,9.8,2025-10-31,2025-12-30,Open,Yes,Patch
VUL-00038646,AST-0012469,CVE-2023-38408,OpenSSH,High,9.8,2025-08-13,2025-10-12,Open,Yes,Patch
VUL-00038647,AST-0009376,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-15,2024-09-30,Remediated,Yes,Vendor Fix Pending
VUL-00038648,AST-0010469,CVE-2023-38408,OpenSSH,High,9.8,2024-08-09,2024-08-24,In Progress,Yes,Vendor Fix Pending
VUL-00038649,AST-0021260,CVE-2023-38545,curl,High,9.8,2024-06-06,2024-06-21,Remediated,Yes,Compensating Control
VUL-00038650,AST-0015291,CVE-2023-38545,curl,High,9.8,2024-09-16,2024-10-16,In Progress,No,Compensating Control
VUL-00038651,AST-0015570,CVE-2024-3094,XZ Utils,Critical,10.0,2026-04-27,2026-05-12,Open,No,Vendor Fix Pending
VUL-00038652,AST-0001766,CVE-2023-38545,curl,High,9.8,2025-01-26,2025-02-10,Remediated,Yes,Patch
VUL-00038653,AST-0020676,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-06-21,2025-08-20,False Positive,No,Compensating Control
VUL-00038654,AST-0014045,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-06-24,2024-08-23,In Progress,No,Compensating Control
VUL-00038655,AST-0001067,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-10-04,2025-11-03,Risk Accepted,No,Compensating Control
VUL-00038656,AST-0006102,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-08-01,2025-08-31,Risk Accepted,No,Vendor Fix Pending
VUL-00038657,AST-0015870,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-01-09,2025-01-24,Open,Yes,Vendor Fix Pending
VUL-00038658,AST-0008658,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-10-15,2025-10-30,Remediated,No,Compensating Control
VUL-00038659,AST-0004231,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-04-18,2025-07-17,Remediated,Yes,Patch
VUL-00038660,AST-0000903,CVE-2023-38545,curl,High,9.8,2024-06-26,2024-07-26,Remediated,Yes,Compensating Control
VUL-00038661,AST-0008235,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-07-15,2025-09-13,Open,No,Vendor Fix Pending
VUL-00038662,AST-0012641,CVE-2023-38545,curl,High,9.8,2025-09-02,2025-10-02,Remediated,No,Vendor Fix Pending
VUL-00038663,AST-0021733,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-10-27,2026-01-25,In Progress,Yes,Vendor Fix Pending
VUL-00038664,AST-0016351,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-08-20,2024-09-19,In Progress,No,Vendor Fix Pending
VUL-00038665,AST-0020736,CVE-2023-38408,OpenSSH,High,9.8,2025-03-07,2025-04-06,False Positive,Yes,Vendor Fix Pending
VUL-00038666,AST-0010427,CVE-2023-38545,curl,High,9.8,2025-01-15,2025-02-14,Remediated,No,Compensating Control
VUL-00038667,AST-0007073,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-11-29,2026-02-27,Remediated,No,Patch
VUL-00038668,AST-0020189,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-08-06,2024-09-05,Remediated,Yes,Compensating Control
VUL-00038669,AST-0003394,CVE-2022-22965,Spring Framework,Critical,9.8,2025-01-22,2025-03-23,Open,Yes,Compensating Control
VUL-00038670,AST-0003779,CVE-2023-38545,curl,High,9.8,2026-01-19,2026-02-03,In Progress,Yes,Upgrade
VUL-00038671,AST-0022781,CVE-2023-38545,curl,High,9.8,2025-07-13,2025-08-12,Remediated,No,Vendor Fix Pending
VUL-00038672,AST-0000300,CVE-2023-38545,curl,High,9.8,2024-11-19,2025-02-17,Remediated,Yes,Patch
VUL-00038673,AST-0021524,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-02-11,2026-04-12,Remediated,Yes,Upgrade
VUL-00038674,AST-0012712,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-02-21,2026-03-23,Open,Yes,Patch
VUL-00038675,AST-0011490,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-05-26,2026-06-25,Remediated,No,Patch
VUL-00038676,AST-0020016,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-12-24,2025-02-22,Remediated,Yes,Patch
VUL-00038677,AST-0017905,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-12-22,2025-01-21,Remediated,Yes,Vendor Fix Pending
VUL-00038678,AST-0018619,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-11-05,2024-12-05,Open,No,Vendor Fix Pending
VUL-00038679,AST-0002733,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-12-27,2026-01-26,Remediated,Yes,Compensating Control
VUL-00038680,AST-0015418,CVE-2024-3094,XZ Utils,Critical,10.0,2025-03-02,2025-05-31,Remediated,Yes,Vendor Fix Pending
VUL-00038681,AST-0023317,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-07-13,2025-08-12,Remediated,No,Upgrade
VUL-00038682,AST-0001582,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-05-14,2026-08-12,Open,No,Compensating Control
VUL-00038683,AST-0009243,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-18,2025-08-17,Open,No,Vendor Fix Pending
VUL-00038684,AST-0023179,CVE-2024-3094,XZ Utils,Critical,10.0,2025-10-09,2025-10-24,Remediated,Yes,Upgrade
VUL-00038685,AST-0019038,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-03-26,2025-05-25,Remediated,No,Compensating Control
VUL-00038686,AST-0020896,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-06-02,2025-07-02,False Positive,No,Upgrade
VUL-00038687,AST-0013645,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-03-12,2025-06-10,Remediated,Yes,Vendor Fix Pending
VUL-00038688,AST-0016169,CVE-2023-38408,OpenSSH,High,9.8,2025-05-16,2025-08-14,Open,Yes,Compensating Control
VUL-00038689,AST-0002847,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-02-10,2026-03-12,Open,Yes,Patch
VUL-00038690,AST-0003793,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-06-26,2024-07-11,In Progress,Yes,Patch
VUL-00038691,AST-0006829,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-06-25,2025-07-25,Remediated,Yes,Vendor Fix Pending
VUL-00038692,AST-0004752,CVE-2023-38545,curl,High,9.8,2025-09-22,2025-10-22,Open,Yes,Upgrade
VUL-00038693,AST-0005742,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-07-01,2025-09-29,Remediated,Yes,Patch
VUL-00038694,AST-0006486,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-10,2025-08-09,Open,Yes,Patch
VUL-00038695,AST-0018277,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-03-22,2026-05-21,Open,No,Vendor Fix Pending
VUL-00038696,AST-0021106,CVE-2023-38545,curl,High,9.8,2025-06-23,2025-07-08,Remediated,No,Upgrade
VUL-00038697,AST-0000346,CVE-2023-38408,OpenSSH,High,9.8,2026-01-27,2026-04-27,Remediated,No,Vendor Fix Pending
VUL-00038698,AST-0004384,CVE-2023-38408,OpenSSH,High,9.8,2025-07-29,2025-08-28,In Progress,No,Patch
VUL-00038699,AST-0009078,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-10-20,2024-11-19,Risk Accepted,Yes,Compensating Control
VUL-00038700,AST-0016280,CVE-2023-38545,curl,High,9.8,2025-05-01,2025-07-30,Open,No,Patch
VUL-00038701,AST-0007903,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-04-14,2026-07-13,Open,No,Patch
VUL-00038702,AST-0020466,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-05-23,2026-07-22,Open,No,Patch
VUL-00038703,AST-0014545,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-06-16,2025-08-15,Remediated,No,Compensating Control
VUL-00038704,AST-0022888,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-08-08,2024-10-07,Remediated,Yes,Upgrade
VUL-00038705,AST-0011871,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-16,2024-12-15,Risk Accepted,No,Vendor Fix Pending
