Finding_ID,Asset_ID,CVE_ID,Severity,First_Detected_Date,Last_Detected_Date,Remediation_Status,Scanner_Source,CVSS_Score
VULN00028416,A0010034,CVE-2023-36884,Medium,2024-01-18,2026-05-31,Closed,Qualys,5.1
VULN00028417,A0013823,CVE-2024-3094,Medium,2026-03-20,2026-05-31,Closed,Tenable,5.8
VULN00028418,A0004270,CVE-2023-3519,Critical,2026-04-04,2026-05-31,Open,Tenable,9.0
VULN00028419,A0000810,CVE-2023-34362,High,2024-04-08,2026-05-31,Closed,Qualys,7.7
VULN00028420,A0013006,CVE-2021-44228,Medium,2024-08-01,2026-05-31,Closed,Tenable,5.6
VULN00028421,A0003650,CVE-2023-36884,Medium,2024-07-03,2026-05-31,In Remediation,Tenable,6.3
VULN00028422,A0005643,CVE-2024-3094,Low,2026-04-29,2026-05-31,In Remediation,Tenable,2.2
VULN00028423,A0017715,CVE-2024-21410,High,2025-07-15,2026-05-31,Exception Approved,Defender Vulnerability Management,7.9
VULN00028424,A0018543,CVE-2023-36884,Medium,2024-06-13,2026-05-31,Closed,Tenable,5.7
VULN00028425,A0001148,CVE-2021-44228,Medium,2024-03-11,2026-05-31,Closed,Tenable,6.4
VULN00028426,A0006827,CVE-2023-36884,High,2025-04-04,2026-05-31,Closed,Qualys,8.2
VULN00028427,A0015997,CVE-2024-21410,Medium,2025-02-03,2026-05-31,Open,Tenable,5.9
VULN00028428,A0014395,CVE-2022-30190,Medium,2024-12-10,2026-05-31,Closed,Defender Vulnerability Management,5.2
VULN00028429,A0012156,CVE-2024-3094,Medium,2024-04-07,2026-05-31,Open,Tenable,5.0
VULN00028430,A0001158,CVE-2023-3519,Low,2024-01-02,2026-05-31,Closed,Tenable,2.3
VULN00028431,A0003220,CVE-2023-3519,Medium,2024-08-01,2026-05-31,In Remediation,Qualys,5.4
VULN00028432,A0019980,CVE-2024-21410,Critical,2024-03-08,2026-05-31,Open,Defender Vulnerability Management,9.7
VULN00028433,A0010102,CVE-2024-21410,Medium,2025-10-24,2026-05-31,Closed,Defender Vulnerability Management,5.2
VULN00028434,A0017537,CVE-2023-34362,High,2024-04-25,2026-05-31,Closed,Defender Vulnerability Management,8.8
VULN00028435,A0009097,CVE-2023-34362,Low,2025-09-01,2026-05-31,Closed,Qualys,3.7
VULN00028436,A0003373,CVE-2024-21410,Low,2025-05-29,2026-05-31,Closed,Tenable,1.8
VULN00028437,A0005362,CVE-2023-20198,Low,2025-03-03,2026-05-31,Closed,Defender Vulnerability Management,2.6
VULN00028438,A0017643,CVE-2024-21410,Medium,2024-11-20,2026-05-31,Open,Qualys,5.0
VULN00028439,A0020646,CVE-2023-23397,Low,2025-07-11,2026-05-31,In Remediation,Tenable,2.2
VULN00028440,A0011459,CVE-2024-21410,High,2025-10-26,2026-05-31,In Remediation,Tenable,7.3
VULN00028441,A0017937,CVE-2023-20198,Critical,2024-10-16,2026-05-31,Open,Tenable,8.5
VULN00028442,A0006158,CVE-2022-30190,Medium,2025-08-24,2026-05-31,Exception Approved,Tenable,5.1
VULN00028443,A0021865,CVE-2023-36884,Medium,2025-06-24,2026-05-31,In Remediation,Tenable,6.3
VULN00028444,A0023757,CVE-2021-44228,Medium,2024-07-01,2026-05-31,Closed,Tenable,5.0
VULN00028445,A0013130,CVE-2024-3094,Medium,2024-12-24,2026-05-31,In Remediation,Tenable,4.9
VULN00028446,A0023134,CVE-2023-23397,Low,2025-02-13,2026-05-31,Open,Tenable,3.5
VULN00028447,A0023769,CVE-2023-3519,Medium,2024-08-29,2026-05-31,Closed,Tenable,5.1
VULN00028448,A0006798,CVE-2023-20198,High,2025-07-03,2026-05-31,Open,Qualys,8.3
VULN00028449,A0012511,CVE-2024-3400,High,2025-08-09,2026-05-31,Open,Tenable,6.9
VULN00028450,A0008513,CVE-2023-34362,Low,2024-06-21,2026-05-31,Open,Defender Vulnerability Management,3.0
VULN00028451,A0020096,CVE-2023-20198,Medium,2025-08-10,2026-05-31,Closed,Tenable,5.1
VULN00028452,A0003157,CVE-2023-20198,Medium,2024-03-21,2026-05-31,Open,Tenable,5.5
VULN00028453,A0022345,CVE-2023-36884,Critical,2024-06-01,2026-05-31,Closed,Qualys,9.3
VULN00028454,A0021308,CVE-2023-3519,High,2024-04-13,2026-05-31,Open,Tenable,7.3
VULN00028455,A0020788,CVE-2021-44228,High,2024-02-04,2026-05-31,Closed,Qualys,7.0
VULN00028456,A0006086,CVE-2024-3400,Critical,2025-01-18,2026-05-31,Closed,Tenable,9.1
VULN00028457,A0004521,CVE-2024-3094,Medium,2024-11-18,2026-05-31,Exception Approved,Tenable,5.7
VULN00028458,A0012538,CVE-2022-30190,High,2026-04-21,2026-05-31,Open,Tenable,8.6
VULN00028459,A0012421,CVE-2021-44228,Medium,2026-01-09,2026-05-31,Closed,Qualys,4.6
VULN00028460,A0009173,CVE-2021-44228,Critical,2025-11-03,2026-05-31,Open,Tenable,9.8
VULN00028461,A0016602,CVE-2023-23397,Critical,2024-03-15,2026-05-31,In Remediation,Defender Vulnerability Management,10.0
VULN00028462,A0022525,CVE-2022-30190,Medium,2024-06-02,2026-05-31,In Remediation,Defender Vulnerability Management,5.6
VULN00028463,A0023448,CVE-2024-21410,Medium,2024-10-16,2026-05-31,Closed,Defender Vulnerability Management,5.0
VULN00028464,A0008475,CVE-2024-3094,High,2025-04-13,2026-05-31,Open,Qualys,7.3
VULN00028465,A0011843,CVE-2022-30190,Medium,2024-11-09,2026-05-31,Open,Qualys,4.0
VULN00028466,A0021262,CVE-2024-21410,High,2024-05-13,2026-05-31,In Remediation,Tenable,7.8
VULN00028467,A0000099,CVE-2023-23397,Critical,2024-08-13,2026-05-31,Exception Approved,Qualys,9.7
VULN00028468,A0008082,CVE-2024-3094,Critical,2024-03-17,2026-05-31,Closed,Qualys,8.7
VULN00028469,A0021977,CVE-2024-21410,High,2026-03-17,2026-05-31,Open,Qualys,7.8
VULN00028470,A0018824,CVE-2023-36884,Medium,2025-04-05,2026-05-31,Closed,Defender Vulnerability Management,5.5
VULN00028471,A0009002,CVE-2022-30190,High,2024-04-27,2026-05-31,In Remediation,Qualys,8.3
VULN00028472,A0006059,CVE-2023-34362,Medium,2025-04-14,2026-05-31,In Remediation,Tenable,5.2
VULN00028473,A0014441,CVE-2021-44228,High,2025-07-27,2026-05-31,Open,Tenable,7.6
VULN00028474,A0012168,CVE-2022-30190,Medium,2025-06-01,2026-05-31,Open,Tenable,5.2
VULN00028475,A0020373,CVE-2023-20198,Medium,2025-11-16,2026-05-31,Open,Defender Vulnerability Management,5.3
VULN00028476,A0022858,CVE-2024-3400,Critical,2025-12-16,2026-05-31,Closed,Qualys,10.0
VULN00028477,A0016014,CVE-2023-23397,Critical,2025-11-30,2026-05-31,In Remediation,Tenable,9.7
VULN00028478,A0013312,CVE-2023-23397,High,2025-06-24,2026-05-31,In Remediation,Tenable,8.5
VULN00028479,A0017035,CVE-2022-30190,Low,2025-04-18,2026-05-31,Closed,Defender Vulnerability Management,1.4
VULN00028480,A0014198,CVE-2024-3400,Low,2025-01-04,2026-05-31,Open,Defender Vulnerability Management,2.2
VULN00028481,A0021609,CVE-2023-36884,Medium,2024-05-14,2026-05-31,Closed,Tenable,4.8
VULN00028482,A0003167,CVE-2024-3400,Medium,2024-07-15,2026-05-31,Closed,Defender Vulnerability Management,5.5
VULN00028483,A0012736,CVE-2023-36884,Critical,2024-03-01,2026-05-31,Open,Qualys,8.9
VULN00028484,A0004037,CVE-2022-30190,High,2025-05-03,2026-05-31,In Remediation,Qualys,8.1
VULN00028485,A0005916,CVE-2024-3400,Medium,2024-05-20,2026-05-31,Closed,Tenable,4.6
VULN00028486,A0015558,CVE-2023-20198,Low,2025-12-06,2026-05-31,Closed,Tenable,2.9
VULN00028487,A0010069,CVE-2023-3519,Medium,2024-05-21,2026-05-31,Open,Tenable,6.6
VULN00028488,A0001550,CVE-2024-21410,High,2025-05-31,2026-05-31,Closed,Tenable,8.0
VULN00028489,A0019074,CVE-2021-44228,Medium,2025-01-01,2026-05-31,In Remediation,Qualys,5.9
VULN00028490,A0009038,CVE-2024-3400,High,2025-06-22,2026-05-31,Exception Approved,Tenable,7.9
VULN00028491,A0023527,CVE-2023-36884,Low,2026-04-13,2026-05-31,In Remediation,Qualys,1.5
VULN00028492,A0022639,CVE-2024-21410,Low,2025-12-21,2026-05-31,Open,Defender Vulnerability Management,2.7
VULN00028493,A0006824,CVE-2023-3519,Medium,2025-10-12,2026-05-31,In Remediation,Tenable,5.6
VULN00028494,A0001392,CVE-2023-36884,Medium,2025-02-27,2026-05-31,Open,Tenable,6.1
VULN00028495,A0002817,CVE-2023-20198,Critical,2025-10-28,2026-05-31,Closed,Tenable,10.0
VULN00028496,A0004574,CVE-2023-3519,High,2025-05-22,2026-05-31,Closed,Qualys,7.1
VULN00028497,A0019728,CVE-2023-36884,Medium,2026-02-22,2026-05-31,Open,Tenable,6.0
VULN00028498,A0010355,CVE-2023-34362,Critical,2025-12-07,2026-05-31,Closed,Defender Vulnerability Management,8.8
VULN00028499,A0012289,CVE-2021-44228,Medium,2025-12-29,2026-05-31,Exception Approved,Defender Vulnerability Management,5.8
VULN00028500,A0014365,CVE-2021-44228,High,2025-03-27,2026-05-31,Closed,Defender Vulnerability Management,6.7
VULN00028501,A0001724,CVE-2023-23397,Medium,2024-08-14,2026-05-31,Exception Approved,Tenable,5.1
VULN00028502,A0006006,CVE-2023-20198,Medium,2025-07-13,2026-05-31,In Remediation,Defender Vulnerability Management,6.0
VULN00028503,A0003822,CVE-2023-23397,Low,2026-02-28,2026-05-31,Closed,Defender Vulnerability Management,2.7
VULN00028504,A0008774,CVE-2024-3094,High,2024-05-15,2026-05-31,Closed,Qualys,8.1
VULN00028505,A0020260,CVE-2021-44228,High,2024-10-31,2026-05-31,Closed,Tenable,9.2
VULN00028506,A0002808,CVE-2023-23397,Low,2024-09-04,2026-05-31,Open,Qualys,3.2
VULN00028507,A0007387,CVE-2023-20198,Low,2024-04-28,2026-05-31,Open,Tenable,3.9
VULN00028508,A0016029,CVE-2023-36884,Medium,2025-09-10,2026-05-31,Closed,Tenable,5.7
VULN00028509,A0012737,CVE-2024-3094,High,2025-11-04,2026-05-31,Open,Tenable,7.7
VULN00028510,A0001480,CVE-2023-36884,Medium,2026-04-22,2026-05-31,Open,Qualys,4.6
VULN00028511,A0010173,CVE-2024-3094,Medium,2024-10-03,2026-05-31,Closed,Qualys,4.9
VULN00028512,A0012504,CVE-2024-21410,Critical,2024-08-02,2026-05-31,Open,Tenable,8.9
VULN00028513,A0015130,CVE-2022-30190,Critical,2024-09-30,2026-05-31,Closed,Tenable,9.2
VULN00028514,A0020120,CVE-2023-3519,High,2026-01-10,2026-05-31,Open,Tenable,7.7
VULN00028515,A0011048,CVE-2022-30190,Low,2025-07-22,2026-05-31,Open,Qualys,3.1
VULN00028516,A0022964,CVE-2023-34362,Medium,2025-07-11,2026-05-31,Closed,Tenable,6.2
VULN00028517,A0022279,CVE-2024-21410,Medium,2024-06-01,2026-05-31,Closed,Tenable,5.9
VULN00028518,A0000640,CVE-2023-23397,Medium,2024-02-24,2026-05-31,Open,Qualys,5.7
VULN00028519,A0022704,CVE-2024-3094,Low,2024-04-08,2026-05-31,Exception Approved,Tenable,3.6
VULN00028520,A0016636,CVE-2022-30190,Low,2026-01-19,2026-05-31,Open,Tenable,3.1
VULN00028521,A0018698,CVE-2022-30190,Medium,2024-06-11,2026-05-31,Closed,Qualys,4.9
VULN00028522,A0012146,CVE-2023-34362,High,2025-01-01,2026-05-31,Closed,Defender Vulnerability Management,8.6
VULN00028523,A0008623,CVE-2021-44228,Low,2026-02-04,2026-05-31,Closed,Tenable,2.2
VULN00028524,A0004277,CVE-2024-21410,Low,2025-01-31,2026-05-31,Closed,Tenable,2.2
VULN00028525,A0003345,CVE-2023-34362,Critical,2025-06-21,2026-05-31,Open,Qualys,9.6
VULN00028526,A0005927,CVE-2023-23397,Medium,2024-06-30,2026-05-31,In Remediation,Tenable,5.0
VULN00028527,A0013793,CVE-2024-21410,High,2024-06-05,2026-05-31,Closed,Defender Vulnerability Management,7.9
VULN00028528,A0006922,CVE-2023-23397,Critical,2025-02-03,2026-05-31,Closed,Tenable,10.0
VULN00028529,A0007263,CVE-2022-30190,Critical,2024-02-24,2026-05-31,Exception Approved,Defender Vulnerability Management,9.6
VULN00028530,A0012787,CVE-2024-21410,Critical,2024-03-02,2026-05-31,Open,Qualys,10.0
VULN00028531,A0000935,CVE-2024-3094,High,2025-03-28,2026-05-31,Closed,Tenable,7.3
VULN00028532,A0006271,CVE-2024-21410,High,2026-03-08,2026-05-31,Closed,Defender Vulnerability Management,8.7
VULN00028533,A0009483,CVE-2024-3400,High,2025-03-20,2026-05-31,Open,Defender Vulnerability Management,8.5
VULN00028534,A0018987,CVE-2024-3094,High,2024-05-15,2026-05-31,Closed,Tenable,9.3
VULN00028535,A0023637,CVE-2023-3519,High,2024-04-11,2026-05-31,Closed,Defender Vulnerability Management,7.9
VULN00028536,A0005095,CVE-2023-34362,Medium,2025-11-16,2026-05-31,In Remediation,Qualys,6.2
VULN00028537,A0006522,CVE-2023-23397,Medium,2025-03-02,2026-05-31,In Remediation,Qualys,6.1
VULN00028538,A0022069,CVE-2024-21410,High,2025-10-26,2026-05-31,Closed,Qualys,8.1
VULN00028539,A0023711,CVE-2023-36884,Low,2025-07-19,2026-05-31,In Remediation,Qualys,3.4
VULN00028540,A0015794,CVE-2024-21410,Medium,2026-04-09,2026-05-31,Closed,Defender Vulnerability Management,5.0
VULN00028541,A0014381,CVE-2023-23397,Medium,2024-11-20,2026-05-31,Closed,Qualys,6.2
VULN00028542,A0019176,CVE-2022-30190,Low,2026-02-13,2026-05-31,Closed,Tenable,2.8
VULN00028543,A0023550,CVE-2024-3400,Critical,2024-09-22,2026-05-31,Closed,Qualys,8.4
VULN00028544,A0002360,CVE-2024-3094,High,2024-07-20,2026-05-31,Exception Approved,Tenable,8.4
VULN00028545,A0007417,CVE-2024-21410,High,2025-12-07,2026-05-31,Closed,Tenable,7.6
VULN00028546,A0003995,CVE-2023-34362,Low,2025-08-02,2026-05-31,Open,Tenable,2.7
VULN00028547,A0004624,CVE-2023-34362,High,2024-11-01,2026-05-31,Closed,Defender Vulnerability Management,8.4
VULN00028548,A0008602,CVE-2024-3094,Low,2024-09-18,2026-05-31,In Remediation,Tenable,2.8
VULN00028549,A0004186,CVE-2023-20198,Low,2025-12-04,2026-05-31,Closed,Tenable,1.5
VULN00028550,A0016983,CVE-2024-21410,Medium,2025-10-29,2026-05-31,Closed,Qualys,5.6
VULN00028551,A0004342,CVE-2023-3519,High,2025-04-15,2026-05-31,Closed,Qualys,7.5
VULN00028552,A0008407,CVE-2021-44228,Low,2025-01-12,2026-05-31,Closed,Tenable,2.4
VULN00028553,A0016392,CVE-2024-3400,Medium,2025-03-17,2026-05-31,Open,Tenable,5.8
VULN00028554,A0018086,CVE-2024-3094,Medium,2025-05-26,2026-05-31,Closed,Tenable,5.2
VULN00028555,A0013476,CVE-2023-36884,Critical,2024-07-12,2026-05-31,Closed,Qualys,9.5
VULN00028556,A0010690,CVE-2024-21410,Medium,2025-06-18,2026-05-31,Closed,Tenable,4.3
VULN00028557,A0015004,CVE-2023-36884,High,2024-03-19,2026-05-31,Open,Defender Vulnerability Management,7.3
VULN00028558,A0000676,CVE-2023-34362,Medium,2025-03-16,2026-05-31,In Remediation,Defender Vulnerability Management,6.0
VULN00028559,A0013303,CVE-2024-21410,Medium,2024-10-25,2026-05-31,Closed,Defender Vulnerability Management,5.3
VULN00028560,A0008512,CVE-2024-21410,Critical,2024-09-06,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00028561,A0016037,CVE-2023-3519,Low,2024-09-29,2026-05-31,Open,Tenable,2.6
VULN00028562,A0007965,CVE-2022-30190,Medium,2025-10-30,2026-05-31,Closed,Tenable,5.0
VULN00028563,A0020615,CVE-2024-3094,Critical,2024-10-06,2026-05-31,In Remediation,Qualys,8.9
VULN00028564,A0008282,CVE-2023-3519,Medium,2024-02-04,2026-05-31,Closed,Qualys,4.8
VULN00028565,A0006424,CVE-2024-3400,Medium,2025-07-15,2026-05-31,Closed,Tenable,5.3
VULN00028566,A0003395,CVE-2023-23397,Medium,2024-10-08,2026-05-31,In Remediation,Qualys,6.0
VULN00028567,A0000451,CVE-2021-44228,Critical,2026-04-10,2026-05-31,Open,Qualys,9.7
VULN00028568,A0023036,CVE-2023-34362,Critical,2025-11-14,2026-05-31,In Remediation,Tenable,9.4
VULN00028569,A0009764,CVE-2024-3094,Medium,2026-02-26,2026-05-31,In Remediation,Defender Vulnerability Management,5.8
VULN00028570,A0016072,CVE-2023-3519,Critical,2025-09-07,2026-05-31,Open,Tenable,8.8
VULN00028571,A0018241,CVE-2024-3400,High,2024-02-13,2026-05-31,Open,Qualys,7.1
VULN00028572,A0008107,CVE-2023-36884,Medium,2024-10-21,2026-05-31,Open,Defender Vulnerability Management,6.3
VULN00028573,A0015354,CVE-2024-3400,Medium,2025-12-20,2026-05-31,In Remediation,Tenable,5.4
VULN00028574,A0016623,CVE-2023-36884,Medium,2024-11-16,2026-05-31,In Remediation,Tenable,6.0
VULN00028575,A0020766,CVE-2023-36884,Critical,2024-10-31,2026-05-31,In Remediation,Tenable,10.0
VULN00028576,A0021636,CVE-2024-3094,Critical,2024-10-20,2026-05-31,Open,Tenable,8.9
VULN00028577,A0013877,CVE-2023-36884,Medium,2024-05-09,2026-05-31,Open,Tenable,6.3
VULN00028578,A0000420,CVE-2022-30190,Critical,2025-11-09,2026-05-31,Exception Approved,Qualys,10.0
VULN00028579,A0021178,CVE-2022-30190,High,2024-01-06,2026-05-31,Open,Tenable,7.2
VULN00028580,A0019135,CVE-2023-23397,High,2024-01-02,2026-05-31,In Remediation,Qualys,7.3
VULN00028581,A0014784,CVE-2024-21410,High,2026-05-13,2026-05-31,Open,Qualys,7.4
VULN00028582,A0000212,CVE-2024-3400,Critical,2024-02-04,2026-05-31,In Remediation,Defender Vulnerability Management,8.9
VULN00028583,A0002598,CVE-2024-21410,Low,2024-06-12,2026-05-31,Closed,Qualys,1.9
VULN00028584,A0005416,CVE-2024-3094,Medium,2024-06-29,2026-05-31,In Remediation,Tenable,6.1
VULN00028585,A0007390,CVE-2024-3400,Medium,2025-08-08,2026-05-31,In Remediation,Qualys,5.2
VULN00028586,A0021210,CVE-2021-44228,Low,2024-07-29,2026-05-31,Closed,Tenable,3.2
VULN00028587,A0006525,CVE-2022-30190,Critical,2024-06-25,2026-05-31,Closed,Qualys,9.3
VULN00028588,A0017906,CVE-2023-36884,Medium,2025-10-01,2026-05-31,Open,Tenable,5.1
VULN00028589,A0019243,CVE-2022-30190,Low,2024-02-03,2026-05-31,Closed,Defender Vulnerability Management,1.6
VULN00028590,A0006027,CVE-2023-20198,Low,2025-01-27,2026-05-31,In Remediation,Qualys,3.7
VULN00028591,A0009861,CVE-2024-3094,Critical,2025-07-01,2026-05-31,Open,Tenable,9.3
VULN00028592,A0011558,CVE-2022-30190,Low,2024-07-16,2026-05-31,Open,Qualys,2.1
VULN00028593,A0004174,CVE-2023-3519,High,2024-05-05,2026-05-31,In Remediation,Defender Vulnerability Management,7.1
VULN00028594,A0001554,CVE-2024-3094,High,2025-05-13,2026-05-31,Open,Tenable,8.6
VULN00028595,A0003485,CVE-2023-23397,High,2024-01-24,2026-05-31,Closed,Qualys,8.2
VULN00028596,A0019883,CVE-2024-3094,Medium,2025-12-18,2026-05-31,In Remediation,Qualys,5.8
VULN00028597,A0006557,CVE-2023-34362,Medium,2024-10-04,2026-05-31,Closed,Defender Vulnerability Management,5.1
VULN00028598,A0017526,CVE-2024-3400,Medium,2025-09-27,2026-05-31,Closed,Tenable,6.1
VULN00028599,A0019662,CVE-2023-36884,Medium,2024-03-11,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00028600,A0014085,CVE-2023-23397,High,2026-03-07,2026-05-31,Closed,Tenable,8.1
VULN00028601,A0016503,CVE-2023-20198,Medium,2024-04-12,2026-05-31,In Remediation,Tenable,5.2
VULN00028602,A0004473,CVE-2023-3519,Medium,2026-01-09,2026-05-31,Open,Tenable,6.1
VULN00028603,A0019186,CVE-2023-3519,Low,2026-03-23,2026-05-31,In Remediation,Qualys,2.6
VULN00028604,A0002230,CVE-2024-3400,Medium,2025-02-12,2026-05-31,In Remediation,Qualys,5.1
VULN00028605,A0003167,CVE-2023-3519,Low,2025-05-12,2026-05-31,Closed,Tenable,2.2
VULN00028606,A0013033,CVE-2024-3400,Low,2025-01-19,2026-05-31,Closed,Qualys,2.5
VULN00028607,A0015886,CVE-2023-36884,Critical,2026-02-18,2026-05-31,Open,Tenable,10.0
VULN00028608,A0000954,CVE-2023-3519,Low,2024-07-09,2026-05-31,Closed,Tenable,2.1
VULN00028609,A0015154,CVE-2023-3519,Medium,2025-09-02,2026-05-31,Closed,Tenable,4.9
VULN00028610,A0019989,CVE-2024-3094,Medium,2025-07-26,2026-05-31,Closed,Qualys,4.7
VULN00028611,A0012523,CVE-2021-44228,Medium,2026-04-20,2026-05-31,Closed,Tenable,4.5
VULN00028612,A0009285,CVE-2023-36884,Critical,2025-04-29,2026-05-31,Open,Tenable,9.9
VULN00028613,A0021412,CVE-2023-20198,High,2024-11-18,2026-05-31,In Remediation,Tenable,7.8
VULN00028614,A0005270,CVE-2023-34362,Medium,2024-10-29,2026-05-31,Exception Approved,Qualys,5.2
VULN00028615,A0022038,CVE-2023-20198,Low,2026-01-16,2026-05-31,Closed,Qualys,1.5
VULN00028616,A0023366,CVE-2023-23397,Medium,2024-02-09,2026-05-31,Closed,Defender Vulnerability Management,5.9
VULN00028617,A0017857,CVE-2021-44228,Critical,2025-04-13,2026-05-31,In Remediation,Defender Vulnerability Management,9.7
VULN00028618,A0022625,CVE-2023-3519,Medium,2025-12-26,2026-05-31,In Remediation,Defender Vulnerability Management,4.7
VULN00028619,A0013305,CVE-2023-20198,Medium,2026-02-24,2026-05-31,Closed,Tenable,5.8
VULN00028620,A0002174,CVE-2023-20198,High,2024-03-15,2026-05-31,In Remediation,Tenable,7.9
VULN00028621,A0020504,CVE-2024-21410,Critical,2024-06-24,2026-05-31,In Remediation,Tenable,9.1
VULN00028622,A0016118,CVE-2024-3094,Medium,2025-04-17,2026-05-31,Open,Qualys,5.5
VULN00028623,A0018054,CVE-2022-30190,Low,2024-05-16,2026-05-31,Exception Approved,Qualys,1.8
VULN00028624,A0014902,CVE-2024-21410,High,2024-10-28,2026-05-31,In Remediation,Tenable,7.6
VULN00028625,A0005634,CVE-2024-3400,Medium,2026-02-16,2026-05-31,Closed,Tenable,6.1
VULN00028626,A0005528,CVE-2023-20198,Medium,2025-09-26,2026-05-31,Open,Tenable,5.7
VULN00028627,A0017154,CVE-2022-30190,Medium,2026-01-27,2026-05-31,Exception Approved,Qualys,6.3
VULN00028628,A0005742,CVE-2021-44228,Critical,2024-09-13,2026-05-31,Open,Tenable,9.3
VULN00028629,A0011646,CVE-2024-3094,Critical,2024-02-06,2026-05-31,In Remediation,Tenable,9.7
VULN00028630,A0003193,CVE-2023-34362,Low,2025-08-01,2026-05-31,Open,Defender Vulnerability Management,2.4
VULN00028631,A0001385,CVE-2023-3519,High,2026-02-27,2026-05-31,Exception Approved,Tenable,8.0
VULN00028632,A0002477,CVE-2023-3519,High,2024-06-14,2026-05-31,Open,Tenable,7.9
VULN00028633,A0023693,CVE-2023-34362,High,2024-04-05,2026-05-31,Closed,Tenable,8.7
VULN00028634,A0018398,CVE-2023-23397,Critical,2024-06-05,2026-05-31,Closed,Defender Vulnerability Management,9.2
VULN00028635,A0004053,CVE-2024-3400,Low,2026-01-28,2026-05-31,Closed,Qualys,2.1
VULN00028636,A0006811,CVE-2023-20198,High,2025-04-25,2026-05-31,Closed,Qualys,7.8
VULN00028637,A0002962,CVE-2022-30190,Critical,2024-04-06,2026-05-31,Closed,Defender Vulnerability Management,9.0
VULN00028638,A0003657,CVE-2024-3400,High,2025-05-12,2026-05-31,In Remediation,Tenable,7.8
VULN00028639,A0001193,CVE-2024-21410,High,2026-02-11,2026-05-31,In Remediation,Defender Vulnerability Management,8.2
VULN00028640,A0009799,CVE-2024-3094,Critical,2025-01-10,2026-05-31,Closed,Tenable,10.0
VULN00028641,A0020578,CVE-2024-3094,Critical,2024-12-24,2026-05-31,Closed,Defender Vulnerability Management,9.8
VULN00028642,A0010043,CVE-2024-21410,Critical,2024-05-09,2026-05-31,Closed,Qualys,9.3
VULN00028643,A0003850,CVE-2023-3519,High,2025-11-10,2026-05-31,Open,Tenable,8.7
VULN00028644,A0007283,CVE-2023-3519,High,2024-10-28,2026-05-31,Exception Approved,Qualys,7.6
VULN00028645,A0017304,CVE-2024-21410,Medium,2025-10-21,2026-05-31,In Remediation,Qualys,5.5
VULN00028646,A0014759,CVE-2021-44228,High,2026-04-01,2026-05-31,Closed,Defender Vulnerability Management,7.7
VULN00028647,A0003444,CVE-2023-36884,Medium,2024-08-13,2026-05-31,Closed,Qualys,5.7
VULN00028648,A0009680,CVE-2024-3400,Critical,2026-05-13,2026-05-31,Open,Defender Vulnerability Management,9.2
VULN00028649,A0017230,CVE-2023-3519,Critical,2024-02-11,2026-05-31,In Remediation,Qualys,9.5
VULN00028650,A0015977,CVE-2021-44228,Medium,2024-04-07,2026-05-31,Closed,Qualys,6.1
VULN00028651,A0002941,CVE-2023-23397,Medium,2024-11-10,2026-05-31,Open,Tenable,4.8
VULN00028652,A0012465,CVE-2024-21410,Medium,2026-03-09,2026-05-31,Open,Qualys,6.1
VULN00028653,A0017664,CVE-2024-21410,Medium,2026-01-14,2026-05-31,In Remediation,Qualys,6.0
VULN00028654,A0023239,CVE-2024-3400,High,2024-10-11,2026-05-31,Closed,Tenable,7.6
VULN00028655,A0007878,CVE-2023-36884,Medium,2024-12-10,2026-05-31,In Remediation,Qualys,4.8
VULN00028656,A0021277,CVE-2024-21410,Medium,2025-10-05,2026-05-31,In Remediation,Defender Vulnerability Management,4.7
VULN00028657,A0004267,CVE-2024-3400,High,2026-01-31,2026-05-31,In Remediation,Tenable,7.8
VULN00028658,A0015462,CVE-2024-3400,Medium,2024-05-19,2026-05-31,Closed,Defender Vulnerability Management,5.3
VULN00028659,A0010971,CVE-2023-20198,Medium,2024-12-15,2026-05-31,Open,Defender Vulnerability Management,5.4
VULN00028660,A0009651,CVE-2024-21410,High,2024-05-08,2026-05-31,Open,Qualys,7.0
VULN00028661,A0018863,CVE-2024-3094,High,2025-06-07,2026-05-31,Open,Qualys,7.6
VULN00028662,A0003605,CVE-2024-3094,Medium,2025-11-12,2026-05-31,Closed,Tenable,5.4
VULN00028663,A0010809,CVE-2024-21410,Critical,2024-12-30,2026-05-31,Exception Approved,Tenable,9.5
VULN00028664,A0007749,CVE-2022-30190,Low,2024-05-14,2026-05-31,Closed,Tenable,2.0
VULN00028665,A0015900,CVE-2023-23397,Low,2025-12-10,2026-05-31,Closed,Tenable,1.4
VULN00028666,A0015172,CVE-2024-3094,Low,2024-06-10,2026-05-31,In Remediation,Tenable,2.3
VULN00028667,A0020046,CVE-2023-36884,Critical,2024-10-21,2026-05-31,Closed,Tenable,9.2
VULN00028668,A0004344,CVE-2023-36884,High,2025-01-29,2026-05-31,In Remediation,Qualys,8.6
VULN00028669,A0012151,CVE-2023-20198,High,2024-01-25,2026-05-31,Exception Approved,Tenable,8.2
VULN00028670,A0013990,CVE-2023-23397,Medium,2026-03-06,2026-05-31,Closed,Qualys,5.4
VULN00028671,A0014879,CVE-2021-44228,High,2024-10-25,2026-05-31,Open,Tenable,7.5
VULN00028672,A0010787,CVE-2024-3094,Medium,2024-04-24,2026-05-31,Open,Defender Vulnerability Management,5.3
