Remediation_ID,Asset_ID,Business_Unit_ID,Remediation_Type,Priority,Assigned_Team,Target_Completion_Date,Actual_Completion_Date,Remediation_Status,Remediation_Cost,Risk_Reduction_Category
REM-011394,A0011394,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-08,2026-12-16,Completed,1713.31,Lifecycle
REM-011395,A0011395,BU008,Endpoint Refresh,P2 - High,End User Computing,2026-11-23,,In Progress,1472.32,Lifecycle
REM-011396,A0011396,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-07,2027-02-27,Completed,1237.88,Lifecycle + Cyber
REM-011397,A0011397,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-06,,Not Started,1421.65,Lifecycle
REM-011398,A0011398,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-16,2027-04-27,Completed,1756.2,Lifecycle + Cyber
REM-011399,A0011399,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-09,2027-05-11,Completed,2574.11,Lifecycle
REM-011400,A0011400,BU001,Endpoint Refresh,P1 - Critical,End User Computing,2026-06-16,,In Progress,1266.69,Lifecycle + Cyber
REM-011401,A0011401,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-01,2027-02-26,Completed,2259.45,Lifecycle
REM-011402,A0011402,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-11,2027-03-25,Completed,2701.25,Lifecycle + Cyber
REM-011403,A0011403,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-11,,In Progress,2313.03,Lifecycle
REM-011404,A0011404,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-20,,In Progress,1491.66,Lifecycle
REM-011405,A0011405,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-23,,Deferred,1502.34,Lifecycle + Cyber
REM-011406,A0011406,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-03,,In Progress,1677.22,Lifecycle
REM-011407,A0011407,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-25,,In Progress,1302.26,Lifecycle
REM-011408,A0011408,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-21,,In Progress,1367.9,Lifecycle
REM-011409,A0011409,BU009,Endpoint Refresh,P2 - High,End User Computing,2026-08-23,2026-09-13,Completed,1194.8,Lifecycle
REM-011410,A0011410,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-09-10,2026-08-13,Completed,1437.65,Lifecycle
REM-011411,A0011411,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-14,,In Progress,1523.49,Lifecycle
REM-011412,A0011412,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-01,,In Progress,1549.18,Lifecycle
REM-011413,A0011413,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-04,,In Progress,1463.7,Lifecycle + Cyber
REM-011414,A0011414,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-05,,Not Started,1396.31,Lifecycle
REM-011415,A0011415,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-24,,In Progress,1178.16,Lifecycle
REM-011416,A0011416,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-10-17,,Not Started,1702.51,Lifecycle + Cyber
REM-011417,A0011417,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-07,2027-03-20,Completed,1598.95,Lifecycle
REM-011418,A0011418,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-09-29,,Not Started,1480.64,Lifecycle
REM-011419,A0011419,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-13,2027-09-11,Completed,2701.98,Lifecycle
REM-011420,A0011420,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-10,,Deferred,1642.77,Lifecycle
REM-011421,A0011421,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-25,2027-01-12,Completed,1527.5,Lifecycle + Cyber
REM-011422,A0011422,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-26,,In Progress,2691.29,Lifecycle
REM-011423,A0011423,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-19,,In Progress,1514.69,Lifecycle
REM-011424,A0011424,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-12,,In Progress,2364.73,Lifecycle
REM-011425,A0011425,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-05,,In Progress,1457.5,Lifecycle + Cyber
REM-011426,A0011426,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-31,,Not Started,1286.85,Lifecycle
REM-011427,A0011427,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-17,,In Progress,1557.0,Lifecycle + Cyber
REM-011428,A0011428,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-12,,In Progress,1421.71,Lifecycle
REM-011429,A0011429,BU007,Endpoint Refresh,P2 - High,End User Computing,2026-08-20,,In Progress,1343.34,Lifecycle
REM-011430,A0011430,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-01,2026-10-26,Completed,1207.05,Lifecycle + Cyber
REM-011431,A0011431,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-20,,In Progress,1452.15,Lifecycle
REM-011432,A0011432,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-22,,In Progress,1513.45,Lifecycle
REM-011433,A0011433,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-27,,Not Started,1683.58,Lifecycle
REM-011434,A0011434,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-26,,Not Started,1676.03,Lifecycle
REM-011435,A0011435,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-07,,Not Started,1542.3,Lifecycle + Cyber
REM-011436,A0011436,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-31,,In Progress,1380.52,Lifecycle
REM-011437,A0011437,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-17,,In Progress,1267.15,Lifecycle + Cyber
REM-011438,A0011438,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-06,2027-09-17,Completed,1412.41,Lifecycle
REM-011439,A0011439,BU001,Endpoint Refresh,P1 - Critical,End User Computing,2026-08-06,,In Progress,1395.67,Lifecycle + Cyber
REM-011440,A0011440,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-28,,Deferred,2183.77,Lifecycle
REM-011441,A0011441,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-31,,In Progress,1297.56,Lifecycle
REM-011442,A0011442,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-29,,Not Started,1577.04,Lifecycle + Cyber
REM-011443,A0011443,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-02,,In Progress,1203.4,Lifecycle + Cyber
REM-011444,A0011444,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-01,,In Progress,1497.26,Lifecycle
REM-011445,A0011445,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-19,,In Progress,1632.37,Lifecycle + Cyber
REM-011446,A0011446,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-17,,Not Started,1202.32,Lifecycle
REM-011447,A0011447,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-02,,Not Started,1424.01,Lifecycle
REM-011448,A0011448,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-20,,Not Started,1342.32,Lifecycle
REM-011449,A0011449,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-07,,In Progress,1471.01,Lifecycle
REM-011450,A0011450,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-12,2027-03-15,Completed,1385.17,Lifecycle
REM-011451,A0011451,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-14,,Not Started,2346.99,Lifecycle + Cyber
REM-011452,A0011452,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-10-04,2026-08-16,Completed,1510.52,Lifecycle + Cyber
REM-011453,A0011453,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-06,2026-12-28,Completed,1284.46,Lifecycle + Cyber
REM-011454,A0011454,BU007,Endpoint Refresh,P2 - High,End User Computing,2026-11-03,2026-09-24,Completed,1349.38,Lifecycle
REM-011455,A0011455,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-05,,In Progress,1578.94,Lifecycle
REM-011456,A0011456,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-19,2027-10-22,Completed,1362.02,Lifecycle
REM-011457,A0011457,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-28,,In Progress,1680.19,Lifecycle
REM-011458,A0011458,BU002,Endpoint Refresh,P1 - Critical,End User Computing,2026-08-17,,Exception Approved,1303.5,Lifecycle + Cyber
REM-011459,A0011459,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-16,,In Progress,1468.46,Lifecycle
REM-011460,A0011460,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-22,,In Progress,1599.27,Lifecycle
REM-011461,A0011461,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-08-02,,Exception Approved,1449.81,Lifecycle + Cyber
REM-011462,A0011462,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-27,2027-01-25,Completed,1626.53,Lifecycle
REM-011463,A0011463,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-17,2027-09-09,Completed,2688.48,Lifecycle
REM-011464,A0011464,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-10,,In Progress,1291.04,Lifecycle + Cyber
REM-011465,A0011465,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-09,,In Progress,1602.01,Lifecycle
REM-011466,A0011466,BU005,Endpoint Refresh,P2 - High,End User Computing,2026-09-18,,In Progress,1406.31,Lifecycle
REM-011467,A0011467,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-16,,Not Started,1474.31,Lifecycle
REM-011468,A0011468,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-12,2027-01-23,Completed,1184.1,Lifecycle
REM-011469,A0011469,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-15,,In Progress,1450.62,Lifecycle
REM-011470,A0011470,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-26,,In Progress,1467.65,Lifecycle
REM-011471,A0011471,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-30,,In Progress,1157.0,Lifecycle
REM-011472,A0011472,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-18,2026-11-02,Completed,1723.32,Lifecycle
REM-011473,A0011473,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-24,2027-05-15,Completed,1502.38,Lifecycle
REM-011474,A0011474,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-02,,In Progress,1624.56,Lifecycle
REM-011475,A0011475,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-10,,Not Started,1777.25,Lifecycle
REM-011476,A0011476,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-01,,In Progress,1513.01,Lifecycle
REM-011477,A0011477,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-15,2027-07-09,Completed,1754.3,Lifecycle
REM-011478,A0011478,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-30,2027-06-22,Completed,1211.37,Lifecycle
REM-011479,A0011479,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-18,,In Progress,1743.35,Lifecycle + Cyber
REM-011480,A0011480,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-09-17,,In Progress,1467.89,Lifecycle
REM-011481,A0011481,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-30,2027-03-14,Completed,1611.22,Lifecycle + Cyber
REM-011482,A0011482,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-11-21,2026-12-19,Completed,1407.85,Lifecycle + Cyber
REM-011483,A0011483,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-29,,In Progress,1364.1,Lifecycle + Cyber
REM-011484,A0011484,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-02,,In Progress,1393.52,Lifecycle + Cyber
REM-011485,A0011485,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-15,,In Progress,1736.01,Lifecycle
REM-011486,A0011486,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-19,,In Progress,1600.17,Lifecycle
REM-011487,A0011487,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-08,,Not Started,1340.67,Lifecycle
REM-011488,A0011488,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-05,,In Progress,1359.85,Lifecycle + Cyber
REM-011489,A0011489,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-16,,In Progress,1241.53,Lifecycle
REM-011490,A0011490,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-16,,In Progress,1493.41,Lifecycle + Cyber
REM-011491,A0011491,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-08,2027-01-20,Completed,1345.62,Lifecycle
REM-011492,A0011492,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-13,2026-12-14,Completed,2540.43,Lifecycle + Cyber
REM-011493,A0011493,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-21,,In Progress,2250.1,Lifecycle
REM-011494,A0011494,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-24,,In Progress,2315.76,Lifecycle + Cyber
REM-011495,A0011495,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-24,,In Progress,1387.1,Lifecycle + Cyber
REM-011496,A0011496,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-22,2027-03-26,Completed,1217.0,Lifecycle
REM-011497,A0011497,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-08,,In Progress,1323.9,Lifecycle + Cyber
REM-011498,A0011498,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-12,,In Progress,1445.03,Lifecycle
REM-011499,A0011499,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-19,2026-09-06,Completed,1619.02,Lifecycle
REM-011500,A0011500,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-30,2027-01-03,Completed,1303.51,Lifecycle
REM-011501,A0011501,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-28,2027-02-12,Completed,2706.69,Lifecycle
REM-011502,A0011502,BU010,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-24,,In Progress,2199.53,Lifecycle
REM-011503,A0011503,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-05,,In Progress,1339.64,Lifecycle
REM-011504,A0011504,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-27,2027-02-26,Completed,1362.25,Lifecycle + Cyber
REM-011505,A0011505,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-29,,In Progress,1328.28,Lifecycle
REM-011506,A0011506,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-13,,Not Started,1450.72,Lifecycle
REM-011507,A0011507,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-26,2026-07-30,Completed,1352.45,Lifecycle + Cyber
REM-011508,A0011508,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-08,2026-11-16,Completed,1916.24,Lifecycle
REM-011509,A0011509,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-12,2027-03-18,Completed,1198.64,Lifecycle
REM-011510,A0011510,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-14,,Not Started,1152.31,Lifecycle
REM-011511,A0011511,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-19,,Not Started,1382.01,Lifecycle
REM-011512,A0011512,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-07,2026-12-28,Completed,1794.9,Lifecycle + Cyber
REM-011513,A0011513,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-13,2027-08-20,Completed,1391.28,Lifecycle
REM-011514,A0011514,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-25,,In Progress,1414.55,Lifecycle
REM-011515,A0011515,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-19,,In Progress,1574.58,Lifecycle
REM-011516,A0011516,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-26,,Not Started,1902.79,Lifecycle
REM-011517,A0011517,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-23,,In Progress,2334.42,Lifecycle
REM-011518,A0011518,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-24,,In Progress,1354.24,Lifecycle
REM-011519,A0011519,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-19,2027-07-10,Completed,1488.84,Lifecycle
REM-011520,A0011520,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-24,,Deferred,1880.41,Lifecycle
REM-011521,A0011521,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-08,,Not Started,1451.62,Lifecycle + Cyber
REM-011522,A0011522,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-29,2027-04-12,Completed,1398.81,Lifecycle
REM-011523,A0011523,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-19,,Not Started,1468.43,Lifecycle
REM-011524,A0011524,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-08,,Exception Approved,1371.9,Lifecycle
REM-011525,A0011525,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-29,,Not Started,1344.0,Lifecycle
REM-011526,A0011526,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-16,,In Progress,1519.29,Lifecycle
REM-011527,A0011527,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-12,,Not Started,1488.42,Lifecycle + Cyber
REM-011528,A0011528,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-31,,In Progress,1427.02,Lifecycle + Cyber
REM-011529,A0011529,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-07,,Not Started,2542.97,Lifecycle
REM-011530,A0011530,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-21,,Not Started,2130.46,Lifecycle
REM-011531,A0011531,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-26,,Not Started,1484.72,Lifecycle
REM-011532,A0011532,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-31,2027-04-17,Completed,2381.62,Lifecycle
REM-011533,A0011533,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-15,2027-05-12,Completed,1640.66,Lifecycle
REM-011534,A0011534,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-01,,Not Started,1809.25,Lifecycle
REM-011535,A0011535,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-09,,In Progress,1541.18,Lifecycle
REM-011536,A0011536,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-26,,Deferred,1453.19,Lifecycle
REM-011537,A0011537,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-10-11,2026-10-19,Completed,1268.15,Lifecycle
REM-011538,A0011538,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-09-05,,Exception Approved,1342.46,Lifecycle + Cyber
REM-011539,A0011539,BU010,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-19,2026-11-11,Completed,1785.95,Lifecycle + Cyber
REM-011540,A0011540,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-01,,In Progress,1298.81,Lifecycle + Cyber
REM-011541,A0011541,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-18,,Not Started,1546.96,Lifecycle
REM-011542,A0011542,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-15,,Not Started,1519.99,Lifecycle
REM-011543,A0011543,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-10-17,,In Progress,1428.7,Lifecycle
REM-011544,A0011544,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-31,2026-12-08,Completed,1682.35,Lifecycle + Cyber
REM-011545,A0011545,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-22,,Not Started,1607.83,Lifecycle
REM-011546,A0011546,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-03,2026-12-03,Completed,1344.92,Lifecycle + Cyber
REM-011547,A0011547,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-26,2027-10-28,Completed,1638.2,Lifecycle
REM-011548,A0011548,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-11,,In Progress,2312.71,Lifecycle
REM-011549,A0011549,BU009,Endpoint Refresh,P1 - Critical,End User Computing,2026-07-27,,In Progress,1408.86,Lifecycle + Cyber
REM-011550,A0011550,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-19,,Not Started,1303.74,Lifecycle
REM-011551,A0011551,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-03,2027-05-23,Completed,1545.0,Lifecycle
REM-011552,A0011552,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-13,2027-01-24,Completed,1575.09,Lifecycle
REM-011553,A0011553,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-25,,In Progress,1503.49,Lifecycle
REM-011554,A0011554,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-08-08,2026-08-27,Completed,1434.08,Lifecycle
REM-011555,A0011555,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-31,,Not Started,1232.56,Lifecycle
REM-011556,A0011556,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-30,2026-11-13,Completed,1370.59,Lifecycle
REM-011557,A0011557,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-06,2027-07-18,Completed,1886.79,Lifecycle
REM-011558,A0011558,BU008,Endpoint Refresh,P2 - High,End User Computing,2026-09-01,2026-09-16,Completed,1442.03,Lifecycle
REM-011559,A0011559,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-10,,Not Started,1457.99,Lifecycle
REM-011560,A0011560,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-09,,In Progress,1180.24,Lifecycle
REM-011561,A0011561,BU008,Endpoint Refresh,P3 - Medium,End User Computing,2026-09-28,2026-09-24,Completed,1251.77,Lifecycle
REM-011562,A0011562,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-07,,In Progress,1523.05,Lifecycle + Cyber
REM-011563,A0011563,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-07,,In Progress,1532.08,Lifecycle
REM-011564,A0011564,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-15,,Not Started,1639.75,Lifecycle + Cyber
REM-011565,A0011565,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-04,,In Progress,2672.66,Lifecycle
REM-011566,A0011566,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-23,,In Progress,1191.7,Lifecycle
REM-011567,A0011567,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-03,,Deferred,1367.55,Lifecycle
REM-011568,A0011568,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-20,2027-07-18,Completed,1372.92,Lifecycle
REM-011569,A0011569,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-17,,In Progress,1827.44,Lifecycle + Cyber
REM-011570,A0011570,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-09-27,,In Progress,1407.45,Lifecycle
REM-011571,A0011571,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-30,,In Progress,2695.44,Lifecycle
REM-011572,A0011572,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-10,,In Progress,1421.7,Lifecycle
REM-011573,A0011573,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-22,,In Progress,1540.24,Lifecycle
REM-011574,A0011574,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-28,,In Progress,1647.62,Lifecycle
REM-011575,A0011575,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-02,2027-01-02,Completed,1138.17,Lifecycle
REM-011576,A0011576,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-09-27,,In Progress,1273.94,Lifecycle
REM-011577,A0011577,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-30,,Not Started,1510.06,Lifecycle + Cyber
REM-011578,A0011578,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-04,,Not Started,1719.17,Lifecycle
REM-011579,A0011579,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-05,,Not Started,1231.16,Lifecycle
REM-011580,A0011580,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-08-26,,In Progress,1365.69,Lifecycle
REM-011581,A0011581,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-26,,In Progress,2143.58,Lifecycle
REM-011582,A0011582,BU002,Endpoint Refresh,P2 - High,End User Computing,2026-10-20,2026-11-01,Completed,1397.64,Lifecycle
REM-011583,A0011583,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-14,,Not Started,1477.25,Lifecycle
REM-011584,A0011584,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-21,2027-01-26,Completed,1665.65,Lifecycle + Cyber
REM-011585,A0011585,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-30,2027-05-09,Completed,1795.23,Lifecycle
REM-011586,A0011586,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-01,,Not Started,1471.25,Lifecycle
REM-011587,A0011587,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-09-29,,In Progress,1248.44,Lifecycle + Cyber
REM-011588,A0011588,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-30,2026-12-15,Completed,1472.92,Lifecycle
REM-011589,A0011589,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-27,2027-06-01,Completed,1350.52,Lifecycle
REM-011590,A0011590,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-23,2027-03-27,Completed,1338.63,Lifecycle
REM-011591,A0011591,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-30,,In Progress,1351.63,Lifecycle
REM-011592,A0011592,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-09,,Not Started,1663.13,Lifecycle
REM-011593,A0011593,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-09-09,2026-08-24,Completed,1294.57,Lifecycle
REM-011594,A0011594,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-29,2026-09-11,Completed,1243.32,Lifecycle
REM-011595,A0011595,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-08,,In Progress,1622.57,Lifecycle + Cyber
REM-011596,A0011596,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-28,,Not Started,1413.21,Lifecycle
REM-011597,A0011597,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-16,,Not Started,1483.54,Lifecycle
REM-011598,A0011598,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-12,,Not Started,1413.7,Lifecycle
REM-011599,A0011599,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-15,,In Progress,1548.6,Lifecycle
REM-011600,A0011600,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-07,,Deferred,2327.78,Lifecycle + Cyber
REM-011601,A0011601,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-20,2027-08-07,Completed,1373.21,Lifecycle
