Incident_ID,Asset_ID,Incident_Date,Incident_Type,Severity,Downtime_Hours,Root_Cause,Status
INC-00045082,AST-0016495,2024-10-09,Application Error,High,7.25,Unknown,Problem Created
INC-00045083,AST-0008709,2024-08-08,Patch Failure,High,6.34,Unsupported Software,Resolved
INC-00045084,AST-0022272,2024-04-19,Patch Failure,Low,1.46,Configuration Drift,Resolved
INC-00045085,AST-0002544,2026-05-23,OS Issue,High,3.31,Unknown,Open
INC-00045086,AST-0006822,2023-06-19,OS Issue,Low,0,Configuration Drift,Open
INC-00045087,AST-0013525,2025-05-30,Storage Alert,Low,1.31,Vendor Bug,Resolved
INC-00045088,AST-0004826,2025-12-12,Storage Alert,Medium,2.42,Capacity Issue,Resolved
INC-00045089,AST-0011321,2025-08-04,Security Alert,High,4.4,Unsupported Software,Problem Created
INC-00045090,AST-0008182,2024-12-27,Application Error,Medium,1.34,Configuration Drift,Closed
INC-00045091,AST-0001457,2024-05-10,Storage Alert,Low,0,Capacity Issue,Closed
INC-00045092,AST-0017926,2025-02-17,Performance Degradation,High,5.64,User Error,Closed
INC-00045093,AST-0022602,2024-10-22,Patch Failure,Medium,3.61,Configuration Drift,Resolved
INC-00045094,AST-0001044,2024-12-31,Network Outage,Medium,3.39,User Error,Resolved
INC-00045095,AST-0012536,2025-06-05,Application Error,Low,0,Security Vulnerability,Problem Created
INC-00045096,AST-0008636,2025-03-05,Application Error,Low,2.76,Vendor Bug,Closed
INC-00045097,AST-0014175,2024-02-26,OS Issue,Low,0,Security Vulnerability,Problem Created
INC-00045098,AST-0021474,2025-08-21,Network Outage,Critical,11.81,Capacity Issue,Closed
INC-00045099,AST-0012606,2024-03-06,Network Outage,Low,0.58,Hardware Aging,Open
INC-00045100,AST-0014093,2025-08-01,Security Alert,Low,0,Capacity Issue,Closed
INC-00045101,AST-0010777,2024-01-13,Security Alert,Low,1.07,Security Vulnerability,Closed
INC-00045102,AST-0011519,2024-02-22,Patch Failure,Medium,0.41,Capacity Issue,Resolved
INC-00045103,AST-0017284,2023-06-09,Performance Degradation,Low,0,Capacity Issue,Closed
INC-00045104,AST-0005512,2023-08-29,Storage Alert,Low,0,Capacity Issue,Resolved
INC-00045105,AST-0010108,2024-01-11,Application Error,Medium,0,Unsupported Software,Problem Created
INC-00045106,AST-0005207,2024-05-18,Performance Degradation,Critical,8.7,Unknown,Problem Created
INC-00045107,AST-0010535,2025-09-25,Network Outage,Medium,1.93,Capacity Issue,Resolved
INC-00045108,AST-0001522,2025-03-20,Hardware Failure,Low,0.11,Hardware Aging,Closed
INC-00045109,AST-0020179,2023-06-10,Hardware Failure,Low,1.38,User Error,Open
INC-00045110,AST-0004403,2024-02-13,Network Outage,Medium,4.53,User Error,Problem Created
INC-00045111,AST-0014610,2024-02-06,Storage Alert,High,5.78,Configuration Drift,Resolved
INC-00045112,AST-0013200,2023-11-26,Patch Failure,Medium,0.0,Capacity Issue,Closed
INC-00045113,AST-0015892,2024-07-05,Performance Degradation,Low,2.39,Security Vulnerability,Resolved
INC-00045114,AST-0012179,2023-08-30,Application Error,Critical,13.46,Unsupported Software,Problem Created
INC-00045115,AST-0002490,2024-11-19,Performance Degradation,Critical,12.31,Security Vulnerability,Open
INC-00045116,AST-0016020,2023-07-18,Application Error,Medium,2.92,Vendor Bug,Closed
INC-00045117,AST-0022344,2025-03-20,Patch Failure,Critical,9.35,Vendor Bug,Closed
INC-00045118,AST-0009772,2025-01-21,Security Alert,Low,0,Capacity Issue,Problem Created
INC-00045119,AST-0018771,2024-08-16,Storage Alert,High,2.77,Hardware Aging,Resolved
INC-00045120,AST-0012678,2023-11-03,Patch Failure,Low,0,Configuration Drift,Problem Created
INC-00045121,AST-0013104,2024-09-22,Network Outage,Low,0,Unknown,Resolved
INC-00045122,AST-0003013,2025-02-22,Patch Failure,Low,0,Vendor Bug,Open
INC-00045123,AST-0010965,2025-01-26,Application Error,High,0,Configuration Drift,Closed
INC-00045124,AST-0019076,2026-03-15,Security Alert,High,0.19,Hardware Aging,Resolved
INC-00045125,AST-0020818,2023-09-10,Application Error,Medium,4.24,Unknown,Resolved
INC-00045126,AST-0003350,2023-08-31,Performance Degradation,Medium,2.81,Hardware Aging,Problem Created
INC-00045127,AST-0000208,2024-12-18,Application Error,Medium,0.3,Unsupported Software,Closed
INC-00045128,AST-0022726,2023-11-04,Performance Degradation,Low,0,User Error,Resolved
INC-00045129,AST-0004310,2025-02-02,Network Outage,Medium,0,Capacity Issue,Resolved
INC-00045130,AST-0007557,2024-05-20,Storage Alert,Low,0.75,Vendor Bug,Resolved
INC-00045131,AST-0014056,2025-04-15,Network Outage,Medium,0.01,Vendor Bug,Closed
INC-00045132,AST-0015208,2025-01-01,Security Alert,High,8.42,Capacity Issue,Closed
INC-00045133,AST-0022528,2025-12-31,OS Issue,Medium,0.84,Capacity Issue,Resolved
INC-00045134,AST-0008926,2026-03-08,Application Error,Medium,1.36,Unsupported Software,Closed
INC-00045135,AST-0019787,2025-06-29,Storage Alert,Medium,1.57,Unsupported Software,Closed
INC-00045136,AST-0013397,2024-05-05,Network Outage,Medium,1.51,Unknown,Problem Created
INC-00045137,AST-0022009,2026-02-18,OS Issue,Low,0.01,Capacity Issue,Closed
INC-00045138,AST-0022585,2026-01-31,Performance Degradation,High,3.08,Unknown,Closed
INC-00045139,AST-0010774,2024-03-22,OS Issue,Critical,10.29,Unsupported Software,Closed
INC-00045140,AST-0001557,2023-12-18,Patch Failure,Low,2.21,Vendor Bug,Resolved
INC-00045141,AST-0014476,2024-05-05,Application Error,High,4.53,User Error,Closed
INC-00045142,AST-0001148,2024-09-19,Hardware Failure,Low,1.61,User Error,Problem Created
INC-00045143,AST-0019632,2024-07-01,Network Outage,Low,0.35,Security Vulnerability,Open
INC-00045144,AST-0006865,2023-07-01,Hardware Failure,Medium,0.67,Unsupported Software,Problem Created
INC-00045145,AST-0012260,2023-07-13,Performance Degradation,Medium,0.98,Unknown,Open
INC-00045146,AST-0018690,2023-10-09,Application Error,Low,1.61,Hardware Aging,Open
INC-00045147,AST-0008864,2026-02-14,Hardware Failure,Medium,0.61,Security Vulnerability,Closed
INC-00045148,AST-0009552,2024-02-25,Application Error,Medium,1.03,Security Vulnerability,Resolved
INC-00045149,AST-0006646,2024-05-14,Hardware Failure,High,3.93,Unknown,Closed
INC-00045150,AST-0017315,2023-12-07,OS Issue,Critical,10.15,Capacity Issue,Resolved
INC-00045151,AST-0023570,2025-07-22,Network Outage,Low,0,Hardware Aging,Closed
INC-00045152,AST-0008105,2023-10-06,Performance Degradation,Medium,2.29,Hardware Aging,Resolved
INC-00045153,AST-0005664,2023-10-22,Security Alert,High,2.32,Unsupported Software,Closed
INC-00045154,AST-0011827,2023-11-25,Application Error,High,3.99,Unsupported Software,Open
INC-00045155,AST-0016914,2024-11-26,Hardware Failure,Low,0,Security Vulnerability,Resolved
INC-00045156,AST-0001827,2025-01-22,Performance Degradation,High,1.69,Unsupported Software,Resolved
INC-00045157,AST-0011829,2026-04-26,Performance Degradation,Medium,0.82,Capacity Issue,Resolved
INC-00045158,AST-0016983,2023-08-10,Network Outage,Low,0.32,User Error,Open
INC-00045159,AST-0019870,2023-12-05,OS Issue,Medium,0,User Error,Resolved
INC-00045160,AST-0022118,2025-02-23,Storage Alert,Low,0.41,Vendor Bug,Resolved
INC-00045161,AST-0013342,2026-02-12,Hardware Failure,Medium,0,Vendor Bug,Closed
INC-00045162,AST-0013662,2025-12-14,Security Alert,Medium,0.86,Unknown,Resolved
INC-00045163,AST-0018523,2023-08-18,Patch Failure,Low,0,Unknown,Resolved
INC-00045164,AST-0022472,2026-03-30,Performance Degradation,High,0.85,Unsupported Software,Resolved
INC-00045165,AST-0010193,2023-10-01,Network Outage,Low,0.99,Vendor Bug,Resolved
INC-00045166,AST-0015646,2025-05-28,Application Error,Medium,1.42,Unsupported Software,Problem Created
INC-00045167,AST-0011904,2025-10-09,Network Outage,Medium,1.59,Unknown,Open
INC-00045168,AST-0019338,2023-11-06,Application Error,Low,0,Configuration Drift,Resolved
INC-00045169,AST-0003171,2023-07-04,Hardware Failure,High,4.65,Vendor Bug,Closed
INC-00045170,AST-0016333,2024-11-16,Network Outage,Medium,0.13,Unsupported Software,Resolved
INC-00045171,AST-0007139,2024-03-14,Application Error,Medium,1.04,Capacity Issue,Closed
INC-00045172,AST-0009684,2024-01-02,Performance Degradation,Low,0,User Error,Resolved
INC-00045173,AST-0010112,2025-03-13,Storage Alert,High,1.19,Vendor Bug,Problem Created
INC-00045174,AST-0013838,2026-03-31,Patch Failure,Low,0,User Error,Resolved
INC-00045175,AST-0010342,2023-09-09,Application Error,Critical,12.41,Security Vulnerability,Closed
INC-00045176,AST-0010307,2023-09-22,Application Error,Medium,1.77,Vendor Bug,Open
INC-00045177,AST-0022360,2024-01-27,Performance Degradation,Low,1.27,Configuration Drift,Open
INC-00045178,AST-0022496,2024-08-20,Patch Failure,Low,0,User Error,Closed
INC-00045179,AST-0021500,2026-01-11,Hardware Failure,Medium,0.17,Unsupported Software,Closed
INC-00045180,AST-0023837,2025-05-18,OS Issue,High,2.34,Hardware Aging,Open
INC-00045181,AST-0014519,2026-02-22,Performance Degradation,Low,0,Configuration Drift,Resolved
INC-00045182,AST-0005831,2024-02-23,Patch Failure,Low,1.09,Capacity Issue,Resolved
INC-00045183,AST-0015514,2023-08-09,Storage Alert,Medium,1.89,Hardware Aging,Problem Created
INC-00045184,AST-0003842,2023-08-28,Patch Failure,Low,0,Capacity Issue,Resolved
INC-00045185,AST-0005875,2025-08-21,Security Alert,Medium,0,User Error,Resolved
INC-00045186,AST-0015969,2025-09-22,Security Alert,Low,0.49,Vendor Bug,Resolved
INC-00045187,AST-0004264,2025-09-01,Storage Alert,Medium,0.94,Security Vulnerability,Closed
INC-00045188,AST-0020257,2023-09-10,Patch Failure,Low,0,Security Vulnerability,Problem Created
INC-00045189,AST-0005432,2025-10-20,OS Issue,Low,0,Vendor Bug,Resolved
INC-00045190,AST-0006899,2023-06-13,Security Alert,Medium,0.39,Security Vulnerability,Problem Created
INC-00045191,AST-0015057,2023-08-15,Performance Degradation,High,3.37,User Error,Open
INC-00045192,AST-0004747,2024-09-04,Performance Degradation,High,4.91,Hardware Aging,Resolved
INC-00045193,AST-0011246,2025-12-14,OS Issue,Medium,1.43,Security Vulnerability,Resolved
INC-00045194,AST-0020938,2025-05-24,Application Error,High,7.26,Configuration Drift,Resolved
INC-00045195,AST-0020910,2026-03-30,Storage Alert,Low,0.13,Vendor Bug,Resolved
INC-00045196,AST-0016316,2024-01-07,Patch Failure,Medium,0,Unsupported Software,Open
INC-00045197,AST-0011412,2025-10-10,Application Error,Medium,0.5,Unsupported Software,Resolved
INC-00045198,AST-0016418,2025-09-07,Security Alert,Low,0,Vendor Bug,Resolved
INC-00045199,AST-0008956,2025-09-07,Performance Degradation,High,3.09,Capacity Issue,Open
INC-00045200,AST-0006213,2024-08-09,Patch Failure,Medium,0.13,User Error,Closed
INC-00045201,AST-0002934,2024-12-21,Patch Failure,Medium,1.63,Configuration Drift,Open
INC-00045202,AST-0007931,2025-08-29,Network Outage,High,1.88,Unsupported Software,Resolved
INC-00045203,AST-0017634,2024-01-06,Storage Alert,Low,0,Configuration Drift,Resolved
INC-00045204,AST-0005648,2024-10-27,Application Error,Critical,14.51,User Error,Resolved
INC-00045205,AST-0006147,2024-02-06,Security Alert,Medium,0.84,Configuration Drift,Problem Created
INC-00045206,AST-0017777,2025-04-28,Hardware Failure,Low,2.41,Configuration Drift,Problem Created
INC-00045207,AST-0022740,2024-08-25,Application Error,Critical,13.38,Configuration Drift,Closed
INC-00045208,AST-0011376,2025-09-17,Patch Failure,Low,0,Vendor Bug,Resolved
INC-00045209,AST-0003164,2025-04-07,Security Alert,Low,0,Unsupported Software,Closed
INC-00045210,AST-0007342,2026-02-04,Patch Failure,Medium,1.4,Unsupported Software,Resolved
INC-00045211,AST-0023099,2025-02-07,Hardware Failure,Low,0,User Error,Problem Created
INC-00045212,AST-0000716,2024-04-08,Network Outage,Low,1.38,Hardware Aging,Problem Created
INC-00045213,AST-0016097,2023-08-10,Network Outage,High,3.07,Unsupported Software,Problem Created
INC-00045214,AST-0017979,2025-02-16,OS Issue,Medium,2.98,Capacity Issue,Resolved
INC-00045215,AST-0015230,2026-02-23,Performance Degradation,Critical,14.14,User Error,Resolved
INC-00045216,AST-0019940,2026-05-26,Patch Failure,High,2.93,Vendor Bug,Problem Created
INC-00045217,AST-0006616,2023-07-30,Performance Degradation,High,2.96,User Error,Resolved
INC-00045218,AST-0022688,2025-05-21,Hardware Failure,Low,1.71,User Error,Open
INC-00045219,AST-0005793,2023-10-08,Storage Alert,Low,0,Vendor Bug,Resolved
INC-00045220,AST-0006105,2024-09-20,Patch Failure,Critical,11.03,Security Vulnerability,Closed
INC-00045221,AST-0009084,2024-03-31,Hardware Failure,High,5.42,Vendor Bug,Closed
INC-00045222,AST-0009167,2025-12-03,Performance Degradation,Medium,5.74,Configuration Drift,Resolved
INC-00045223,AST-0018446,2024-08-16,Patch Failure,Low,0,Unknown,Open
INC-00045224,AST-0001841,2025-08-15,OS Issue,Low,0,Unsupported Software,Resolved
INC-00045225,AST-0013624,2025-06-03,Patch Failure,High,3.31,User Error,Closed
INC-00045226,AST-0005138,2025-12-11,Hardware Failure,Low,0.02,Unsupported Software,Resolved
INC-00045227,AST-0003434,2023-10-30,Hardware Failure,Low,2.15,Hardware Aging,Resolved
INC-00045228,AST-0016275,2023-09-16,Performance Degradation,Low,0,Configuration Drift,Open
INC-00045229,AST-0022515,2023-08-21,Application Error,Low,2.71,Hardware Aging,Open
INC-00045230,AST-0007996,2024-01-06,OS Issue,Medium,2.99,Unknown,Resolved
INC-00045231,AST-0018448,2023-12-16,Patch Failure,Low,0,User Error,Problem Created
INC-00045232,AST-0006192,2025-11-05,Security Alert,Medium,2.57,Capacity Issue,Resolved
INC-00045233,AST-0014320,2024-02-06,Security Alert,High,1.42,User Error,Resolved
INC-00045234,AST-0006778,2025-12-10,Performance Degradation,Low,1.19,Unsupported Software,Resolved
INC-00045235,AST-0018293,2024-03-12,Patch Failure,Low,1.23,Unknown,Resolved
INC-00045236,AST-0007527,2024-06-03,Network Outage,Low,0,Unknown,Resolved
INC-00045237,AST-0009893,2025-12-05,Patch Failure,High,2.73,User Error,Resolved
INC-00045238,AST-0010526,2023-12-25,Patch Failure,Low,1.95,Unknown,Resolved
INC-00045239,AST-0010494,2026-01-11,Network Outage,Medium,3.67,Unknown,Resolved
INC-00045240,AST-0005208,2025-11-23,Application Error,Low,1.66,User Error,Resolved
INC-00045241,AST-0010548,2023-12-04,Application Error,Medium,0.03,User Error,Open
INC-00045242,AST-0001709,2025-07-18,OS Issue,Low,3.35,Unknown,Resolved
INC-00045243,AST-0010288,2023-10-25,Security Alert,Medium,0,Vendor Bug,Closed
INC-00045244,AST-0003016,2024-03-04,Network Outage,High,4.46,Vendor Bug,Problem Created
INC-00045245,AST-0006323,2023-09-30,Storage Alert,High,4.77,Vendor Bug,Problem Created
INC-00045246,AST-0006088,2025-02-05,Storage Alert,Low,0,Unknown,Resolved
INC-00045247,AST-0010922,2024-05-24,Application Error,Low,0,Unsupported Software,Resolved
INC-00045248,AST-0022365,2025-05-20,OS Issue,Critical,13.7,Configuration Drift,Resolved
INC-00045249,AST-0006362,2024-01-14,Storage Alert,Medium,4.66,Capacity Issue,Resolved
INC-00045250,AST-0020550,2023-12-03,Patch Failure,High,5.78,Capacity Issue,Resolved
INC-00045251,AST-0009899,2023-06-12,Security Alert,Low,0,Unknown,Problem Created
INC-00045252,AST-0007263,2023-12-26,Hardware Failure,Medium,3.57,Hardware Aging,Open
INC-00045253,AST-0013992,2026-03-04,Patch Failure,Low,0,Configuration Drift,Problem Created
INC-00045254,AST-0021121,2024-11-03,Network Outage,Medium,3.08,Vendor Bug,Closed
INC-00045255,AST-0007649,2024-10-16,Patch Failure,Low,0,Vendor Bug,Resolved
INC-00045256,AST-0010003,2025-09-13,Patch Failure,High,2.73,Security Vulnerability,Open
INC-00045257,AST-0013040,2024-05-19,Patch Failure,High,3.01,Unknown,Resolved
INC-00045258,AST-0013864,2023-06-26,Storage Alert,Low,0,Configuration Drift,Problem Created
INC-00045259,AST-0021176,2025-10-08,Performance Degradation,Medium,0,Security Vulnerability,Resolved
INC-00045260,AST-0022983,2026-05-02,OS Issue,Medium,2.37,Vendor Bug,Open
INC-00045261,AST-0022229,2025-02-01,Performance Degradation,Critical,12.24,Unsupported Software,Closed
INC-00045262,AST-0000966,2023-10-18,Performance Degradation,High,4.55,Unknown,Problem Created
INC-00045263,AST-0006970,2023-08-16,Security Alert,Low,0,Unsupported Software,Open
INC-00045264,AST-0016498,2024-05-26,Network Outage,Medium,3.03,Configuration Drift,Problem Created
INC-00045265,AST-0009924,2024-09-15,Patch Failure,Low,0,Security Vulnerability,Resolved
INC-00045266,AST-0013047,2023-09-30,Performance Degradation,Medium,1.87,Vendor Bug,Open
INC-00045267,AST-0022825,2026-04-22,OS Issue,Critical,10.21,Vendor Bug,Open
INC-00045268,AST-0006178,2024-08-23,OS Issue,High,2.84,Hardware Aging,Problem Created
INC-00045269,AST-0012206,2024-05-11,Security Alert,Medium,1.08,Hardware Aging,Resolved
INC-00045270,AST-0007821,2023-12-26,Network Outage,Low,3.03,Capacity Issue,Problem Created
INC-00045271,AST-0011820,2023-08-16,Network Outage,Critical,12.95,Unknown,Problem Created
INC-00045272,AST-0012449,2024-03-24,Application Error,Medium,0,Security Vulnerability,Open
INC-00045273,AST-0008110,2026-05-18,Patch Failure,Medium,1.12,Unsupported Software,Closed
INC-00045274,AST-0001932,2023-09-17,Performance Degradation,Low,1.22,Unsupported Software,Resolved
INC-00045275,AST-0023662,2025-04-29,Network Outage,High,5.22,Configuration Drift,Closed
INC-00045276,AST-0009435,2023-12-06,Network Outage,Medium,2.48,Hardware Aging,Closed
INC-00045277,AST-0018362,2024-09-22,Network Outage,Medium,0.5,Capacity Issue,Problem Created
INC-00045278,AST-0008279,2026-03-03,Storage Alert,Low,0,Hardware Aging,Closed
INC-00045279,AST-0005578,2024-01-29,Security Alert,Low,1.24,User Error,Open
INC-00045280,AST-0000467,2023-09-18,Network Outage,Low,0.76,Unknown,Resolved
INC-00045281,AST-0017998,2025-06-14,Network Outage,Medium,2.37,Unknown,Closed
INC-00045282,AST-0011302,2025-10-20,Performance Degradation,Medium,1.98,Vendor Bug,Resolved
INC-00045283,AST-0000345,2023-11-28,Hardware Failure,Critical,12.51,Capacity Issue,Problem Created
INC-00045284,AST-0020346,2026-05-04,Application Error,Medium,0.96,Hardware Aging,Resolved
INC-00045285,AST-0023043,2023-12-17,OS Issue,Medium,1.24,Capacity Issue,Resolved
INC-00045286,AST-0021779,2026-05-14,Patch Failure,Critical,10.28,User Error,Resolved
INC-00045287,AST-0000235,2023-12-11,Network Outage,Critical,12.38,User Error,Open
INC-00045288,AST-0014753,2024-05-09,Hardware Failure,High,3.84,Configuration Drift,Resolved
INC-00045289,AST-0011968,2025-03-01,Patch Failure,Low,0,Security Vulnerability,Problem Created
INC-00045290,AST-0009169,2025-03-04,Network Outage,High,2.96,Hardware Aging,Open
INC-00045291,AST-0009576,2025-06-15,OS Issue,Low,0,Configuration Drift,Resolved
INC-00045292,AST-0009335,2026-04-27,OS Issue,Critical,11.9,Configuration Drift,Resolved
INC-00045293,AST-0018595,2024-08-03,Security Alert,Low,1.08,Configuration Drift,Problem Created
INC-00045294,AST-0012791,2025-03-29,Performance Degradation,Critical,10.56,Hardware Aging,Resolved
INC-00045295,AST-0007578,2024-09-11,Performance Degradation,Low,2.8,Unknown,Closed
INC-00045296,AST-0020868,2025-12-10,Network Outage,High,4.62,Unsupported Software,Open
INC-00045297,AST-0013255,2026-01-09,Performance Degradation,High,5.01,Configuration Drift,Closed
INC-00045298,AST-0005810,2024-09-19,OS Issue,Low,0,Hardware Aging,Problem Created
INC-00045299,AST-0021456,2025-11-15,OS Issue,High,4.81,Security Vulnerability,Problem Created
INC-00045300,AST-0002872,2024-09-04,Network Outage,Low,0,Hardware Aging,Closed
INC-00045301,AST-0006985,2024-12-15,Patch Failure,Low,0.35,Capacity Issue,Resolved
INC-00045302,AST-0001865,2023-10-02,OS Issue,Medium,2.3,Hardware Aging,Closed
INC-00045303,AST-0007836,2023-10-08,Network Outage,Medium,0.18,Capacity Issue,Resolved
INC-00045304,AST-0005849,2025-11-20,Network Outage,High,3.04,User Error,Closed
INC-00045305,AST-0006136,2024-08-29,Patch Failure,Medium,0,Hardware Aging,Closed
INC-00045306,AST-0007385,2024-05-04,OS Issue,Medium,1.65,User Error,Resolved
INC-00045307,AST-0006177,2025-01-13,Performance Degradation,Low,0,Hardware Aging,Closed
INC-00045308,AST-0019790,2026-04-20,Hardware Failure,Low,0,Configuration Drift,Resolved
INC-00045309,AST-0013261,2025-11-18,Network Outage,Medium,0,Capacity Issue,Resolved
INC-00045310,AST-0011881,2024-01-14,Hardware Failure,High,3.55,Hardware Aging,Resolved
INC-00045311,AST-0011475,2024-08-20,Storage Alert,High,3.72,Hardware Aging,Closed
INC-00045312,AST-0013609,2024-10-10,OS Issue,High,1.6,Configuration Drift,Open
INC-00045313,AST-0005195,2025-06-23,Application Error,High,3.83,Unsupported Software,Closed
INC-00045314,AST-0009716,2023-06-10,Security Alert,Medium,0,Configuration Drift,Open
INC-00045315,AST-0020548,2024-11-24,Security Alert,Medium,1.81,Security Vulnerability,Problem Created
INC-00045316,AST-0021113,2025-01-18,OS Issue,Medium,0,Unknown,Resolved
INC-00045317,AST-0016139,2024-03-24,OS Issue,Low,0.43,Hardware Aging,Resolved
INC-00045318,AST-0015299,2024-02-01,Network Outage,Medium,0,Unsupported Software,Closed
INC-00045319,AST-0018822,2025-01-27,Patch Failure,Medium,1.27,Unknown,Resolved
INC-00045320,AST-0008256,2023-07-01,Security Alert,Medium,1.48,Vendor Bug,Closed
INC-00045321,AST-0017631,2023-07-03,Network Outage,Medium,1.71,Unknown,Resolved
INC-00045322,AST-0005169,2025-04-07,Application Error,Medium,0,Security Vulnerability,Closed
INC-00045323,AST-0012529,2024-07-15,Network Outage,Low,0.33,Unsupported Software,Open
INC-00045324,AST-0006679,2024-10-04,OS Issue,High,4.72,Capacity Issue,Closed
INC-00045325,AST-0021091,2025-10-02,Security Alert,Medium,0.73,Unsupported Software,Resolved
INC-00045326,AST-0013803,2025-08-15,OS Issue,Medium,1.82,Vendor Bug,Closed
INC-00045327,AST-0005717,2025-02-24,Hardware Failure,Medium,1.26,User Error,Closed
INC-00045328,AST-0015193,2024-09-13,Hardware Failure,Low,1.84,Configuration Drift,Problem Created
INC-00045329,AST-0009657,2025-09-09,Network Outage,Low,1.34,Configuration Drift,Closed
INC-00045330,AST-0012804,2025-06-05,Performance Degradation,Medium,1.48,Vendor Bug,Resolved
INC-00045331,AST-0012529,2024-10-29,OS Issue,Critical,12.67,Unsupported Software,Closed
INC-00045332,AST-0022673,2023-08-06,Patch Failure,Medium,0.02,Security Vulnerability,Resolved
INC-00045333,AST-0004988,2024-08-02,Storage Alert,Low,0,Configuration Drift,Open
INC-00045334,AST-0021224,2026-03-20,Network Outage,Medium,1.09,Security Vulnerability,Resolved
INC-00045335,AST-0000327,2025-10-15,Security Alert,Low,1.44,Unknown,Resolved
INC-00045336,AST-0017992,2025-01-18,Application Error,Low,1.34,Hardware Aging,Problem Created
INC-00045337,AST-0009632,2024-04-25,OS Issue,High,3.77,Configuration Drift,Closed
INC-00045338,AST-0019592,2024-02-07,Performance Degradation,Critical,10.05,Unsupported Software,Resolved
INC-00045339,AST-0011864,2023-09-29,OS Issue,Medium,0.34,Unsupported Software,Closed
INC-00045340,AST-0006758,2025-02-02,OS Issue,Low,0,Unknown,Problem Created
INC-00045341,AST-0000225,2025-06-17,Security Alert,Medium,3.79,Security Vulnerability,Open
INC-00045342,AST-0010245,2025-02-23,Hardware Failure,Low,0,Unsupported Software,Closed
INC-00045343,AST-0011231,2023-10-01,Security Alert,Low,1.19,User Error,Closed
INC-00045344,AST-0007615,2025-07-28,Hardware Failure,High,4.82,Capacity Issue,Closed
INC-00045345,AST-0023316,2023-06-15,Application Error,Low,0,Hardware Aging,Closed
INC-00045346,AST-0002120,2024-10-20,Hardware Failure,Low,0,Security Vulnerability,Problem Created
INC-00045347,AST-0016308,2025-01-07,Performance Degradation,Low,0.8,Security Vulnerability,Problem Created
INC-00045348,AST-0019538,2025-08-27,Patch Failure,Medium,1.56,Vendor Bug,Resolved
INC-00045349,AST-0008193,2023-10-16,Application Error,Medium,1.75,Configuration Drift,Closed
INC-00045350,AST-0009155,2025-02-03,Network Outage,Medium,1.61,Capacity Issue,Problem Created
INC-00045351,AST-0016397,2024-10-01,Hardware Failure,Low,0.61,Configuration Drift,Closed
INC-00045352,AST-0008318,2024-07-18,Application Error,Critical,10.1,Unknown,Open
INC-00045353,AST-0012645,2026-03-06,Hardware Failure,High,4.64,Capacity Issue,Open
INC-00045354,AST-0022309,2023-06-27,Patch Failure,Low,0,Configuration Drift,Problem Created
INC-00045355,AST-0018951,2025-11-21,Patch Failure,Low,1.22,Unsupported Software,Resolved
INC-00045356,AST-0016467,2024-10-21,Hardware Failure,High,3.27,Unsupported Software,Resolved
INC-00045357,AST-0005283,2023-11-21,Security Alert,Medium,1.01,Configuration Drift,Resolved
INC-00045358,AST-0004547,2026-03-31,Application Error,Medium,3.27,Vendor Bug,Closed
INC-00045359,AST-0001143,2025-05-26,Security Alert,Low,1.76,Hardware Aging,Resolved
INC-00045360,AST-0020086,2025-08-05,Performance Degradation,High,4.81,Configuration Drift,Problem Created
INC-00045361,AST-0020525,2026-02-21,Network Outage,Medium,2.1,Hardware Aging,Resolved
INC-00045362,AST-0021393,2025-07-08,Application Error,Low,1.45,Unsupported Software,Open
INC-00045363,AST-0013076,2025-05-20,Storage Alert,Low,0,Vendor Bug,Problem Created
INC-00045364,AST-0001413,2024-09-19,Security Alert,Medium,3.66,Unknown,Problem Created
INC-00045365,AST-0006126,2025-12-02,Storage Alert,Medium,3.08,Capacity Issue,Resolved
INC-00045366,AST-0006812,2025-07-11,Hardware Failure,Medium,0,Configuration Drift,Open
INC-00045367,AST-0015329,2024-01-28,OS Issue,Critical,12.72,Configuration Drift,Open
INC-00045368,AST-0020205,2024-08-07,Hardware Failure,Medium,2.58,Configuration Drift,Resolved
INC-00045369,AST-0002314,2024-02-18,Network Outage,Medium,0.75,User Error,Open
INC-00045370,AST-0016992,2024-01-31,Network Outage,Medium,0.23,Hardware Aging,Open
INC-00045371,AST-0012851,2023-08-01,Application Error,Medium,3.16,Hardware Aging,Resolved
INC-00045372,AST-0006182,2026-03-01,Storage Alert,Low,0,Security Vulnerability,Resolved
INC-00045373,AST-0009013,2024-03-22,Application Error,Critical,12.99,Unsupported Software,Closed
INC-00045374,AST-0017073,2026-03-23,Application Error,Medium,2.13,Capacity Issue,Resolved
INC-00045375,AST-0003671,2025-02-28,OS Issue,Low,0.5,User Error,Open
INC-00045376,AST-0018301,2025-07-07,Hardware Failure,Low,0,Unknown,Closed
INC-00045377,AST-0021123,2023-11-03,Hardware Failure,Medium,0,Security Vulnerability,Open
INC-00045378,AST-0003096,2024-06-16,Storage Alert,Low,0,Unsupported Software,Open
INC-00045379,AST-0023168,2025-06-29,Performance Degradation,Critical,12.7,Security Vulnerability,Closed
INC-00045380,AST-0013828,2025-04-03,Application Error,Low,0,Configuration Drift,Resolved
INC-00045381,AST-0019299,2023-11-15,OS Issue,Low,1.22,Security Vulnerability,Closed
INC-00045382,AST-0014105,2025-07-10,OS Issue,Medium,1.0,User Error,Closed
INC-00045383,AST-0000420,2024-05-05,Patch Failure,Low,1.11,Security Vulnerability,Resolved
