Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD,Days_To_EOL,Age_Years,Criticality_Score,EOL_Score,Vulnerability_Count,Critical_Vuln_Count,High_Vuln_Count,Avg_CVSS,Max_CVSS,Incident_Count,Total_Downtime_Hours,Avg_Downtime_Hours,Refresh_Project_Count,Latest_Refresh_Status,Planned_Refresh_Budget,Location_Name,Region,City,Country,Location_Type,Risk_Score,Risk_Band
AST-0014988,DES-0014988,Desktop,HP,EliteDesk 800 G9,XVW9P46NMV,2023-02-21,2023-03-07,2028-03-05,2027-06-02,12-24 Months,Planned Refresh,LOC-0112,Technology,High,Production,1050,366,3.3,3,2,3.0,0.0,3.0,8.466666666666667,9.8,3.0,16.33,5.4433333333333325,0.0,,0.0,Western Canada 14,Western Canada,Victoria,Canada,DR Site,95.5,High
AST-0014989,DES-0014989,Desktop,Dell,OptiPlex 7010,RGTB7YTGF6,2024-10-20,2024-11-26,2027-11-26,2024-12-10,Past EOL,Quarantined,LOC-0027,Retail Banking,High,Development,950,-538,1.6,3,5,5.0,3.0,2.0,9.44,10.0,6.0,15.19,2.5316666666666667,0.0,,0.0,GTA Branches 24,GTA Branches,Mississauga,Canada,Branch,170.0,Critical
AST-0014990,DES-0014990,Desktop,HP,EliteDesk 800 G9,NPEZ7XXAFC,2023-08-11,2023-08-25,2028-08-23,2026-07-30,0-6 Months,Retired,LOC-0086,Technology,Low,Production,1050,59,2.8,1,4,1.0,1.0,0.0,9.8,9.8,2.0,3.88,1.94,1.0,Not Started,973.02,Ontario Regional 3,Ontario Regional,Kitchener,Canada,Data Centre,102.0,High
AST-0014991,DES-0014991,Desktop,HP,EliteDesk 800 G9,FFF1GH8HOF,2024-02-10,2024-02-14,2027-02-13,2027-02-10,6-12 Months,In Service,LOC-0031,Wealth Management,Low,Development,1050,254,2.3,1,3,2.0,2.0,0.0,9.9,10.0,4.0,14.48,3.62,0.0,,0.0,GTA Branches 28,GTA Branches,Oakville,Canada,Branch,89.0,High
AST-0014992,DES-0014992,Desktop,Lenovo,ThinkCentre M90q Gen 3,HAM8R1A5E4,2024-09-27,2024-10-22,2027-10-22,2026-12-03,6-12 Months,In Service,LOC-0140,Technology,Critical,Production,1000,185,1.7,4,3,2.0,2.0,0.0,9.8,9.8,4.0,1.15,0.2875,1.0,Deferred,1288.3,Quebec 17,Quebec,Laval,Canada,Branch,134.0,Critical
AST-0014993,DES-0014993,Desktop,Dell,OptiPlex 7010,LAIKUJTLSR,2024-01-13,2024-01-23,2028-01-22,2029-03-31,Supported >24 Months,In Service,LOC-0027,Commercial Banking,Medium,Production,950,1034,2.4,2,1,2.0,2.0,0.0,9.9,10.0,5.0,16.47,3.294,0.0,,0.0,GTA Branches 24,GTA Branches,Mississauga,Canada,Branch,65.5,Medium
AST-0014994,DES-0014994,Desktop,Lenovo,ThinkCentre M90q Gen 3,WSBU7F45SY,2022-10-22,2022-11-05,2026-11-04,2026-08-20,0-6 Months,Planned Refresh,LOC-0094,Retail Banking,High,Production,1000,80,3.6,3,4,1.0,1.0,0.0,9.8,9.8,7.0,18.19,2.5985714285714288,0.0,,0.0,Ontario Regional 11,Ontario Regional,London,Canada,Branch,139.5,Critical
AST-0014995,DES-0014995,Desktop,Lenovo,ThinkCentre M90q Gen 3,VLQ00CO9JK,2025-03-28,2025-04-14,2028-04-13,2028-01-07,12-24 Months,In Service,LOC-0030,Retail Banking,Low,Test,1000,585,1.2,1,2,2.0,0.0,2.0,8.8,9.8,2.0,3.36,1.68,0.0,,0.0,GTA Branches 27,GTA Branches,Brampton,Canada,Branch,62.0,Medium
AST-0014996,DES-0014996,Desktop,Lenovo,ThinkCentre M90q Gen 3,CGDZH28LPA,2023-02-22,2023-03-31,2026-03-30,2030-12-25,Supported >24 Months,In Service,LOC-0118,Treasury,Medium,Production,1000,1668,3.3,2,1,4.0,4.0,0.0,9.55,9.8,3.0,16.49,5.496666666666666,0.0,,0.0,Western Canada 20,Western Canada,Calgary,Canada,DR Site,70.5,Medium
AST-0014997,DES-0014997,Desktop,Lenovo,ThinkCentre M90q Gen 3,39S4KQOMNC,2022-10-31,2022-11-29,2025-11-28,2026-10-04,0-6 Months,Retired,LOC-0024,Human Resources,Medium,Development,1000,125,3.6,2,4,4.0,2.0,2.0,9.3,9.8,4.0,0.0,0.0,0.0,,0.0,GTA Branches 21,GTA Branches,Richmond Hill,Canada,Branch,128.0,Critical
AST-0014998,DES-0014998,Desktop,HP,EliteDesk 800 G9,YPAWW7CIFJ,2025-03-21,2025-04-22,2030-04-21,2030-12-13,Supported >24 Months,In Service,LOC-0090,Technology,Low,Production,1050,1656,1.2,1,1,1.0,1.0,0.0,9.8,9.8,2.0,2.1,1.05,1.0,In Progress,1311.05,Ontario Regional 7,Ontario Regional,London,Canada,DR Site,42.0,Low
AST-0014999,DES-0014999,Desktop,HP,EliteDesk 800 G9,NLXDDJC58Q,2023-12-10,2024-01-02,2027-01-01,2026-08-07,0-6 Months,In Service,LOC-0007,Retail Banking,Low,Production,1050,67,2.5,1,4,2.0,1.0,1.0,9.9,10.0,5.0,21.14,4.228,0.0,,0.0,GTA Branches 4,GTA Branches,Richmond Hill,Canada,Branch,108.5,High
AST-0015000,DES-0015000,Desktop,Dell,OptiPlex 7090,47EAYHSUE9,2023-11-01,2023-11-25,2027-11-24,2028-07-12,Supported >24 Months,Retired,LOC-0039,Wealth Management,Medium,Production,1050,772,2.6,2,1,2.0,2.0,0.0,9.9,10.0,2.0,2.92,1.46,1.0,Not Started,1174.1,GTA Branches 36,GTA Branches,Brampton,Canada,Branch,61.0,Medium
AST-0015001,DES-0015001,Desktop,Lenovo,ThinkCentre M90q Gen 3,ARA38C0ES6,2024-01-06,2024-02-06,2027-02-05,2023-09-30,Past EOL,Quarantined,LOC-0142,Retail Banking,High,Development,1000,-975,2.4,3,5,1.0,1.0,0.0,10.0,10.0,8.0,19.18,2.3975,0.0,,0.0,Quebec 19,Quebec,Montreal,Canada,Branch,161.0,Critical
AST-0015002,DES-0015002,Desktop,Lenovo,ThinkCentre M90q Gen 3,PP4XFQTY0E,2023-06-13,2023-06-23,2027-06-22,2028-11-06,Supported >24 Months,In Service,LOC-0091,Wealth Management,High,Production,1000,889,3.0,3,1,3.0,2.0,1.0,9.933333333333334,10.0,5.0,7.08,1.416,1.0,Completed,1053.3,Ontario Regional 8,Ontario Regional,Hamilton,Canada,Data Centre,82.5,High
AST-0015003,DES-0015003,Desktop,Dell,OptiPlex 7010,S9CAML5HM5,2024-04-10,2024-05-04,2028-05-03,2025-06-08,Past EOL,In Service,LOC-0041,Treasury,High,Production,950,-358,2.1,3,5,1.0,1.0,0.0,9.1,9.1,2.0,4.5,2.25,0.0,,0.0,GTA Branches 38,GTA Branches,Mississauga,Canada,Branch,152.0,Critical
AST-0015004,DES-0015004,Desktop,Dell,OptiPlex 7090,XQ2W11CY0L,2023-02-26,2023-04-08,2026-04-07,2027-08-02,12-24 Months,Quarantined,LOC-0049,Retail Banking,Medium,Development,1050,427,3.3,2,2,1.0,1.0,0.0,9.8,9.8,5.0,4.78,0.956,0.0,,0.0,GTA Branches 46,GTA Branches,Brampton,Canada,Branch,81.5,High
AST-0015005,DES-0015005,Desktop,Dell,OptiPlex 7090,I081VMLC46,2023-02-02,2023-02-10,2026-02-09,2030-04-30,Supported >24 Months,In Service,LOC-0104,Legal & Compliance,Medium,Test,1050,1429,3.3,2,1,0.0,0.0,0.0,,,6.0,9.63,1.6049999999999998,1.0,In Progress,1014.86,Western Canada 6,Western Canada,Victoria,Canada,DR Site,59.0,Medium
AST-0015006,DES-0015006,Desktop,Dell,OptiPlex 7010,1YM5QOULUS,2025-12-15,2025-12-16,2030-12-15,2027-09-19,12-24 Months,Retired,LOC-0117,Operations,Low,Test,950,475,0.5,1,2,0.0,0.0,0.0,,,4.0,3.94,0.985,1.0,Deferred,1103.09,Western Canada 19,Western Canada,Edmonton,Canada,DR Site,61.0,Medium
AST-0015007,DES-0015007,Desktop,Dell,OptiPlex 7010,SPMNVLV69T,2024-05-25,2024-06-11,2029-06-10,2027-10-26,12-24 Months,In Service,LOC-0088,Technology,High,Test,950,512,2.0,3,2,0.0,0.0,0.0,,,3.0,5.06,1.6866666666666663,0.0,,0.0,Ontario Regional 5,Ontario Regional,Ottawa,Canada,Office,89.5,High
AST-0015008,DES-0015008,Desktop,HP,EliteDesk 800 G9,PQUT8D5ZG9,2026-02-19,2026-03-03,2031-03-02,2026-09-01,0-6 Months,Quarantined,LOC-0033,Wealth Management,Medium,Production,1050,92,0.3,2,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,GTA Branches 30,GTA Branches,Toronto,Canada,Branch,111.5,Critical
AST-0015009,DES-0015009,Desktop,Dell,OptiPlex 7010,31CLLMAG29,2024-08-11,2024-09-03,2027-09-03,2027-07-28,12-24 Months,Retired,LOC-0037,Technology,High,Development,950,422,1.8,3,2,1.0,1.0,0.0,9.8,9.8,2.0,5.8100000000000005,2.905,0.0,,0.0,GTA Branches 34,GTA Branches,Richmond Hill,Canada,Branch,92.0,High
AST-0015010,DES-0015010,Desktop,Dell,OptiPlex 7010,IKN7DOSR7C,2022-11-13,2022-12-06,2026-12-05,2023-08-25,Past EOL,In Service,LOC-0054,Legal & Compliance,Medium,Production,950,-1011,3.5,2,5,2.0,2.0,0.0,9.9,10.0,3.0,13.34,4.446666666666666,1.0,Blocked,1243.55,GTA Branches 51,GTA Branches,Oakville,Canada,Branch,142.5,Critical
AST-0015011,DES-0015011,Desktop,Dell,OptiPlex 7010,XTRIR9N637,2023-06-08,2023-06-18,2027-06-17,2027-06-09,12-24 Months,Planned Refresh,LOC-0088,Technology,High,Production,950,373,3.0,3,2,1.0,1.0,0.0,8.8,8.8,5.0,13.42,2.684,1.0,Completed,1190.28,Ontario Regional 5,Ontario Regional,Ottawa,Canada,Office,96.5,High
AST-0015012,DES-0015012,Desktop,Dell,OptiPlex 7090,IKPQVCHSF8,2024-05-25,2024-06-24,2028-06-23,2030-12-25,Supported >24 Months,In Service,LOC-0114,Data & Analytics,Medium,Production,1050,1668,2.0,2,1,1.0,1.0,0.0,9.8,9.8,5.0,18.29,3.658,0.0,,0.0,Western Canada 16,Western Canada,Victoria,Canada,Branch,61.5,Medium
AST-0015013,DES-0015013,Desktop,Dell,OptiPlex 7090,BAP2ALKFUZ,2025-03-06,2025-03-12,2029-03-11,2027-04-05,6-12 Months,In Service,LOC-0082,Commercial Banking,Critical,Test,1050,308,1.2,4,3,0.0,0.0,0.0,,,6.0,6.3500000000000005,1.0583333333333331,1.0,Planning,1194.59,GTA Branches 79,GTA Branches,Toronto,Canada,Branch,129.0,Critical
AST-0015014,DES-0015014,Desktop,Lenovo,ThinkCentre M90q Gen 3,ZJE9QUW0AY,2025-07-04,2025-07-26,2030-07-25,2027-05-03,6-12 Months,In Service,LOC-0072,Retail Banking,Low,Production,1000,336,0.9,1,3,3.0,2.0,1.0,9.866666666666667,10.0,6.0,15.73,2.6216666666666666,0.0,,0.0,GTA Branches 69,GTA Branches,Toronto,Canada,Branch,94.0,High
AST-0015015,DES-0015015,Desktop,Dell,OptiPlex 7010,PJA0RU8HY5,2025-03-12,2025-03-25,2029-03-24,2027-05-27,6-12 Months,Retired,LOC-0047,Operations,Low,Test,950,360,1.2,1,3,2.0,2.0,0.0,9.9,10.0,7.0,11.31,1.6157142857142854,0.0,,0.0,GTA Branches 44,GTA Branches,Markham,Canada,Branch,93.5,High
AST-0015016,DES-0015016,Desktop,HP,EliteDesk 800 G9,1AS894YXBB,2026-04-06,2026-05-04,2031-05-03,2027-02-03,6-12 Months,Quarantined,LOC-0113,Capital Markets,Critical,Development,1050,247,0.2,4,3,4.0,3.0,1.0,9.9,10.0,2.0,3.49,1.745,0.0,,0.0,Western Canada 15,Western Canada,Victoria,Canada,Data Centre,137.0,Critical
AST-0015017,DES-0015017,Desktop,HP,EliteDesk 800 G9,GQV64OF7MQ,2026-02-23,2026-02-24,2030-02-23,2029-01-05,Supported >24 Months,In Service,LOC-0135,Technology,High,Test,1050,949,0.3,3,1,2.0,0.0,2.0,7.8,7.8,6.0,19.73,3.2883333333333336,1.0,Not Started,1237.13,Quebec 12,Quebec,Quebec City,Canada,Data Centre,78.0,Medium
AST-0015018,DES-0015018,Desktop,Dell,OptiPlex 7090,ZZRTDXZ7MJ,2022-06-30,2022-07-21,2026-07-20,2027-10-13,12-24 Months,Planned Refresh,LOC-0149,Technology,Low,Development,1050,499,3.9,1,2,4.0,2.0,2.0,9.35,10.0,5.0,3.09,0.618,0.0,,0.0,Atlantic Canada 6,Atlantic Canada,St. John's,Canada,DR Site,74.5,Medium
AST-0015019,DES-0015019,Desktop,HP,EliteDesk 800 G9,66TFCJP0FK,2025-07-01,2025-07-28,2030-07-27,2027-06-29,12-24 Months,Quarantined,LOC-0029,Retail Banking,High,Test,1050,393,0.9,3,2,2.0,2.0,0.0,9.8,9.8,2.0,13.54,6.77,1.0,Completed,1000.48,GTA Branches 26,GTA Branches,Vaughan,Canada,Branch,96.0,High
AST-0015020,DES-0015020,Desktop,Dell,OptiPlex 7010,RCJ3H6W9E9,2024-11-05,2024-11-15,2029-11-14,2026-07-19,0-6 Months,In Service,LOC-0159,Commercial Banking,Low,Test,950,48,1.6,1,4,0.0,0.0,0.0,,,6.0,22.98,3.83,1.0,In Progress,950.43,DR Site 2,DR Site,Ottawa,Canada,Office,104.0,High
AST-0015021,DES-0015021,Desktop,HP,EliteDesk 800 G9,425WGF6UDH,2022-06-06,2022-06-09,2027-06-08,2026-11-03,0-6 Months,In Service,LOC-0025,Technology,Medium,Development,1050,155,4.0,2,4,3.0,3.0,0.0,9.866666666666667,10.0,3.0,1.88,0.6266666666666666,1.0,Not Started,1033.22,GTA Branches 22,GTA Branches,Vaughan,Canada,Branch,126.5,Critical
AST-0015022,DES-0015022,Desktop,Lenovo,ThinkCentre M90q Gen 3,OLNR8XCLLZ,2024-10-03,2024-11-05,2027-11-05,2030-12-19,Supported >24 Months,Retired,LOC-0121,Finance,Medium,Test,1000,1662,1.7,2,1,0.0,0.0,0.0,,,5.0,10.97,2.194,1.0,Planning,969.66,Western Canada 23,Western Canada,Victoria,Canada,Branch,57.5,Medium
AST-0015023,DES-0015023,Desktop,Dell,OptiPlex 7010,SEYE8ATGN3,2026-03-26,2026-04-08,2030-04-07,2027-04-25,6-12 Months,Retired,LOC-0113,Legal & Compliance,Medium,Development,950,328,0.2,2,3,2.0,2.0,0.0,9.9,10.0,4.0,13.82,3.455,0.0,,0.0,Western Canada 15,Western Canada,Victoria,Canada,Data Centre,104.0,High
AST-0015024,DES-0015024,Desktop,HP,EliteDesk 800 G9,V0LGFNKNNV,2022-06-16,2022-07-08,2027-07-07,2026-07-30,0-6 Months,Quarantined,LOC-0066,Retail Banking,Medium,Development,1050,59,4.0,2,4,2.0,2.0,0.0,9.9,10.0,4.0,14.48,3.62,0.0,,0.0,GTA Branches 63,GTA Branches,Vaughan,Canada,Branch,124.0,Critical
AST-0015025,DES-0015025,Desktop,Lenovo,ThinkCentre M90q Gen 3,GGNE4PP80B,2023-12-17,2023-12-30,2027-12-29,2028-07-10,Supported >24 Months,In Service,LOC-0088,Commercial Banking,Medium,Production,1000,770,2.5,2,1,2.0,2.0,0.0,9.9,10.0,4.0,26.09,6.5225,0.0,,0.0,Ontario Regional 5,Ontario Regional,Ottawa,Canada,Office,64.0,Medium
AST-0015026,DES-0015026,Desktop,Dell,OptiPlex 7090,KOAH0GBP7B,2023-10-12,2023-10-13,2027-10-12,2028-11-06,Supported >24 Months,Retired,LOC-0112,Cybersecurity,Medium,Development,1050,889,2.6,2,1,3.0,1.0,2.0,9.133333333333336,9.8,6.0,17.95,2.9916666666666667,0.0,,0.0,Western Canada 14,Western Canada,Victoria,Canada,DR Site,67.0,Medium
AST-0015027,DES-0015027,Desktop,HP,EliteDesk 800 G9,YXU0J63A7T,2022-06-23,2022-08-02,2026-08-01,2028-11-26,Supported >24 Months,Retired,LOC-0030,Commercial Banking,Medium,Development,1050,909,3.9,2,1,0.0,0.0,0.0,,,7.0,7.41,1.0585714285714285,1.0,Blocked,992.84,GTA Branches 27,GTA Branches,Brampton,Canada,Branch,60.5,Medium
AST-0015028,DES-0015028,Desktop,HP,EliteDesk 800 G9,17PRMFJ93D,2024-10-18,2024-10-29,2027-10-29,2026-08-19,0-6 Months,In Service,LOC-0077,Cybersecurity,High,Production,1050,79,1.6,3,4,2.0,2.0,0.0,10.0,10.0,5.0,20.51,4.101999999999999,0.0,,0.0,GTA Branches 74,GTA Branches,Brampton,Canada,Branch,140.5,Critical
AST-0015029,DES-0015029,Desktop,Dell,OptiPlex 7090,0VSY1I2CY5,2023-11-19,2023-12-20,2026-12-19,2028-11-08,Supported >24 Months,Quarantined,LOC-0029,Commercial Banking,High,Production,1050,891,2.5,3,1,3.0,2.0,1.0,9.866666666666667,10.0,7.0,7.67,1.0957142857142856,0.0,,0.0,GTA Branches 26,GTA Branches,Vaughan,Canada,Branch,85.5,High
AST-0015030,DES-0015030,Desktop,HP,EliteDesk 800 G9,1AGF6LMHFL,2023-04-19,2023-05-14,2026-05-13,2027-04-22,6-12 Months,In Service,LOC-0093,Technology,High,Production,1050,325,3.1,3,3,2.0,0.0,2.0,8.8,9.8,2.0,12.34,6.17,1.0,Not Started,1242.7,Ontario Regional 10,Ontario Regional,Kitchener,Canada,Branch,112.0,Critical
AST-0015031,DES-0015031,Desktop,Dell,OptiPlex 7090,SZBLNFK37A,2024-07-28,2024-08-11,2029-08-10,2026-10-28,0-6 Months,In Service,LOC-0008,Commercial Banking,Critical,Test,1050,149,1.8,4,4,2.0,1.0,1.0,9.3,9.8,3.0,10.73,3.5766666666666667,1.0,In Progress,1151.42,GTA Branches 5,GTA Branches,Vaughan,Canada,Branch,150.5,Critical
AST-0015032,DES-0015032,Desktop,Dell,OptiPlex 7090,1FDVGMVLCT,2021-11-15,2021-12-25,2026-12-24,2026-12-13,6-12 Months,In Service,LOC-0135,Retail Banking,Medium,Production,1050,195,4.5,2,3,1.0,0.0,1.0,9.8,9.8,1.0,0.23,0.23,0.0,,0.0,Quebec 12,Quebec,Quebec City,Canada,Data Centre,93.5,High
AST-0015033,DES-0015033,Desktop,HP,EliteDesk 800 G9,C043S703SN,2026-02-17,2026-03-12,2031-03-11,2028-09-20,Supported >24 Months,Retired,LOC-0074,Wealth Management,Low,Test,1050,842,0.3,1,1,1.0,0.0,1.0,9.8,9.8,2.0,4.59,2.295,1.0,Not Started,1158.48,GTA Branches 71,GTA Branches,Richmond Hill,Canada,Branch,40.0,Low
AST-0015034,DES-0015034,Desktop,Dell,OptiPlex 7010,641ELST5FN,2023-05-31,2023-06-18,2026-06-17,2025-10-25,Past EOL,Planned Refresh,LOC-0133,Technology,Critical,Production,950,-219,3.0,4,5,1.0,1.0,0.0,9.8,9.8,6.0,15.2,2.533333333333333,0.0,,0.0,Quebec 10,Quebec,Quebec City,Canada,Data Centre,173.0,Critical
AST-0015035,DES-0015035,Desktop,Lenovo,ThinkCentre M90q Gen 3,S0D1LYANQM,2026-05-05,2026-05-09,2030-05-08,2024-06-05,Past EOL,Quarantined,LOC-0148,Technology,Medium,Production,1000,-726,0.1,2,5,1.0,1.0,0.0,9.7,9.7,6.0,33.910000000000004,5.651666666666667,0.0,,0.0,Atlantic Canada 5,Atlantic Canada,Halifax,Canada,Office,143.0,Critical
AST-0015036,DES-0015036,Desktop,Lenovo,ThinkCentre M90q Gen 3,LLLK158CPJ,2023-07-31,2023-08-01,2026-07-31,2031-01-04,Supported >24 Months,Planned Refresh,LOC-0061,Retail Banking,Low,Production,1000,1678,2.8,1,1,3.0,2.0,1.0,9.8,9.8,7.0,8.19,1.17,0.0,,0.0,GTA Branches 58,GTA Branches,Toronto,Canada,Branch,55.5,Medium
AST-0015037,DES-0015037,Desktop,Dell,OptiPlex 7090,MLB295RTE6,2023-08-03,2023-08-09,2026-08-08,2029-11-17,Supported >24 Months,In Service,LOC-0038,Capital Markets,Low,Production,1050,1265,2.8,1,1,1.0,1.0,0.0,9.8,9.8,4.0,14.71,3.6775,1.0,Completed,1400.06,GTA Branches 35,GTA Branches,Markham,Canada,Branch,45.0,Low
AST-0015038,DES-0015038,Desktop,HP,EliteDesk 800 G9,74MFNMRTW9,2022-11-15,2022-11-23,2025-11-22,2026-07-03,0-6 Months,In Service,LOC-0010,Legal & Compliance,Medium,Production,1050,32,3.5,2,4,2.0,2.0,0.0,9.3,9.8,7.0,18.72,2.674285714285715,1.0,Deferred,1245.37,GTA Branches 7,GTA Branches,Vaughan,Canada,Branch,128.5,Critical
AST-0015039,DES-0015039,Desktop,Dell,OptiPlex 7010,WS9TYISZXB,2025-09-11,2025-10-19,2030-10-18,2029-10-21,Supported >24 Months,In Service,LOC-0006,Cybersecurity,Medium,Test,950,1238,0.7,2,1,0.0,0.0,0.0,,,4.0,0.42,0.105,1.0,Completed,1023.33,GTA Branches 3,GTA Branches,Richmond Hill,Canada,Branch,56.0,Medium
AST-0015040,DES-0015040,Desktop,Dell,OptiPlex 7010,R4YCYRYQ6V,2023-12-24,2024-01-29,2027-01-28,2024-05-18,Past EOL,In Service,LOC-0033,Cybersecurity,High,Development,950,-744,2.4,3,5,3.0,3.0,0.0,9.8,9.8,3.0,6.96,2.32,0.0,,0.0,GTA Branches 30,GTA Branches,Toronto,Canada,Branch,161.5,Critical
AST-0015041,DES-0015041,Desktop,Dell,OptiPlex 7090,9T9IK44VZY,2025-01-27,2025-03-11,2028-03-10,2026-10-15,0-6 Months,In Service,LOC-0129,Technology,High,Development,1050,136,1.3,3,4,2.0,1.0,1.0,9.9,10.0,8.0,18.18,2.2725,1.0,Planning,1090.86,Quebec 6,Quebec,Quebec City,Canada,Branch,143.0,Critical
AST-0015042,DES-0015042,Desktop,Lenovo,ThinkCentre M90q Gen 3,8AKOSRGOH3,2024-02-28,2024-03-06,2028-03-05,2024-04-22,Past EOL,In Service,LOC-0038,Risk,Medium,Production,1000,-770,2.3,2,5,3.0,2.0,1.0,9.8,9.8,4.0,14.61,3.6525,1.0,Planning,915.74,GTA Branches 35,GTA Branches,Markham,Canada,Branch,146.0,Critical
AST-0015043,DES-0015043,Desktop,Dell,OptiPlex 7090,OG8XJTYAR5,2024-07-26,2024-07-28,2028-07-27,2030-07-12,Supported >24 Months,Planned Refresh,LOC-0111,Commercial Banking,Medium,Test,1050,1502,1.8,2,1,1.0,0.0,1.0,9.8,9.8,5.0,12.16,2.432,0.0,,0.0,Western Canada 13,Western Canada,Winnipeg,Canada,DR Site,59.5,Medium
AST-0015044,DES-0015044,Desktop,Dell,OptiPlex 7010,BHIOJ7D2L2,2024-04-30,2024-05-05,2028-05-04,2027-04-14,6-12 Months,In Service,LOC-0116,Wealth Management,Low,Production,950,317,2.1,1,3,1.0,1.0,0.0,9.8,9.8,3.0,3.8,1.2666666666666666,0.0,,0.0,Western Canada 18,Western Canada,Edmonton,Canada,Branch,83.5,High
AST-0015045,DES-0015045,Desktop,Dell,OptiPlex 7010,RQCN7TOGBW,2023-01-25,2023-03-01,2028-02-28,2030-11-26,Supported >24 Months,In Service,LOC-0011,Risk,Critical,Production,950,1639,3.3,4,1,0.0,0.0,0.0,,,3.0,8.95,2.983333333333333,0.0,,0.0,GTA Branches 8,GTA Branches,Markham,Canada,Branch,84.5,High
AST-0015046,DES-0015046,Desktop,Dell,OptiPlex 7010,YV01BBS56K,2025-11-24,2025-12-22,2028-12-21,2027-07-12,12-24 Months,Planned Refresh,LOC-0060,Wealth Management,Low,Development,950,406,0.5,1,2,4.0,3.0,1.0,9.1,10.0,1.0,0.0,0.0,0.0,,0.0,GTA Branches 57,GTA Branches,Markham,Canada,Branch,70.5,Medium
AST-0015047,DES-0015047,Desktop,Dell,OptiPlex 7090,BWGN5667QA,2022-06-18,2022-07-22,2027-07-21,2028-05-28,12-24 Months,In Service,LOC-0156,Retail Banking,Low,Test,1050,727,4.0,1,2,4.0,3.0,1.0,9.65,10.0,5.0,16.740000000000002,3.3480000000000003,0.0,,0.0,Data Centre 3,Data Centre,Toronto,Canada,Branch,76.5,Medium
AST-0015048,DES-0015048,Desktop,HP,EliteDesk 800 G9,OXDWMIM19S,2025-02-07,2025-03-20,2030-03-19,2024-06-04,Past EOL,Quarantined,LOC-0047,Risk,Low,Test,1050,-727,1.3,1,5,2.0,2.0,0.0,9.9,10.0,3.0,8.46,2.8200000000000003,0.0,,0.0,GTA Branches 44,GTA Branches,Markham,Canada,Branch,127.5,Critical
AST-0015049,DES-0015049,Desktop,Dell,OptiPlex 7010,P8T91DPZ7G,2025-02-25,2025-04-05,2030-04-04,2027-03-11,6-12 Months,Planned Refresh,LOC-0120,Wealth Management,Low,Test,950,283,1.3,1,3,4.0,4.0,0.0,9.8,9.8,5.0,15.86,3.172,1.0,Planning,1253.55,Western Canada 22,Western Canada,Victoria,Canada,Office,98.5,High
AST-0015050,DES-0015050,Desktop,Lenovo,ThinkCentre M90q Gen 3,89Q2Z8RIGA,2025-11-09,2025-12-22,2030-12-21,2027-08-14,12-24 Months,Quarantined,LOC-0146,Capital Markets,Medium,Test,1000,439,0.6,2,2,0.0,0.0,0.0,,,4.0,1.69,0.4225,0.0,,0.0,Atlantic Canada 3,Atlantic Canada,St. John's,Canada,Office,76.0,Medium
AST-0015051,DES-0015051,Desktop,Dell,OptiPlex 7010,2P1I79UBMG,2024-08-25,2024-10-02,2029-10-01,2028-11-18,Supported >24 Months,In Service,LOC-0044,Legal & Compliance,Medium,Development,950,901,1.8,2,1,4.0,2.0,2.0,9.1,10.0,3.0,9.65,3.2166666666666663,0.0,,0.0,GTA Branches 41,GTA Branches,Brampton,Canada,Branch,66.5,Medium
AST-0015052,DES-0015052,Desktop,Dell,OptiPlex 7010,KVYUVU4TJI,2023-05-05,2023-06-09,2026-06-08,2026-09-23,0-6 Months,In Service,LOC-0033,Treasury,Low,Production,950,114,3.1,1,4,0.0,0.0,0.0,,,2.0,1.93,0.965,0.0,,0.0,GTA Branches 30,GTA Branches,Toronto,Canada,Branch,98.0,High
AST-0015053,DES-0015053,Desktop,Dell,OptiPlex 7090,TT7KO9Q4BQ,2025-04-08,2025-05-03,2028-05-02,2025-03-29,Past EOL,In Service,LOC-0037,Treasury,Medium,Production,1050,-429,1.1,2,5,1.0,1.0,0.0,10.0,10.0,4.0,8.83,2.2075,0.0,,0.0,GTA Branches 34,GTA Branches,Richmond Hill,Canada,Branch,140.0,Critical
AST-0015054,DES-0015054,Desktop,HP,EliteDesk 800 G9,0I826Y6H6S,2023-06-19,2023-07-05,2027-07-04,2029-11-24,Supported >24 Months,In Service,LOC-0040,Legal & Compliance,Low,Test,1050,1272,3.0,1,1,1.0,1.0,0.0,10.0,10.0,3.0,4.12,1.3733333333333333,0.0,,0.0,GTA Branches 37,GTA Branches,Brampton,Canada,Branch,43.5,Low
AST-0015055,DES-0015055,Desktop,Lenovo,ThinkCentre M90q Gen 3,H3FQTIIZTN,2025-10-26,2025-12-04,2029-12-03,2028-07-10,Supported >24 Months,In Service,LOC-0068,Wealth Management,Critical,Production,1000,770,0.6,4,1,0.0,0.0,0.0,,,4.0,22.76,5.69,1.0,Planning,1100.88,GTA Branches 65,GTA Branches,Brampton,Canada,Branch,86.0,High
