Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date,Version,Release_Date,Vendor_Support_End_Date,Software_Category,Months_To_Software_EOL,Software_EOL_Status,Software_Compliance_Risk
SWI00061899,A0010541,Adobe,Adobe Acrobat Pro 2020,20,2022-11-21,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061900,A0010541,Mozilla,Firefox ESR,115,2022-11-21,Server Discovery,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061901,A0010541,Microsoft,Windows 11 Enterprise,23H2,2022-11-21,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061902,A0010541,Google,Google Chrome,124,2022-11-21,Tanium,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061903,A0010541,Microsoft,Windows 11 Enterprise,23H2,2022-11-21,Tanium,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061904,A0010541,Jenkins,Jenkins,2.401 LTS,2022-11-21,SCCM,Enterprise,2026-05-31,2.401 LTS,2023-04-01,2024-09-01,DevOps,-21.0,Unsupported,High
SWI00061905,A0010541,IBM,IBM SPSS Statistics,29,2022-11-21,SCCM,Device,2026-05-31,29,2022-09-01,2027-09-01,Analytics,15.0,Support Ending in 24 Months,Medium
SWI00061906,A0010541,Microsoft,Visual Studio Code,1.90,2022-11-21,SCCM,Device,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00061907,A0010541,Git,Git,2.43,2022-11-21,Intune,Enterprise,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00061908,A0010541,OpenJS Foundation,Node.js,18,2022-11-21,Tanium,Enterprise,2026-05-31,18,2022-04-19,2025-04-30,Development,-13.1,Unsupported,High
SWI00061909,A0010542,Microsoft,Windows 11 Enterprise,23H2,2021-07-25,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061910,A0010542,Adobe,Adobe Acrobat Pro 2020,20,2021-07-25,Intune,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061911,A0010542,Microsoft,Microsoft Teams Classic,1.6,2021-07-25,Server Discovery,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00061912,A0010542,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-07-25,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061913,A0010542,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-07-25,Tanium,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061914,A0010543,Adobe,Adobe Acrobat Pro 2020,20,2022-05-02,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061915,A0010543,Google,Google Chrome,124,2022-05-02,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061916,A0010543,Microsoft,OneDrive,24.x,2022-05-02,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061917,A0010543,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-05-02,Tanium,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061918,A0010543,Microsoft,Windows 10 Enterprise,22H2,2022-05-02,SCCM,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061919,A0010544,Microsoft,Windows 10 Enterprise,22H2,2022-12-01,Server Discovery,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061920,A0010544,Adobe,Adobe Acrobat Pro 2020,20,2022-12-01,Intune,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061921,A0010544,Microsoft,Windows 11 Enterprise,23H2,2022-12-01,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061922,A0010544,Microsoft,Windows 10 Enterprise,22H2,2022-12-01,Intune,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061923,A0010544,Adobe,Adobe Acrobat Pro 2020,20,2022-12-01,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061924,A0010545,Microsoft,Microsoft Teams Classic,1.6,2021-09-20,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00061925,A0010545,Microsoft,Windows 11 Enterprise,23H2,2021-09-20,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061926,A0010545,Adobe,Adobe Acrobat Pro 2020,20,2021-09-20,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061927,A0010545,Adobe,Adobe Acrobat Pro 2020,20,2021-09-20,Tanium,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061928,A0010545,Microsoft,OneDrive,24.x,2021-09-20,Server Discovery,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061929,A0010545,Docker,Docker Desktop,4.28,2021-09-20,Intune,User,2026-05-31,4.28,2024-02-01,2026-02-01,Development,-4.0,Unsupported,High
SWI00061930,A0010545,Git,Git,2.43,2021-09-20,Tanium,Device,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00061931,A0010545,Microsoft,Power BI Desktop,2024,2021-09-20,SCCM,Open Source,2026-05-31,2024,2024-01-01,2026-01-01,Analytics,-5.0,Unsupported,High
SWI00061932,A0010545,Microsoft,Power BI Desktop,2024,2021-09-20,Tanium,Enterprise,2026-05-31,2024,2024-01-01,2026-01-01,Analytics,-5.0,Unsupported,High
SWI00061933,A0010546,Microsoft,Windows 11 Enterprise,23H2,2018-12-21,Intune,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061934,A0010546,Microsoft,Windows 10 Enterprise,22H2,2018-12-21,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061935,A0010546,Google,Google Chrome,124,2018-12-21,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061936,A0010546,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-12-21,SCCM,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061937,A0010546,Mozilla,Firefox ESR,115,2018-12-21,Intune,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061938,A0010546,JetBrains,IntelliJ IDEA,2023.3,2018-12-21,Intune,Open Source,2026-05-31,2023.3,2023-12-01,2025-12-01,Development,-6.0,Unsupported,High
SWI00061939,A0010546,Microsoft,.NET,6,2018-12-21,Tanium,Enterprise,2026-05-31,6,2021-11-08,2024-11-12,Development,-18.6,Unsupported,High
SWI00061940,A0010546,Python Software Foundation,Python,3.8,2018-12-21,SCCM,Device,2026-05-31,3.8,2019-10-14,2024-10-07,Development,-19.8,Unsupported,High
SWI00061941,A0010546,Microsoft,Visual Studio Code,1.90,2018-12-21,SCCM,Enterprise,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00061942,A0010547,Mozilla,Firefox ESR,115,2023-06-20,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061943,A0010547,Microsoft,OneDrive,24.x,2023-06-20,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061944,A0010547,Microsoft,Windows 11 Enterprise,23H2,2023-06-20,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061945,A0010547,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-06-20,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061946,A0010547,Adobe,Adobe Acrobat Pro 2020,20,2023-06-20,Intune,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061947,A0010547,Microsoft,Visual Studio Code,1.90,2023-06-20,Tanium,Enterprise,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00061948,A0010547,Microsoft,Visual Studio Code,1.90,2023-06-20,Intune,User,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00061949,A0010547,Git,Git,2.43,2023-06-20,SCCM,Device,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00061950,A0010548,Adobe,Adobe Acrobat Pro 2020,20,2019-08-22,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061951,A0010548,Microsoft,Windows 11 Enterprise,23H2,2019-08-22,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061952,A0010548,Microsoft,Windows 10 Enterprise,22H2,2019-08-22,Intune,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061953,A0010548,Microsoft,OneDrive,24.x,2019-08-22,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061954,A0010548,Microsoft,Microsoft Teams Classic,1.6,2019-08-22,SCCM,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00061955,A0010548,Anaconda,Anaconda Distribution,2023.09,2019-08-22,SCCM,Open Source,2026-05-31,2023.09,2023-09-01,2025-09-01,Analytics,-9.0,Unsupported,High
SWI00061956,A0010548,Anaconda,Anaconda Distribution,2023.09,2019-08-22,SCCM,Device,2026-05-31,2023.09,2023-09-01,2025-09-01,Analytics,-9.0,Unsupported,High
SWI00061957,A0010548,OpenJS Foundation,Node.js,18,2019-08-22,SCCM,Device,2026-05-31,18,2022-04-19,2025-04-30,Development,-13.1,Unsupported,High
SWI00061958,A0010549,Google,Google Chrome,124,2019-11-19,Tanium,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061959,A0010549,Microsoft,Windows 11 Enterprise,23H2,2019-11-19,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061960,A0010549,Microsoft,Windows 10 Enterprise,22H2,2019-11-19,Intune,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061961,A0010549,Google,Google Chrome,124,2019-11-19,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061962,A0010549,Adobe,Adobe Acrobat Pro 2020,20,2019-11-19,Server Discovery,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061963,A0010550,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-08-28,Tanium,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061964,A0010550,Microsoft,Windows 11 Enterprise,23H2,2021-08-28,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061965,A0010550,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-08-28,Server Discovery,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061966,A0010550,Adobe,Adobe Acrobat Pro 2020,20,2021-08-28,SCCM,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061967,A0010550,Mozilla,Firefox ESR,115,2021-08-28,SCCM,Enterprise,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061968,A0010551,Google,Google Chrome,124,2019-06-30,SCCM,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061969,A0010551,Microsoft,Windows 11 Enterprise,23H2,2019-06-30,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061970,A0010551,Microsoft,Windows 11 Enterprise,23H2,2019-06-30,Server Discovery,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061971,A0010551,Google,Google Chrome,124,2019-06-30,Tanium,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061972,A0010551,Microsoft,OneDrive,24.x,2019-06-30,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061973,A0010552,Microsoft,OneDrive,24.x,2023-08-20,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061974,A0010552,Mozilla,Firefox ESR,115,2023-08-20,Tanium,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061975,A0010552,Mozilla,Firefox ESR,115,2023-08-20,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061976,A0010552,Adobe,Adobe Acrobat Pro 2020,20,2023-08-20,Intune,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061977,A0010552,Google,Google Chrome,124,2023-08-20,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061978,A0010552,OpenJS Foundation,Node.js,16,2023-08-20,SCCM,Device,2026-05-31,16,2021-04-20,2023-09-11,Development,-32.7,Unsupported,High
SWI00061979,A0010552,Python Software Foundation,Python,3.8,2023-08-20,SCCM,Device,2026-05-31,3.8,2019-10-14,2024-10-07,Development,-19.8,Unsupported,High
SWI00061980,A0010552,OpenJS Foundation,Node.js,16,2023-08-20,SCCM,Enterprise,2026-05-31,16,2021-04-20,2023-09-11,Development,-32.7,Unsupported,High
SWI00061981,A0010552,Microsoft,Visual Studio Code,1.90,2023-08-20,Intune,Enterprise,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00061982,A0010553,Microsoft,OneDrive,24.x,2018-08-04,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061983,A0010553,Google,Google Chrome,124,2018-08-04,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061984,A0010553,Microsoft,Windows 11 Enterprise,23H2,2018-08-04,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061985,A0010553,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-08-04,Intune,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00061986,A0010553,Microsoft,Windows 11 Enterprise,23H2,2018-08-04,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061987,A0010554,Google,Google Chrome,124,2019-08-21,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061988,A0010554,Microsoft,Windows 10 Enterprise,22H2,2019-08-21,Intune,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061989,A0010554,Microsoft,Windows 10 Enterprise,22H2,2019-08-21,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00061990,A0010554,Mozilla,Firefox ESR,115,2019-08-21,SCCM,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00061991,A0010554,Microsoft,Microsoft Teams Classic,1.6,2019-08-21,SCCM,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00061992,A0010554,Microsoft,.NET,8,2019-08-21,Intune,Enterprise,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00061993,A0010554,OpenJS Foundation,Node.js,18,2019-08-21,SCCM,User,2026-05-31,18,2022-04-19,2025-04-30,Development,-13.1,Unsupported,High
SWI00061994,A0010555,Microsoft,OneDrive,24.x,2022-08-09,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00061995,A0010555,Google,Google Chrome,124,2022-08-09,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00061996,A0010555,Adobe,Adobe Acrobat Pro 2020,20,2022-08-09,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00061997,A0010555,Microsoft,Windows 11 Enterprise,23H2,2022-08-09,Intune,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061998,A0010555,Microsoft,Windows 11 Enterprise,23H2,2022-08-09,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00061999,A0010556,Microsoft,Windows 10 Enterprise,22H2,2020-02-23,Tanium,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00062000,A0010556,Adobe,Adobe Acrobat Pro 2020,20,2020-02-23,Tanium,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062001,A0010556,Microsoft,OneDrive,24.x,2020-02-23,Tanium,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062002,A0010556,Google,Google Chrome,124,2020-02-23,SCCM,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00062003,A0010556,Microsoft,OneDrive,24.x,2020-02-23,Intune,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062004,A0010557,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-03-17,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00062005,A0010557,Adobe,Adobe Acrobat Pro 2020,20,2018-03-17,Server Discovery,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062006,A0010557,Microsoft,Microsoft Teams Classic,1.6,2018-03-17,SCCM,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062007,A0010557,Mozilla,Firefox ESR,115,2018-03-17,SCCM,Enterprise,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00062008,A0010557,Microsoft,Windows 10 Enterprise,22H2,2018-03-17,Server Discovery,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00062009,A0010558,Adobe,Adobe Acrobat Pro 2020,20,2019-10-06,Intune,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062010,A0010558,Adobe,Adobe Acrobat Pro 2020,20,2019-10-06,SCCM,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062011,A0010558,Microsoft,Windows 11 Enterprise,23H2,2019-10-06,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062012,A0010558,Adobe,Adobe Acrobat Pro 2020,20,2019-10-06,Tanium,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062013,A0010558,Microsoft,Windows 11 Enterprise,23H2,2019-10-06,Intune,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062014,A0010559,Microsoft,OneDrive,24.x,2023-06-23,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062015,A0010559,Microsoft,Windows 10 Enterprise,22H2,2023-06-23,Tanium,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00062016,A0010559,Mozilla,Firefox ESR,115,2023-06-23,Tanium,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00062017,A0010559,Microsoft,Windows 11 Enterprise,23H2,2023-06-23,Intune,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062018,A0010559,Microsoft,OneDrive,24.x,2023-06-23,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062019,A0010560,Microsoft,Microsoft Teams Classic,1.6,2019-10-12,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062020,A0010560,Microsoft,Microsoft Teams Classic,1.6,2019-10-12,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062021,A0010560,Microsoft,Windows 11 Enterprise,23H2,2019-10-12,Server Discovery,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062022,A0010560,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-10-12,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00062023,A0010560,Microsoft,Windows 10 Enterprise,22H2,2019-10-12,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00062024,A0010560,Atlassian,Bitbucket Data Center,8,2019-10-12,Tanium,User,2026-05-31,8,2022-09-01,2026-02-15,DevOps,-3.5,Unsupported,High
SWI00062025,A0010560,JetBrains,IntelliJ IDEA,2023.3,2019-10-12,Tanium,Open Source,2026-05-31,2023.3,2023-12-01,2025-12-01,Development,-6.0,Unsupported,High
SWI00062026,A0010560,IBM,IBM SPSS Statistics,29,2019-10-12,Intune,Open Source,2026-05-31,29,2022-09-01,2027-09-01,Analytics,15.0,Support Ending in 24 Months,Medium
SWI00062027,A0010560,Microsoft,.NET,8,2019-10-12,SCCM,User,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00062028,A0010561,Microsoft,Microsoft Teams Classic,1.6,2018-08-23,SCCM,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062029,A0010561,Microsoft,Microsoft Teams Classic,1.6,2018-08-23,Tanium,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062030,A0010561,Mozilla,Firefox ESR,115,2018-08-23,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00062031,A0010561,Microsoft,Windows 10 Enterprise,22H2,2018-08-23,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00062032,A0010561,Microsoft,Microsoft Teams Classic,1.6,2018-08-23,Intune,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00062033,A0010562,Mozilla,Firefox ESR,115,2019-06-26,Tanium,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00062034,A0010562,Microsoft,Windows 11 Enterprise,23H2,2019-06-26,Intune,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062035,A0010562,Google,Google Chrome,124,2019-06-26,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00062036,A0010562,Microsoft,Windows 11 Enterprise,23H2,2019-06-26,Server Discovery,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00062037,A0010562,Adobe,Adobe Acrobat Pro 2020,20,2019-06-26,Tanium,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062038,A0010562,Jenkins,Jenkins,2.401 LTS,2019-06-26,Tanium,Enterprise,2026-05-31,2.401 LTS,2023-04-01,2024-09-01,DevOps,-21.0,Unsupported,High
SWI00062039,A0010562,Docker,Docker Desktop,4.28,2019-06-26,Server Discovery,Enterprise,2026-05-31,4.28,2024-02-01,2026-02-01,Development,-4.0,Unsupported,High
SWI00062040,A0010562,Git,Git,2.43,2019-06-26,SCCM,User,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00062041,A0010562,Microsoft,Visual Studio Code,1.90,2019-06-26,Tanium,Device,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00062042,A0010562,Git,Git,2.43,2019-06-26,Intune,Device,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00062043,A0010563,Microsoft,OneDrive,24.x,2019-12-16,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062044,A0010563,Google,Google Chrome,124,2019-12-16,Intune,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00062045,A0010563,Microsoft,OneDrive,24.x,2019-12-16,Tanium,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00062046,A0010563,Adobe,Adobe Acrobat Pro 2020,20,2019-12-16,Server Discovery,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062047,A0010563,Adobe,Adobe Acrobat Pro 2020,20,2019-12-16,Intune,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00062048,A0010564,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-04-11,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00062049,A0010564,Mozilla,Firefox ESR,115,2021-04-11,Intune,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00062050,A0010564,Microsoft,Windows 10 Enterprise,22H2,2021-04-11,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
