Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority,Remediation_Priority,Cyber_Risk_Category
A0011801,LTP-011801,Laptop,HP,EliteBook 850 G9,LTPEEUX06CUVS,2020-08-18,2020-08-23,2023-08-18,1054.37,ATL004,BU003,Production,E001319,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.77,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,1,6,63.57,45.18,Medium,Accelerated,End User Computing / Branch
A0011806,LTP-011806,Laptop,HP,EliteBook 850 G9,LTPYSY7UANNXK,2021-04-02,2021-04-19,2026-04-01,1244.98,GTA027,BU004,Corporate,E015323,In Use,Network Discovery,2026-05-31,2022-05-01,2027-05-01,4,1500,5.12,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,4,24.61,35.23,Medium,Accelerated,End User Computing / Branch
A0011822,LTP-011822,Laptop,HP,EliteBook 850 G9,LTPWWIMS240TG,2021-06-05,2021-07-08,2026-06-04,1040.53,GTA059,BU010,Production,E014149,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,4.9,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,3,0,2,5,32.85,37.64,Medium,Accelerated,End User Computing / Branch
A0011859,LTP-011859,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPXW98L6NPQD,2023-06-14,2023-07-28,2027-06-13,1041.1,GTA008,BU003,Corporate,E009723,In Repair,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,2.85,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,2,1,0,3,23.3,33.16,Medium,Accelerated,End User Computing / Branch
A0011891,LTP-011891,Laptop,HP,EliteBook 840 G8,LTPS7G5MV1JXU,2022-09-17,2022-09-29,2025-09-16,899.14,QUE024,BU002,Corporate,E020585,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,3.67,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,2,0,2,6.08,55.3,High,Immediate,End User Computing / Branch
A0011920,LTP-011920,Laptop,HP,EliteBook 840 G8,LTP020H7IFRPD,2022-04-30,2022-06-12,2026-04-29,1162.94,GTA062,BU002,Branch,E003818,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.97,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,5,22.74,54.14,Medium,Immediate,End User Computing / Branch
A0011985,LTP-011985,Laptop,HP,EliteBook 840 G8,LTP7ZI16W9YPG,2023-10-13,2023-10-21,2026-10-12,1118.64,WST022,BU003,Branch,E013743,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,2.61,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,1,0,4,16.0,51.8,Medium,Immediate,End User Computing / Branch
A0011989,LTP-011989,Laptop,Dell,Latitude 5420,LTPPXOP2F78I6,2022-06-11,2022-06-21,2025-06-10,941.99,WST016,BU003,Branch,E017813,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,3.95,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,3,25.53,33.28,Medium,Accelerated,End User Computing / Branch
A0012036,LTP-012036,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPBPS0NUB1P2,2020-01-27,2020-02-26,2023-01-26,978.29,GTA080,BU004,Branch,E017760,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.26,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,1,10.27,28.51,Low,Accelerated,End User Computing / Branch
A0012053,LTP-012053,Laptop,HP,EliteBook 840 G8,LTPXRSQD2AFQ0,2022-08-26,2022-09-16,2027-08-25,1140.16,GTA010,BU009,Branch,E005308,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,3.71,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,1,0,1,9.24,45.46,Medium,Immediate,End User Computing / Branch
A0012067,LTP-012067,Laptop,Dell,Latitude 5420,LTPF4BHWYZYSS,2020-05-12,2020-06-01,2023-05-12,1053.71,GTA002,BU006,Production,E020662,Retired Pending Disposal,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.0,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,4,9.89,34.49,Medium,Accelerated,End User Computing / Branch
A0012076,LTP-012076,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPUQ4OAP0P67,2018-08-17,2018-09-21,2022-08-16,1317.13,QUE006,BU003,Branch,E007092,In Repair,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,7.7,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,1,0,3,13.1,32.66,Medium,Accelerated,End User Computing / Branch
A0012088,LTP-012088,Laptop,HP,EliteBook 840 G8,LTPN0I6BNDVAR,2019-11-27,2019-12-14,2022-11-26,890.1,TOR004,BU004,Corporate,E015302,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,6.47,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,6,53.8,57.69,High,Immediate,End User Computing / Branch
A0012118,LTP-012118,Laptop,Dell,Latitude 5420,LTPJOD1J1L64Q,2022-11-24,2023-01-04,2026-11-23,1005.9,ONR017,BU002,Production,E014372,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,3.41,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,3,11.4,32.57,Medium,Accelerated,End User Computing / Branch
A0012128,LTP-012128,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPVGB3NR5FF4,2019-09-21,2019-10-28,2022-09-20,1280.45,WST016,BU005,Branch,E015319,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.6,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,6,39.32,39.97,Medium,Accelerated,End User Computing / Branch
A0012133,LTP-012133,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPJU9K9ZRUT3,2019-06-19,2019-07-16,2023-06-18,1247.33,TOR005,BU003,Corporate,E011742,In Use,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,6.88,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,9.08,30.45,Medium,Accelerated,End User Computing / Branch
A0012158,LTP-012158,Laptop,HP,EliteBook 840 G8,LTP1QJGDZY8Y5,2020-05-11,2020-06-12,2023-05-11,1160.5,QUE018,BU005,Branch,E012624,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,5.97,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,3,0,2,3,27.32,50.37,Medium,Immediate,End User Computing / Branch
A0012169,LTP-012169,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPYLIZJFP7XR,2020-05-04,2020-05-23,2023-05-04,1352.68,GTA060,BU001,Non-Production,E012809,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.03,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,3,1,1,3,18.03,36.9,Medium,Accelerated,End User Computing / Branch
A0012174,LTP-012174,Laptop,HP,EliteBook 840 G8,LTP8E04N8E3K0,2022-08-05,2022-08-16,2026-08-04,908.32,GTA008,BU007,Corporate,E011902,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.79,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,2,0,2,8,47.94,61.4,High,Immediate,End User Computing / Branch
A0012177,LTP-012177,Laptop,Dell,Latitude 5420,LTP98GLBBUA9G,2023-04-18,2023-06-01,2027-04-17,1006.73,DC1001,BU001,Production,E001818,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,3.0,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,2,7,47.8,42.39,Medium,Accelerated,End User Computing / Branch
A0012225,LTP-012225,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPMNLV0Y9S4D,2020-01-19,2020-01-28,2023-01-18,948.06,QUE017,BU001,Corporate,E014497,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.34,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,4,1,1,5,47.69,42.38,Medium,Accelerated,End User Computing / Branch
A0012266,LTP-012266,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPRML8RMJBY9,2019-12-09,2019-12-10,2023-12-08,1295.21,ONR015,BU003,Branch,E002767,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,6.48,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,3,18.21,32.91,Medium,Accelerated,End User Computing / Branch
A0012268,LTP-012268,Laptop,Dell,Latitude 5420,LTPE8G8T2ITUE,2020-05-30,2020-06-12,2024-05-29,865.47,GTA006,BU008,Branch,E021154,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,5.97,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,3,1,1,4,33.7,39.68,Medium,Accelerated,End User Computing / Branch
A0012298,LTP-012298,Laptop,HP,EliteBook 840 G8,LTP9LZPXL992Z,2018-11-02,2018-12-05,2021-11-01,1162.99,GTA048,BU004,Production,E000194,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.49,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,4,26.92,52.35,Medium,Immediate,End User Computing / Branch
A0012320,LTP-012320,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP0XYVKIVIF4,2019-08-23,2019-09-11,2022-08-22,967.07,WST027,BU001,Branch,E005793,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.72,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,12.88,30.64,Medium,Accelerated,End User Computing / Branch
A0012334,LTP-012334,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPZD36W5I70I,2024-05-08,2024-05-09,2027-05-08,1025.81,GTA011,BU001,Corporate,E019984,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,2.06,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,2,1,1,2,13.36,34.67,Medium,Accelerated,End User Computing / Branch
A0012346,LTP-012346,Laptop,HP,EliteBook 850 G9,LTPXFY4QBK20B,2020-11-04,2020-11-25,2024-11-03,1222.03,GTA002,BU001,Branch,E003082,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.52,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,4,0,3,1,1.47,32.07,Medium,Accelerated,End User Computing / Branch
A0012347,LTP-012347,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPH0DAKG434U,2021-12-13,2021-12-15,2026-12-12,991.42,ATL015,BU001,Production,E001618,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.46,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,27.64,37.38,Medium,Accelerated,End User Computing / Branch
A0012352,LTP-012352,Laptop,HP,EliteBook 850 G9,LTPBH8O3GCEFY,2021-11-22,2021-12-18,2024-11-21,1265.06,ONR008,BU003,Branch,E019244,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,4.45,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,3,10.94,32.55,Medium,Accelerated,End User Computing / Branch
A0012385,LTP-012385,Laptop,Dell,Latitude 5420,LTPTM72X0MLRS,2022-09-01,2022-10-12,2025-08-31,1037.48,GTA007,BU001,Corporate,E020032,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,3.64,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,5,40.67,38.03,Medium,Accelerated,End User Computing / Branch
A0012400,LTP-012400,Laptop,Dell,Latitude 5420,LTPURKSLSUUND,2022-10-13,2022-11-06,2026-10-12,1153.5,GTA069,BU009,Branch,E006624,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,3.57,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,3,1,0,5,39.1,37.96,Medium,Accelerated,End User Computing / Branch
A0012401,LTP-012401,Laptop,HP,EliteBook 850 G9,LTPF5EJQ45R6O,2018-07-30,2018-08-30,2021-07-29,1055.92,WST012,BU001,Production,E001411,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,7.76,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,4,17.21,34.86,Medium,Accelerated,End User Computing / Branch
A0012408,LTP-012408,Laptop,Dell,Latitude 5420,LTPW6FZM7VFG3,2018-08-26,2018-09-03,2021-08-25,1105.8,QUE006,BU010,Production,E016560,In Stock,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.75,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,2,20.7,31.04,Medium,Accelerated,End User Computing / Branch
A0012412,LTP-012412,Laptop,HP,EliteBook 850 G9,LTPTZNXO4RMZO,2020-11-05,2020-11-08,2023-11-05,1258.05,WST010,BU001,Production,E001007,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,5.56,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,9,61.28,47.06,Medium,Accelerated,End User Computing / Branch
A0012416,LTP-012416,Laptop,HP,EliteBook 840 G8,LTPB0ZIZS2AI4,2024-03-03,2024-03-30,2028-03-02,919.78,QUE013,BU002,Branch,E016752,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,2.17,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,3,1,1,5,37.62,58.88,High,Immediate,End User Computing / Branch
A0012423,LTP-012423,Laptop,Dell,Latitude 5420,LTPQQ979JQ2J6,2022-04-12,2022-05-16,2026-04-11,914.14,WST030,BU001,Production,E002638,In Stock,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.05,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,3,1,0,4,19.91,35.0,Medium,Accelerated,End User Computing / Branch
A0012431,LTP-012431,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPON5GHXY8K9,2024-10-18,2024-10-21,2028-10-17,1123.21,GTA012,BU003,Production,E000945,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,1.61,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,45.91,38.3,Medium,Accelerated,End User Computing / Branch
A0012434,LTP-012434,Laptop,HP,EliteBook 840 G8,LTPOYOVUKBTYT,2024-12-02,2025-01-11,2027-12-02,899.37,GTA052,BU001,Production,E010857,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,1.39,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,2,0,2,4,37.54,52.88,Medium,Immediate,End User Computing / Branch
A0012489,LTP-012489,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP1H56LP9TR0,2018-07-27,2018-08-25,2022-07-26,1218.82,GTA012,BU001,Production,E009681,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.77,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,2,7,39.39,41.97,Medium,Accelerated,End User Computing / Branch
A0012502,LTP-012502,Laptop,HP,EliteBook 840 G8,LTPWHJ634M81S,2019-10-13,2019-11-21,2023-10-12,998.1,ONR002,BU001,Branch,E007020,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,6.53,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,1,0,9,41.61,63.08,High,Immediate,End User Computing / Branch
A0012509,LTP-012509,Laptop,Dell,Latitude 5420,LTPY9DZBMK56S,2020-05-27,2020-06-11,2024-05-26,966.13,GTA038,BU003,Corporate,E020352,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,5.97,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,3,0,2,2,17.11,30.86,Medium,Accelerated,End User Computing / Branch
A0012521,LTP-012521,Laptop,HP,EliteBook 850 G9,LTP99ZWC29UUJ,2020-04-18,2020-05-26,2023-04-18,1173.08,GTA058,BU004,Production,E011739,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,6.02,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,4,1,1,6,46.69,44.33,Medium,Accelerated,End User Computing / Branch
A0012545,LTP-012545,Laptop,HP,EliteBook 850 G9,LTPZXSEE7O9RQ,2023-08-11,2023-08-20,2027-08-10,1083.57,QUE016,BU003,Corporate,E021872,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,2.78,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,2,8.2,30.41,Medium,Accelerated,End User Computing / Branch
A0012567,LTP-012567,Laptop,Dell,Latitude 5420,LTPUII573N3WR,2020-02-21,2020-03-24,2024-02-20,892.1,WST029,BU003,Branch,E018665,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.19,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,1,6,34.45,43.72,Medium,Accelerated,End User Computing / Branch
A0012613,LTP-012613,Laptop,HP,EliteBook 840 G8,LTPPIEVVUFH2J,2023-08-26,2023-09-11,2026-08-25,1215.45,GTA079,BU004,Production,E005006,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,2.72,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,1,0,9,68.53,64.43,High,Immediate,End User Computing / Branch
A0012617,LTP-012617,Laptop,HP,EliteBook 850 G9,LTP9HH8VOXBEA,2021-09-23,2021-10-07,2025-09-22,1012.09,GTA034,BU001,Production,E012526,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,4.65,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,5,21.52,37.08,Medium,Accelerated,End User Computing / Branch
A0012671,LTP-012671,Laptop,HP,EliteBook 850 G9,LTPVIVJ4BONHG,2020-11-05,2020-12-20,2023-11-05,1358.6,GTA044,BU002,Production,E008694,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.45,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,13,96.5,50.82,Medium,Accelerated,End User Computing / Branch
A0012701,LTP-012701,Laptop,HP,EliteBook 850 G9,LTP44RGW6WKS8,2021-08-12,2021-09-07,2026-08-11,1258.73,ATL013,BU002,Production,E018698,In Use,Network Discovery,2026-05-31,2022-05-01,2027-05-01,4,1500,4.73,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,11,75.4,49.77,Medium,Accelerated,End User Computing / Branch
A0012705,LTP-012705,Laptop,Dell,Latitude 5420,LTPLCBPQ5CDHU,2021-02-17,2021-03-17,2025-02-16,1012.47,GTA034,BU004,Production,E002404,In Repair,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.21,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,4,23.17,35.16,Medium,Accelerated,End User Computing / Branch
A0012708,LTP-012708,Laptop,Dell,Latitude 5420,LTP4YMOQNUME8,2021-11-23,2021-12-07,2024-11-22,909.55,ONR017,BU001,Branch,E013738,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.48,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,3,38.33,33.92,Medium,Accelerated,End User Computing / Branch
A0012722,LTP-012722,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPI0VP3JZTAC,2025-04-29,2025-05-29,2030-04-28,1296.97,GTA066,BU002,Branch,E001653,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,1.01,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,3,1,2,2,21.87,39.09,Medium,Accelerated,End User Computing / Branch
A0012736,LTP-012736,Laptop,Dell,Latitude 5420,LTPFBN90QET24,2018-10-29,2018-11-05,2021-10-28,955.95,DC2001,BU002,Disaster Recovery,E020156,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,7.57,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,5,40.94,38.05,Medium,Accelerated,End User Computing / Branch
A0012738,LTP-012738,Laptop,HP,EliteBook 850 G9,LTPHC38YCNPHK,2020-07-06,2020-08-15,2023-07-06,1125.35,GTA035,BU001,Branch,E011187,In Use,Network Discovery,2026-05-31,2022-05-01,2027-05-01,4,1500,5.8,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,6,40.02,40.0,Medium,Accelerated,End User Computing / Branch
A0012764,LTP-012764,Laptop,HP,EliteBook 840 G8,LTPA671V638P3,2018-06-25,2018-07-09,2023-06-24,908.09,GTA074,BU001,Branch,E002119,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,7.9,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,3,0,2,6,39.15,56.96,High,Immediate,End User Computing / Branch
A0012776,LTP-012776,Laptop,Dell,Latitude 5420,LTPWYJMCUC3QU,2018-03-02,2018-03-08,2022-03-01,1091.63,ONR013,BU001,Non-Production,E001503,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,8.24,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,2,5,17.79,36.89,Medium,Accelerated,End User Computing / Branch
A0012843,LTP-012843,Laptop,Dell,Latitude 5420,LTP9XDQFFNX97,2021-04-01,2021-05-15,2024-03-31,1166.83,GTA080,BU002,Production,E018851,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.05,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,7,47.07,42.35,Medium,Accelerated,End User Computing / Branch
A0012850,LTP-012850,Laptop,HP,EliteBook 850 G9,LTPZCW64C08PJ,2020-10-08,2020-10-31,2024-10-07,1271.24,WST011,BU001,Production,E003150,In Stock,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,5.59,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,3,16.28,32.81,Medium,Accelerated,End User Computing / Branch
A0012851,LTP-012851,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPL318N9BJ20,2018-06-24,2018-07-08,2021-06-23,1285.44,WST017,BU001,Corporate,E003310,In Stock,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.9,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,1,0,2,17.84,30.89,Medium,Accelerated,End User Computing / Branch
A0012856,LTP-012856,Laptop,HP,EliteBook 850 G9,LTPRJ5PGT3FQ9,2018-05-27,2018-06-05,2021-05-26,1003.95,WST030,BU003,Corporate,E011337,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,7.99,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,0,2,3,18.03,32.9,Medium,Accelerated,End User Computing / Branch
A0012858,LTP-012858,Laptop,HP,EliteBook 850 G9,LTP65MWR2ZFXY,2022-07-08,2022-08-03,2025-07-07,1347.61,WST011,BU001,Production,E016061,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,3.83,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,1,3.23,28.16,Low,Accelerated,End User Computing / Branch
A0012869,LTP-012869,Laptop,Dell,Latitude 5420,LTP4BQJL4A6O8,2022-07-29,2022-09-02,2025-07-28,1031.93,GTA018,BU002,Branch,E014876,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,3.75,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,6,32.62,39.63,Medium,Accelerated,End User Computing / Branch
A0012885,LTP-012885,Laptop,HP,EliteBook 840 G8,LTP98WGI7PEW3,2025-01-15,2025-01-30,2028-01-15,956.03,QUE019,BU004,Production,E016422,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,1.34,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,3,0,3,5,36.22,58.81,High,Immediate,End User Computing / Branch
A0012895,LTP-012895,Laptop,HP,EliteBook 840 G8,LTPYR37U1YWAL,2022-05-16,2022-05-25,2025-05-15,860.95,GTA037,BU002,Branch,E016782,In Stock,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.02,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,2,1,0,3,20.0,50.0,Medium,Immediate,End User Computing / Branch
A0012938,LTP-012938,Laptop,HP,EliteBook 850 G9,LTPPK8YH51AWP,2018-02-16,2018-03-23,2023-02-15,1135.47,QUE021,BU001,Production,E018304,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,8.19,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,2,13.96,30.7,Medium,Accelerated,End User Computing / Branch
A0012943,LTP-012943,Laptop,HP,EliteBook 850 G9,LTPRETCS8GJVF,2019-04-08,2019-04-17,2022-04-07,1306.76,QUE003,BU001,Production,E000098,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,7.13,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,1,0,0,0.0,26.0,Low,Accelerated,End User Computing / Branch
A0012983,LTP-012983,Laptop,Dell,Latitude 5420,LTP3BA2HMT7G8,2019-02-21,2019-02-27,2022-02-20,894.53,QUE012,BU001,Branch,E002970,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.26,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,2,0,4,17.69,42.88,Medium,Accelerated,End User Computing / Branch
A0012984,LTP-012984,Laptop,HP,EliteBook 850 G9,LTPYPOZCDU2A5,2018-12-26,2019-01-20,2023-12-25,1206.35,GTA029,BU003,Production,E002973,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,7.36,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,3,2,0,5,29.46,45.47,Medium,Accelerated,End User Computing / Branch
A0013039,LTP-013039,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPNDEZJ1MZPA,2022-07-29,2022-09-07,2026-07-28,1290.59,GTA009,BU003,Corporate,E000587,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.73,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,2,11.32,30.57,Medium,Accelerated,End User Computing / Branch
