Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority
A0015220,DSK-015220,Desktop,Lenovo,ThinkCentre M90q,DSKV34GSXG0EG,2021-04-11,2021-05-05,2025-04-10,941.72,GTA053,BU002,Production,E021960,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,5.08,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,2,0,2,5,21.98,54.1,Medium
A0015221,DSK-015221,Desktop,HP,EliteDesk 800 G9,DSKFFQXB5EMOA,2023-06-06,2023-07-19,2026-06-05,763.32,WST029,BU010,Production,E000032,In Repair,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,2.87,Under Warranty,39.0,Supported,0,0,0,0,1100,0,0,0,4,24.15,9.21,Low
A0015222,DSK-015222,Desktop,Dell,OptiPlex 7010,DSKMKYB26LNCV,2023-08-20,2023-10-03,2028-08-18,837.63,QUE013,BU009,Disaster Recovery,E020345,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,2.66,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,5,29.26,21.46,Low
A0015223,DSK-015223,Desktop,Lenovo,ThinkCentre M90q,DSK5UIFH03EWA,2020-01-18,2020-01-20,2024-01-17,689.24,GTA064,BU001,Branch,E021836,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,6.37,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,2,0,1,8,49.86,57.49,High
A0015224,DSK-015224,Desktop,Dell,OptiPlex 7090,DSK52VEFMYSOI,2024-05-13,2024-05-18,2028-05-12,827.37,GTA080,BU001,Production,E006021,Retired Pending Disposal,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,2.04,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,5,27.34,29.37,Low
A0015225,DSK-015225,Desktop,Lenovo,ThinkCentre M90q,DSK8Z3IGY395I,2021-02-20,2021-03-21,2024-02-20,856.53,GTA070,BU001,Production,E004542,In Use,SCCM,2026-05-31,2021-06-01,2026-06-01,5,1000,5.2,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,2,0,1,1,3.16,41.16,Medium
A0015226,DSK-015226,Desktop,Dell,OptiPlex 7010,DSKS7LAJ1GAEG,2024-11-13,2024-11-30,2027-11-13,801.3,GTA029,BU002,Disaster Recovery,E003200,In Stock,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,1.5,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,6,27.18,23.36,Low
A0015227,DSK-015227,Desktop,Dell,OptiPlex 7010,DSKVI173JK0UM,2022-12-25,2023-01-11,2025-12-24,827.78,GTA060,BU003,Corporate,E001169,In Repair,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,3.39,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,1,0.67,12.03,Low
A0015228,DSK-015228,Desktop,HP,EliteDesk 800 G9,DSK1S3E2GLY1D,2021-12-07,2021-12-20,2025-12-06,867.41,GTA054,BU004,Branch,E000924,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,4.45,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,1,9,62.72,25.14,Low
A0015229,DSK-015229,Desktop,Dell,OptiPlex 7090,DSK3T4PGSLQES,2020-03-14,2020-04-28,2023-03-14,751.71,GTA032,BU008,Production,E003198,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,6.09,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,1,4,32.42,31.62,Medium
A0015230,DSK-015230,Desktop,Dell,OptiPlex 7010,DSK2JH2F7VXLY,2024-02-08,2024-03-12,2029-02-06,774.58,WST029,BU004,Production,E004226,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,2.22,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,0,8,57.04,28.85,Low
A0015231,DSK-015231,Desktop,Dell,OptiPlex 7010,DSKGZ6OF6PT6K,2021-12-24,2022-02-02,2024-12-23,861.67,GTA036,BU005,Branch,E019816,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,4.33,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,8,83.21,30.16,Medium
A0015232,DSK-015232,Desktop,HP,EliteDesk 800 G9,DSKENAOLQ3LZL,2019-10-03,2019-11-04,2023-10-02,1040.18,WST014,BU001,Corporate,E002878,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,6.58,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,9,82.39,22.12,Low
A0015233,DSK-015233,Desktop,Lenovo,ThinkCentre M90q,DSKXJH3VE0XTJ,2024-09-10,2024-09-16,2027-09-10,650.14,WST001,BU008,Branch,E010484,In Use,SCCM,2026-05-31,2021-06-01,2026-06-01,5,1000,1.71,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,0,0,0,2,9.33,39.47,Medium
A0015234,DSK-015234,Desktop,Dell,OptiPlex 7090,DSKDNPT0R8DBR,2022-03-27,2022-04-09,2027-03-26,759.14,QUE020,BU001,Branch,E013624,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,4.15,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,1,2.17,20.11,Low
A0015235,DSK-015235,Desktop,Dell,OptiPlex 7010,DSK0TYA2S63WO,2024-06-06,2024-06-11,2027-06-06,806.65,QUE020,BU001,Corporate,E013565,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,1.97,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,6,31.54,23.58,Low
A0015236,DSK-015236,Desktop,Dell,OptiPlex 7090,DSKZ1AB6V0I36,2021-03-01,2021-04-05,2024-02-29,694.36,WST005,BU008,Production,E013188,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,5.16,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,7,49.07,34.45,Medium
A0015237,DSK-015237,Desktop,Dell,OptiPlex 7010,DSKFJ4Q3WZOKX,2019-08-29,2019-09-12,2022-08-28,713.22,GTA036,BU004,Disaster Recovery,E002937,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,6.72,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,0,5,44.86,22.24,Low
A0015238,DSK-015238,Desktop,Dell,OptiPlex 7010,DSK9QJP9F1NRN,2021-06-22,2021-07-22,2024-06-21,921.1,GTA026,BU002,Corporate,E004204,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,4.86,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,0,4,30.66,19.53,Low
A0015239,DSK-015239,Desktop,Lenovo,ThinkCentre M90q,DSK0AOVI9J49N,2022-09-01,2022-10-03,2025-08-31,870.74,ONR012,BU010,Production,E010100,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,3.66,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,3,15.06,41.75,Medium
A0015240,DSK-015240,Desktop,Dell,OptiPlex 7010,DSKQO49RHHV45,2023-08-04,2023-08-27,2028-08-02,760.34,GTA001,BU005,Branch,E008023,In Use,Intune,2026-05-31,2022-08-01,2027-08-01,5,1050,2.77,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,1,1,0,1,5.81,20.29,Low
A0015241,DSK-015241,Desktop,Dell,OptiPlex 7090,DSKT4XYXNVQYS,2021-08-24,2021-09-07,2024-08-23,668.13,GTA065,BU003,Non-Production,E013717,In Use,Network Discovery,2026-05-31,2021-02-01,2027-03-01,5,950,4.73,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,4,20.41,27.02,Low
A0015242,DSK-015242,Desktop,Dell,OptiPlex 7090,DSK5L8CLUU5DG,2018-12-13,2018-12-28,2021-12-12,677.24,GTA072,BU003,Branch,E014325,In Use,Intune,2026-05-31,2021-02-01,2027-03-01,5,950,7.43,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,4,37.56,27.88,Low
A0015243,DSK-015243,Desktop,Lenovo,ThinkCentre M90q,DSKT8UYFVS56V,2022-08-31,2022-09-13,2026-08-30,883.02,GTA067,BU001,Non-Production,E020484,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,3.72,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,0,0,0,2,14.44,39.72,Medium
A0015244,DSK-015244,Desktop,Dell,OptiPlex 7010,DSKQ3864ALC5R,2019-11-12,2019-12-19,2022-11-11,757.45,GTA040,BU002,Branch,E017803,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,6.45,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,1,0,4,43.4,28.17,Low
A0015245,DSK-015245,Desktop,Dell,OptiPlex 7010,DSKRABOQ8N5RR,2023-04-05,2023-05-15,2026-04-04,693.95,GTA038,BU003,Production,E018727,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,3.05,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,1,0,3,8.48,24.42,Low
A0015246,DSK-015246,Desktop,HP,EliteDesk 800 G9,DSKQ61RZVQ37Y,2023-12-26,2023-12-28,2028-12-24,990.32,DR1001,BU001,Branch,E003706,In Use,Intune,2026-05-31,2022-09-01,2029-09-01,5,1100,2.43,Under Warranty,39.0,Supported,0,0,0,0,1100,2,1,0,7,61.03,25.05,Low
A0015247,DSK-015247,Desktop,Dell,OptiPlex 7090,DSKAAJ88UBREC,2020-03-11,2020-04-25,2024-03-10,633.2,GTA077,BU008,Branch,E012679,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,6.1,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,2,1,0,4,26.75,35.34,Medium
A0015248,DSK-015248,Desktop,Dell,OptiPlex 7010,DSKS6ZLLIQM7T,2019-09-18,2019-10-10,2022-09-17,809.55,QUE004,BU001,Branch,E013200,In Use,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,6.64,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,2,9.39,14.47,Low
A0015249,DSK-015249,Desktop,Dell,OptiPlex 7010,DSK6HZ98JJ3KY,2025-11-02,2025-11-04,2028-11-01,921.18,GTA046,BU004,Disaster Recovery,E011258,In Stock,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,0.57,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,1,3,22.1,21.1,Low
A0015250,DSK-015250,Desktop,Dell,OptiPlex 7010,DSKLAE4SB0MWJ,2021-08-26,2021-09-14,2025-08-25,940.19,ATL008,BU002,Non-Production,E020256,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,4.71,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,4,36.67,19.83,Low
A0015251,DSK-015251,Desktop,Dell,OptiPlex 7090,DSK1JYDKHW2CD,2024-12-26,2025-02-09,2027-12-26,779.03,GTA019,BU004,Corporate,E019664,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,1.31,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,2,18.74,22.94,Low
A0015252,DSK-015252,Desktop,Dell,OptiPlex 7090,DSKQHAVW3G90K,2018-09-06,2018-09-16,2022-09-05,870.16,WST003,BU001,Branch,E019835,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,7.71,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,0,0.0,18.0,Low
A0015253,DSK-015253,Desktop,HP,EliteDesk 800 G9,DSKCNOO6N75KH,2023-02-16,2023-03-07,2028-02-15,778.14,QUE023,BU002,Non-Production,E000454,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,3.24,Under Warranty,39.0,Supported,0,0,0,0,1100,1,0,0,2,21.75,5.09,Low
A0015254,DSK-015254,Desktop,HP,EliteDesk 800 G9,DSKU35ZEYOJJL,2020-08-23,2020-09-15,2025-08-22,716.86,GTA011,BU009,Production,E013379,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,5.71,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,0,6,65.54,15.28,Low
A0015255,DSK-015255,Desktop,Dell,OptiPlex 7090,DSK6W4ALFP3PS,2022-06-13,2022-07-19,2025-06-12,897.72,DC1001,BU008,Production,E020424,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,3.87,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,4,12.16,26.61,Low
A0015256,DSK-015256,Desktop,HP,EliteDesk 800 G9,DSK7XBF45YTGC,2021-10-11,2021-10-16,2024-10-10,973.47,WST027,BU001,Branch,E011480,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,4.63,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,1,2,14.69,8.73,Low
A0015257,DSK-015257,Desktop,Dell,OptiPlex 7010,DSKF3H4MNTT0U,2022-05-12,2022-06-12,2025-05-11,997.48,GTA029,BU001,Production,E007670,In Use,Network Discovery,2026-05-31,2022-08-01,2027-08-01,5,1050,3.97,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,1,4,40.57,24.03,Low
A0015258,DSK-015258,Desktop,Lenovo,ThinkCentre M90q,DSKFJ5X9I0QN5,2025-09-21,2025-10-20,2028-09-20,690.89,QUE015,BU009,Production,E009488,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,0.62,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,1,1,0,3,17.2,49.86,Medium
A0015259,DSK-015259,Desktop,Lenovo,ThinkCentre M90q,DSK5LEHWHDRE5,2019-07-03,2019-07-13,2022-07-02,735.42,GTA016,BU004,Branch,E017747,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,6.89,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,1,0,0,4,24.89,44.24,Medium
A0015260,DSK-015260,Desktop,Dell,OptiPlex 7090,DSKOU7RKJK2EQ,2025-01-02,2025-02-02,2029-01-01,736.38,QUE011,BU010,Production,E005665,In Use,Network Discovery,2026-05-31,2021-02-01,2027-03-01,5,950,1.33,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,2,1,0,3,16.56,32.83,Medium
A0015261,DSK-015261,Desktop,Lenovo,ThinkCentre M90q,DSKPBVTV9ZQH2,2019-10-20,2019-11-30,2023-10-19,900.61,QUE004,BU001,Branch,E004913,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,6.51,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,1,0,0,5,25.42,46.27,Medium
A0015262,DSK-015262,Desktop,HP,EliteDesk 800 G9,DSKXJ565RIPNP,2018-04-10,2018-05-17,2022-04-09,832.07,GTA035,BU001,Branch,E013970,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,8.04,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,4,33.28,9.66,Low
A0015263,DSK-015263,Desktop,Lenovo,ThinkCentre M90q,DSK2JAXMPCYW7,2021-01-18,2021-02-15,2024-01-18,926.04,GTA032,BU001,Production,E013170,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,5.29,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,2,11.3,39.56,Medium
A0015264,DSK-015264,Desktop,HP,EliteDesk 800 G9,DSKQ35B9T8PG0,2019-12-14,2020-01-19,2022-12-13,805.3,GTA034,BU003,Production,E013224,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,6.37,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,7,48.64,16.43,Low
A0015265,DSK-015265,Desktop,Dell,OptiPlex 7010,DSK3HROB2RWUC,2020-02-08,2020-03-20,2023-02-07,762.73,GTA072,BU006,Non-Production,E016610,In Use,Intune,2026-05-31,2022-08-01,2027-08-01,5,1050,6.2,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,1,0,4,22.09,27.1,Low
A0015266,DSK-015266,Desktop,Dell,OptiPlex 7090,DSKZDD5E88850,2021-12-27,2022-01-07,2024-12-26,902.39,DR1001,BU001,Production,E013862,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,4.4,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,1,9.34,20.47,Low
A0015267,DSK-015267,Desktop,Dell,OptiPlex 7090,DSK16JEMFYEFQ,2021-03-12,2021-03-17,2026-03-11,632.78,WST022,BU001,Corporate,E019677,In Use,Network Discovery,2026-05-31,2021-02-01,2027-03-01,5,950,5.21,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,1,9.69,20.48,Low
A0015268,DSK-015268,Desktop,Lenovo,ThinkCentre M90q,DSKBT180VRTYW,2022-12-17,2023-01-17,2026-12-16,720.51,ATL013,BU005,Corporate,E021105,Retired Pending Disposal,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,3.37,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,3,1,0,5,42.26,55.11,High
A0015269,DSK-015269,Desktop,Lenovo,ThinkCentre M90q,DSKHSW5HDND6I,2021-08-23,2021-09-08,2024-08-22,708.99,WST023,BU001,Branch,E003728,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,4.73,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,1,0,0,3,14.44,41.72,Medium
A0015270,DSK-015270,Desktop,Dell,OptiPlex 7090,DSKAUS0VF9MZC,2022-10-24,2022-10-30,2025-10-23,723.38,ONR003,BU001,Branch,E003576,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,3.59,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,5,46.73,30.34,Medium
A0015271,DSK-015271,Desktop,HP,EliteDesk 800 G9,DSK38CR2Y4AY3,2020-10-17,2020-11-21,2023-10-17,1019.3,ONR009,BU001,Production,E007937,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,5.53,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,6,17.45,12.87,Low
A0015272,DSK-015272,Desktop,Lenovo,ThinkCentre M90q,DSKVEY1JWTM1P,2018-01-30,2018-02-01,2022-01-29,882.68,GTA004,BU002,Production,E004786,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,8.33,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,4,7.63,43.38,Medium
A0015273,DSK-015273,Desktop,Lenovo,ThinkCentre M90q,DSKMR6T0TRBVY,2022-09-26,2022-11-09,2026-09-25,752.77,GTA046,BU001,Branch,E021825,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,3.56,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,1,0,1,3,10.76,45.54,Medium
A0015274,DSK-015274,Desktop,Lenovo,ThinkCentre M90q,DSKFS21NNYOO4,2021-09-02,2021-09-19,2024-09-01,779.9,QUE002,BU006,Corporate,E005908,In Use,SCCM,2026-05-31,2021-06-01,2026-06-01,5,1000,4.7,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,6,40.95,49.05,Medium
A0015275,DSK-015275,Desktop,HP,EliteDesk 800 G9,DSKYNOE0K6RII,2020-09-03,2020-09-18,2024-09-02,915.57,ONR011,BU002,Production,E015941,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,5.7,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,3,16.45,6.82,Low
A0015276,DSK-015276,Desktop,Dell,OptiPlex 7090,DSK0DXRKRBJ6X,2019-01-18,2019-02-20,2024-01-17,863.04,GTA026,BU004,Corporate,E017999,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,7.28,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,1,0,3,30.16,33.51,Medium
A0015277,DSK-015277,Desktop,HP,EliteDesk 800 G9,DSK9GBQ4AVET0,2021-04-06,2021-04-13,2024-04-05,876.69,GTA064,BU003,Non-Production,E011153,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,5.14,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,3,11.23,6.56,Low
A0015278,DSK-015278,Desktop,HP,EliteDesk 800 G9,DSKK6KM0APN6H,2023-11-12,2023-11-17,2026-11-11,996.19,GTA067,BU001,Production,E012830,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,2.54,Under Warranty,39.0,Supported,0,0,0,0,1100,0,0,0,1,8.01,2.4,Low
A0015279,DSK-015279,Desktop,HP,EliteDesk 800 G9,DSKA2D9QBRGH9,2019-03-09,2019-04-12,2022-03-08,1009.05,GTA064,BU009,Branch,E020327,In Stock,Network Discovery,2026-05-31,2022-09-01,2029-09-01,5,1100,7.14,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,0,8,66.96,19.35,Low
A0015280,DSK-015280,Desktop,HP,EliteDesk 800 G9,DSKIGX1O0B835,2019-04-02,2019-04-22,2024-03-31,876.02,ATL010,BU001,Production,E000551,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,7.11,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,0,7,44.33,16.22,Low
A0015281,DSK-015281,Desktop,Dell,OptiPlex 7010,DSKYZL92EY6TD,2021-12-23,2022-01-22,2025-12-22,702.29,WST013,BU004,Non-Production,E016518,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,4.36,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,1,5.31,12.27,Low
A0015282,DSK-015282,Desktop,HP,EliteDesk 800 G9,DSKOJ38HW3WBG,2019-11-20,2019-12-12,2023-11-19,741.69,ATL015,BU002,Branch,E008225,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,6.47,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,0,8,24.45,17.22,Low
A0015283,DSK-015283,Desktop,Dell,OptiPlex 7090,DSKB222V16N80,2024-10-04,2024-10-20,2029-10-03,763.94,ATL015,BU002,Production,E002710,In Use,Intune,2026-05-31,2021-02-01,2027-03-01,5,950,1.62,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,4,10.72,26.54,Low
A0015284,DSK-015284,Desktop,HP,EliteDesk 800 G9,DSKKEM070ZAVP,2020-05-30,2020-07-13,2023-05-30,990.98,GTA046,BU001,Branch,E002299,Retired Pending Disposal,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,5.89,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,3,6.51,6.33,Low
A0015285,DSK-015285,Desktop,Lenovo,ThinkCentre M90q,DSK33ZZF14845,2024-12-04,2024-12-13,2027-12-04,745.74,GTA077,BU002,Corporate,E010991,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,1.47,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,0,0,0,1,15.01,37.75,Medium
A0015286,DSK-015286,Desktop,Lenovo,ThinkCentre M90q,DSK0RNHPNN99O,2022-01-18,2022-02-21,2025-01-17,927.6,GTA009,BU006,Corporate,E014458,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,4.28,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,0,0.0,35.0,Medium
A0015287,DSK-015287,Desktop,Lenovo,ThinkCentre M90q,DSK2VVLXERY8S,2018-06-17,2018-08-01,2022-06-16,723.14,ONR017,BU009,Production,E012448,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,7.84,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,5,37.81,46.89,Medium
A0015288,DSK-015288,Desktop,Dell,OptiPlex 7090,DSKRTPQDL3C12,2021-09-17,2021-10-10,2025-09-16,655.11,QUE022,BU001,Non-Production,E000035,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,4.64,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,1,18.08,20.9,Low
A0015289,DSK-015289,Desktop,HP,EliteDesk 800 G9,DSKDYYSPOJ6FE,2019-06-23,2019-07-28,2023-06-22,929.77,WST011,BU004,Non-Production,E020642,In Stock,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,6.85,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,0,3,19.91,7.0,Low
A0015290,DSK-015290,Desktop,Dell,OptiPlex 7010,DSK5I66T45WCA,2023-09-19,2023-10-09,2026-09-18,792.7,ONR020,BU003,Branch,E008411,Retired Pending Disposal,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,2.65,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,1,1,0,7,61.32,35.07,Medium
A0015291,DSK-015291,Desktop,HP,EliteDesk 800 G9,DSKX4U26EVTM8,2021-08-21,2021-09-13,2024-08-20,884.65,GTA049,BU004,Production,E019124,In Use,Network Discovery,2026-05-31,2022-09-01,2029-09-01,5,1100,4.72,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,5,33.93,11.7,Low
A0015292,DSK-015292,Desktop,Dell,OptiPlex 7010,DSKS5ZAFIBCJF,2019-01-22,2019-02-22,2023-01-21,914.14,GTA004,BU002,Non-Production,E002914,In Use,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,7.27,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,1,5,48.67,26.43,Low
A0015293,DSK-015293,Desktop,Dell,OptiPlex 7010,DSKE02IPPPRAH,2022-07-13,2022-08-07,2027-07-12,989.08,GTA048,BU002,Corporate,E001528,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,3.82,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,6,71.35,25.57,Low
A0015294,DSK-015294,Desktop,Dell,OptiPlex 7010,DSKM53O10GVNO,2020-06-19,2020-07-27,2024-06-18,919.76,GTA001,BU001,Corporate,E016995,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,5.85,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,4,18.86,18.94,Low
