Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date
SWI00074999,A0012771,Mozilla,Firefox ESR,115,2019-06-28,SCCM,User,2026-05-31
SWI00075000,A0012771,Mozilla,Firefox ESR,115,2019-06-28,Tanium,Open Source,2026-05-31
SWI00075001,A0012771,Microsoft,Microsoft Teams Classic,1.6,2019-06-28,Tanium,Enterprise,2026-05-31
SWI00075002,A0012772,Mozilla,Firefox ESR,115,2019-11-04,SCCM,Open Source,2026-05-31
SWI00075003,A0012772,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-11-04,SCCM,User,2026-05-31
SWI00075004,A0012772,Microsoft,Windows 11 Enterprise,23H2,2019-11-04,Intune,User,2026-05-31
SWI00075005,A0012772,Microsoft,Windows 10 Enterprise,22H2,2019-11-04,SCCM,Enterprise,2026-05-31
SWI00075006,A0012772,Microsoft,Windows 10 Enterprise,22H2,2019-11-04,Intune,Enterprise,2026-05-31
SWI00075007,A0012773,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-11-23,Intune,Open Source,2026-05-31
SWI00075008,A0012773,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-11-23,Tanium,Device,2026-05-31
SWI00075009,A0012773,Mozilla,Firefox ESR,115,2024-11-23,Intune,Open Source,2026-05-31
SWI00075010,A0012773,Microsoft,OneDrive,24.x,2024-11-23,Tanium,Enterprise,2026-05-31
SWI00075011,A0012773,Mozilla,Firefox ESR,115,2024-11-23,SCCM,User,2026-05-31
SWI00075012,A0012774,Microsoft,Windows 11 Enterprise,23H2,2019-02-27,Intune,Open Source,2026-05-31
SWI00075013,A0012774,Microsoft,Windows 11 Enterprise,23H2,2019-02-27,Intune,Device,2026-05-31
SWI00075014,A0012774,Microsoft,Microsoft Teams Classic,1.6,2019-02-27,SCCM,Device,2026-05-31
SWI00075015,A0012774,Mozilla,Firefox ESR,115,2019-02-27,Intune,User,2026-05-31
SWI00075016,A0012774,Microsoft,Windows 10 Enterprise,22H2,2019-02-27,SCCM,Device,2026-05-31
SWI00075017,A0012775,Microsoft,Microsoft Teams Classic,1.6,2019-09-17,Intune,User,2026-05-31
SWI00075018,A0012775,Microsoft,Windows 10 Enterprise,22H2,2019-09-17,SCCM,User,2026-05-31
SWI00075019,A0012775,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-09-17,SCCM,User,2026-05-31
SWI00075020,A0012775,Mozilla,Firefox ESR,115,2019-09-17,SCCM,Device,2026-05-31
SWI00075021,A0012775,Microsoft,Microsoft Teams Classic,1.6,2019-09-17,SCCM,Enterprise,2026-05-31
SWI00075022,A0012776,Microsoft,OneDrive,24.x,2018-03-08,SCCM,Enterprise,2026-05-31
SWI00075023,A0012776,Google,Google Chrome,124,2018-03-08,SCCM,Enterprise,2026-05-31
SWI00075024,A0012776,Google,Google Chrome,124,2018-03-08,Tanium,Device,2026-05-31
SWI00075025,A0012776,Microsoft,Windows 11 Enterprise,23H2,2018-03-08,SCCM,Device,2026-05-31
SWI00075026,A0012776,Microsoft,OneDrive,24.x,2018-03-08,Tanium,User,2026-05-31
SWI00075027,A0012777,Microsoft,Windows 10 Enterprise,22H2,2020-11-13,SCCM,Open Source,2026-05-31
SWI00075028,A0012777,Microsoft,Microsoft Teams Classic,1.6,2020-11-13,Tanium,User,2026-05-31
SWI00075029,A0012777,Adobe,Adobe Acrobat Pro 2020,20,2020-11-13,Server Discovery,Device,2026-05-31
SWI00075030,A0012777,Adobe,Adobe Acrobat Pro 2020,20,2020-11-13,SCCM,User,2026-05-31
SWI00075031,A0012777,Microsoft,Windows 10 Enterprise,22H2,2020-11-13,SCCM,Enterprise,2026-05-31
SWI00075032,A0012777,Anaconda,Anaconda Distribution,2023.09,2020-11-13,Server Discovery,User,2026-05-31
SWI00075033,A0012777,Python Software Foundation,Python,3.8,2020-11-13,SCCM,Open Source,2026-05-31
SWI00075034,A0012777,OpenJS Foundation,Node.js,16,2020-11-13,Server Discovery,Enterprise,2026-05-31
SWI00075035,A0012778,Mozilla,Firefox ESR,115,2024-06-08,Intune,User,2026-05-31
SWI00075036,A0012778,Microsoft,OneDrive,24.x,2024-06-08,SCCM,Device,2026-05-31
SWI00075037,A0012778,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2024-06-08,SCCM,Enterprise,2026-05-31
SWI00075038,A0012778,Microsoft,Windows 10 Enterprise,22H2,2024-06-08,SCCM,Device,2026-05-31
SWI00075039,A0012778,Google,Google Chrome,124,2024-06-08,SCCM,Device,2026-05-31
SWI00075040,A0012779,Microsoft,Windows 10 Enterprise,22H2,2019-09-18,Tanium,Open Source,2026-05-31
SWI00075041,A0012779,Google,Google Chrome,124,2019-09-18,SCCM,Enterprise,2026-05-31
SWI00075042,A0012779,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-09-18,Tanium,Enterprise,2026-05-31
SWI00075043,A0012779,Google,Google Chrome,124,2019-09-18,SCCM,Device,2026-05-31
SWI00075044,A0012779,Mozilla,Firefox ESR,115,2019-09-18,Intune,Enterprise,2026-05-31
SWI00075045,A0012779,IBM,IBM SPSS Statistics,29,2019-09-18,SCCM,Device,2026-05-31
SWI00075046,A0012779,OpenJS Foundation,Node.js,18,2019-09-18,Tanium,Enterprise,2026-05-31
SWI00075047,A0012780,Google,Google Chrome,124,2019-07-16,SCCM,Open Source,2026-05-31
SWI00075048,A0012780,Mozilla,Firefox ESR,115,2019-07-16,Intune,Enterprise,2026-05-31
SWI00075049,A0012780,Microsoft,Windows 11 Enterprise,23H2,2019-07-16,Server Discovery,Open Source,2026-05-31
SWI00075050,A0012780,Adobe,Adobe Acrobat Pro 2020,20,2019-07-16,SCCM,Enterprise,2026-05-31
SWI00075051,A0012780,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-07-16,Intune,Device,2026-05-31
SWI00075052,A0012781,Mozilla,Firefox ESR,115,2018-12-06,Intune,User,2026-05-31
SWI00075053,A0012781,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-12-06,Tanium,Enterprise,2026-05-31
SWI00075054,A0012781,Microsoft,Windows 10 Enterprise,22H2,2018-12-06,Intune,User,2026-05-31
SWI00075055,A0012781,Microsoft,Windows 10 Enterprise,22H2,2018-12-06,SCCM,User,2026-05-31
SWI00075056,A0012781,Microsoft,Microsoft Teams Classic,1.6,2018-12-06,Intune,User,2026-05-31
SWI00075057,A0012782,Microsoft,Microsoft Teams Classic,1.6,2018-09-03,Intune,Device,2026-05-31
SWI00075058,A0012782,Microsoft,Windows 11 Enterprise,23H2,2018-09-03,Intune,Enterprise,2026-05-31
SWI00075059,A0012782,Mozilla,Firefox ESR,115,2018-09-03,SCCM,Open Source,2026-05-31
SWI00075060,A0012782,Microsoft,Windows 10 Enterprise,22H2,2018-09-03,SCCM,User,2026-05-31
SWI00075061,A0012782,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-09-03,Intune,User,2026-05-31
SWI00075062,A0012783,Microsoft,Microsoft Teams Classic,1.6,2024-08-14,SCCM,User,2026-05-31
SWI00075063,A0012783,Adobe,Adobe Acrobat Pro 2020,20,2024-08-14,Server Discovery,Enterprise,2026-05-31
SWI00075064,A0012783,Microsoft,Windows 10 Enterprise,22H2,2024-08-14,Tanium,Device,2026-05-31
SWI00075065,A0012783,Mozilla,Firefox ESR,115,2024-08-14,Intune,Device,2026-05-31
SWI00075066,A0012783,Mozilla,Firefox ESR,115,2024-08-14,Intune,User,2026-05-31
SWI00075067,A0012783,Atlassian,Bitbucket Data Center,8,2024-08-14,Server Discovery,User,2026-05-31
SWI00075068,A0012783,Python Software Foundation,Python,3.8,2024-08-14,SCCM,User,2026-05-31
SWI00075069,A0012783,Python Software Foundation,Python,3.10,2024-08-14,Server Discovery,Device,2026-05-31
SWI00075070,A0012783,Python Software Foundation,Python,3.8,2024-08-14,SCCM,Device,2026-05-31
SWI00075071,A0012783,OpenJS Foundation,Node.js,18,2024-08-14,Intune,Device,2026-05-31
SWI00075072,A0012784,Microsoft,Windows 11 Enterprise,23H2,2020-03-03,Tanium,Enterprise,2026-05-31
SWI00075073,A0012784,Mozilla,Firefox ESR,115,2020-03-03,SCCM,Open Source,2026-05-31
SWI00075074,A0012784,Microsoft,OneDrive,24.x,2020-03-03,SCCM,User,2026-05-31
SWI00075075,A0012784,Microsoft,OneDrive,24.x,2020-03-03,SCCM,Device,2026-05-31
SWI00075076,A0012784,Adobe,Adobe Acrobat Pro 2020,20,2020-03-03,SCCM,Open Source,2026-05-31
SWI00075077,A0012784,JetBrains,IntelliJ IDEA,2023.3,2020-03-03,Server Discovery,User,2026-05-31
SWI00075078,A0012784,DBeaver Corp,DBeaver,23,2020-03-03,SCCM,Open Source,2026-05-31
SWI00075079,A0012784,OpenJS Foundation,Node.js,18,2020-03-03,Intune,Enterprise,2026-05-31
SWI00075080,A0012784,IBM,IBM SPSS Statistics,29,2020-03-03,Intune,Enterprise,2026-05-31
SWI00075081,A0012784,Microsoft,Visual Studio Code,1.90,2020-03-03,SCCM,Device,2026-05-31
SWI00075082,A0012785,Microsoft,Windows 10 Enterprise,22H2,2022-01-01,Tanium,Enterprise,2026-05-31
SWI00075083,A0012785,Microsoft,OneDrive,24.x,2022-01-01,SCCM,Enterprise,2026-05-31
SWI00075084,A0012785,Microsoft,Windows 11 Enterprise,23H2,2022-01-01,SCCM,Device,2026-05-31
SWI00075085,A0012785,Microsoft,OneDrive,24.x,2022-01-01,Intune,User,2026-05-31
SWI00075086,A0012785,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-01-01,Server Discovery,Device,2026-05-31
SWI00075087,A0012786,Google,Google Chrome,124,2020-07-08,Server Discovery,User,2026-05-31
SWI00075088,A0012786,Microsoft,Windows 11 Enterprise,23H2,2020-07-08,Intune,Open Source,2026-05-31
SWI00075089,A0012786,Microsoft,Microsoft Teams Classic,1.6,2020-07-08,SCCM,Open Source,2026-05-31
SWI00075090,A0012786,Mozilla,Firefox ESR,115,2020-07-08,SCCM,Device,2026-05-31
SWI00075091,A0012786,Microsoft,Microsoft Teams Classic,1.6,2020-07-08,SCCM,User,2026-05-31
SWI00075092,A0012787,Microsoft,Windows 11 Enterprise,23H2,2023-01-01,Server Discovery,Open Source,2026-05-31
SWI00075093,A0012787,Mozilla,Firefox ESR,115,2023-01-01,Tanium,Device,2026-05-31
SWI00075094,A0012787,Google,Google Chrome,124,2023-01-01,SCCM,Enterprise,2026-05-31
SWI00075095,A0012787,Microsoft,Microsoft Teams Classic,1.6,2023-01-01,Intune,Enterprise,2026-05-31
SWI00075096,A0012787,Microsoft,Windows 11 Enterprise,23H2,2023-01-01,Intune,Device,2026-05-31
SWI00075097,A0012788,Mozilla,Firefox ESR,115,2021-02-25,Tanium,Enterprise,2026-05-31
SWI00075098,A0012788,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-02-25,SCCM,User,2026-05-31
SWI00075099,A0012788,Microsoft,Windows 10 Enterprise,22H2,2021-02-25,Intune,Device,2026-05-31
SWI00075100,A0012788,Microsoft,Windows 10 Enterprise,22H2,2021-02-25,Intune,Enterprise,2026-05-31
SWI00075101,A0012788,Microsoft,Microsoft Teams Classic,1.6,2021-02-25,SCCM,User,2026-05-31
SWI00075102,A0012789,Microsoft,Windows 10 Enterprise,22H2,2023-01-08,SCCM,Open Source,2026-05-31
SWI00075103,A0012789,Microsoft,OneDrive,24.x,2023-01-08,SCCM,Device,2026-05-31
SWI00075104,A0012789,Microsoft,Microsoft Teams Classic,1.6,2023-01-08,Intune,Open Source,2026-05-31
SWI00075105,A0012789,Microsoft,OneDrive,24.x,2023-01-08,Intune,Enterprise,2026-05-31
SWI00075106,A0012789,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-01-08,SCCM,Device,2026-05-31
SWI00075107,A0012790,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-05-14,SCCM,Enterprise,2026-05-31
SWI00075108,A0012790,Google,Google Chrome,124,2023-05-14,Intune,Device,2026-05-31
SWI00075109,A0012790,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2023-05-14,Server Discovery,Device,2026-05-31
SWI00075110,A0012790,Microsoft,Windows 11 Enterprise,23H2,2023-05-14,Tanium,Device,2026-05-31
SWI00075111,A0012790,Adobe,Adobe Acrobat Pro 2020,20,2023-05-14,Intune,Enterprise,2026-05-31
SWI00075112,A0012791,Google,Google Chrome,124,2019-03-16,Intune,Enterprise,2026-05-31
SWI00075113,A0012791,Microsoft,Windows 10 Enterprise,22H2,2019-03-16,SCCM,Device,2026-05-31
SWI00075114,A0012791,Microsoft,Windows 11 Enterprise,23H2,2019-03-16,SCCM,Open Source,2026-05-31
SWI00075115,A0012791,Google,Google Chrome,124,2019-03-16,Server Discovery,User,2026-05-31
SWI00075116,A0012791,Google,Google Chrome,124,2019-03-16,Tanium,Open Source,2026-05-31
SWI00075117,A0012792,Microsoft,Windows 11 Enterprise,23H2,2018-10-31,SCCM,Device,2026-05-31
SWI00075118,A0012792,Adobe,Adobe Acrobat Pro 2020,20,2018-10-31,SCCM,Device,2026-05-31
SWI00075119,A0012792,Google,Google Chrome,124,2018-10-31,SCCM,Enterprise,2026-05-31
SWI00075120,A0012792,Microsoft,OneDrive,24.x,2018-10-31,SCCM,Device,2026-05-31
SWI00075121,A0012792,Microsoft,OneDrive,24.x,2018-10-31,SCCM,Enterprise,2026-05-31
SWI00075122,A0012793,Adobe,Adobe Acrobat Pro 2020,20,2020-08-28,SCCM,Enterprise,2026-05-31
SWI00075123,A0012793,Adobe,Adobe Acrobat Pro 2020,20,2020-08-28,Intune,Enterprise,2026-05-31
SWI00075124,A0012793,Google,Google Chrome,124,2020-08-28,Server Discovery,Enterprise,2026-05-31
SWI00075125,A0012793,Microsoft,OneDrive,24.x,2020-08-28,Tanium,Device,2026-05-31
SWI00075126,A0012793,Microsoft,Windows 11 Enterprise,23H2,2020-08-28,Intune,Device,2026-05-31
SWI00075127,A0012793,Microsoft,Visual Studio Code,1.90,2020-08-28,SCCM,Device,2026-05-31
SWI00075128,A0012793,Python Software Foundation,Python,3.8,2020-08-28,Intune,Device,2026-05-31
SWI00075129,A0012794,Mozilla,Firefox ESR,115,2019-07-15,SCCM,User,2026-05-31
SWI00075130,A0012794,Microsoft,OneDrive,24.x,2019-07-15,SCCM,User,2026-05-31
SWI00075131,A0012794,Microsoft,Microsoft Teams Classic,1.6,2019-07-15,SCCM,Device,2026-05-31
SWI00075132,A0012794,Microsoft,Microsoft Teams Classic,1.6,2019-07-15,Server Discovery,User,2026-05-31
SWI00075133,A0012794,Microsoft,OneDrive,24.x,2019-07-15,Intune,Device,2026-05-31
SWI00075134,A0012794,IBM,IBM SPSS Statistics,29,2019-07-15,SCCM,Device,2026-05-31
SWI00075135,A0012794,DBeaver Corp,DBeaver,23,2019-07-15,Intune,Enterprise,2026-05-31
SWI00075136,A0012794,OpenJS Foundation,Node.js,18,2019-07-15,SCCM,User,2026-05-31
SWI00075137,A0012794,JetBrains,IntelliJ IDEA,2023.3,2019-07-15,SCCM,User,2026-05-31
SWI00075138,A0012794,OpenJS Foundation,Node.js,16,2019-07-15,Intune,Device,2026-05-31
SWI00075139,A0012795,Microsoft,Windows 10 Enterprise,22H2,2021-06-28,SCCM,Open Source,2026-05-31
SWI00075140,A0012795,Microsoft,Windows 10 Enterprise,22H2,2021-06-28,Tanium,Enterprise,2026-05-31
SWI00075141,A0012795,Microsoft,Windows 11 Enterprise,23H2,2021-06-28,SCCM,User,2026-05-31
SWI00075142,A0012795,Google,Google Chrome,124,2021-06-28,SCCM,Open Source,2026-05-31
SWI00075143,A0012795,Microsoft,Windows 10 Enterprise,22H2,2021-06-28,SCCM,Open Source,2026-05-31
SWI00075144,A0012796,Mozilla,Firefox ESR,115,2024-09-30,Tanium,Device,2026-05-31
SWI00075145,A0012796,Adobe,Adobe Acrobat Pro 2020,20,2024-09-30,Intune,Open Source,2026-05-31
SWI00075146,A0012796,Google,Google Chrome,124,2024-09-30,Tanium,User,2026-05-31
SWI00075147,A0012796,Microsoft,OneDrive,24.x,2024-09-30,SCCM,Enterprise,2026-05-31
SWI00075148,A0012796,Microsoft,Windows 10 Enterprise,22H2,2024-09-30,Intune,Device,2026-05-31
SWI00075149,A0012797,Microsoft,Windows 11 Enterprise,23H2,2018-08-08,Intune,Device,2026-05-31
SWI00075150,A0012797,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-08-08,Server Discovery,Device,2026-05-31
SWI00075151,A0012797,Microsoft,OneDrive,24.x,2018-08-08,Intune,Enterprise,2026-05-31
SWI00075152,A0012797,Microsoft,Windows 10 Enterprise,22H2,2018-08-08,SCCM,Enterprise,2026-05-31
SWI00075153,A0012797,Microsoft,OneDrive,24.x,2018-08-08,SCCM,Enterprise,2026-05-31
SWI00075154,A0012798,Microsoft,Windows 11 Enterprise,23H2,2022-01-20,Intune,Enterprise,2026-05-31
SWI00075155,A0012798,Microsoft,Windows 11 Enterprise,23H2,2022-01-20,Tanium,User,2026-05-31
SWI00075156,A0012798,Microsoft,Microsoft Teams Classic,1.6,2022-01-20,SCCM,Device,2026-05-31
SWI00075157,A0012798,Microsoft,Windows 10 Enterprise,22H2,2022-01-20,Server Discovery,Device,2026-05-31
SWI00075158,A0012798,Microsoft,Windows 10 Enterprise,22H2,2022-01-20,Intune,User,2026-05-31
SWI00075159,A0012798,Docker,Docker Desktop,4.28,2022-01-20,SCCM,Enterprise,2026-05-31
SWI00075160,A0012798,IBM,IBM SPSS Statistics,29,2022-01-20,SCCM,Open Source,2026-05-31
SWI00075161,A0012798,Microsoft,Visual Studio Code,1.90,2022-01-20,SCCM,User,2026-05-31
SWI00075162,A0012798,OpenJS Foundation,Node.js,16,2022-01-20,SCCM,Device,2026-05-31
SWI00075163,A0012798,Python Software Foundation,Python,3.10,2022-01-20,SCCM,Open Source,2026-05-31
SWI00075164,A0012799,Microsoft,OneDrive,24.x,2021-04-06,SCCM,Open Source,2026-05-31
SWI00075165,A0012799,Microsoft,Windows 10 Enterprise,22H2,2021-04-06,Intune,Enterprise,2026-05-31
SWI00075166,A0012799,Adobe,Adobe Acrobat Pro 2020,20,2021-04-06,SCCM,Device,2026-05-31
SWI00075167,A0012799,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-04-06,Tanium,User,2026-05-31
SWI00075168,A0012799,Microsoft,Microsoft Teams Classic,1.6,2021-04-06,SCCM,Enterprise,2026-05-31
SWI00075169,A0012799,Microsoft,.NET,8,2021-04-06,SCCM,User,2026-05-31
SWI00075170,A0012799,Microsoft,.NET,6,2021-04-06,SCCM,Open Source,2026-05-31
SWI00075171,A0012799,Python Software Foundation,Python,3.8,2021-04-06,SCCM,User,2026-05-31
SWI00075172,A0012799,IBM,IBM SPSS Statistics,29,2021-04-06,Intune,Enterprise,2026-05-31
SWI00075173,A0012799,JetBrains,IntelliJ IDEA,2023.3,2021-04-06,Intune,Device,2026-05-31
SWI00075174,A0012800,Microsoft,Microsoft Teams Classic,1.6,2022-01-27,SCCM,Device,2026-05-31
SWI00075175,A0012800,Microsoft,Windows 11 Enterprise,23H2,2022-01-27,Intune,Open Source,2026-05-31
SWI00075176,A0012800,Microsoft,Windows 11 Enterprise,23H2,2022-01-27,Server Discovery,Device,2026-05-31
SWI00075177,A0012800,Microsoft,OneDrive,24.x,2022-01-27,SCCM,Enterprise,2026-05-31
SWI00075178,A0012800,Mozilla,Firefox ESR,115,2022-01-27,SCCM,Device,2026-05-31
SWI00075179,A0012801,Microsoft,Microsoft Teams Classic,1.6,2021-06-21,Server Discovery,User,2026-05-31
SWI00075180,A0012801,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-06-21,SCCM,Open Source,2026-05-31
SWI00075181,A0012801,Microsoft,OneDrive,24.x,2021-06-21,SCCM,User,2026-05-31
SWI00075182,A0012801,Microsoft,Microsoft Teams Classic,1.6,2021-06-21,SCCM,User,2026-05-31
SWI00075183,A0012801,Microsoft,Windows 10 Enterprise,22H2,2021-06-21,Intune,Open Source,2026-05-31
SWI00075184,A0012802,Microsoft,OneDrive,24.x,2020-12-17,SCCM,User,2026-05-31
SWI00075185,A0012802,Adobe,Adobe Acrobat Pro 2020,20,2020-12-17,SCCM,Device,2026-05-31
SWI00075186,A0012802,Mozilla,Firefox ESR,115,2020-12-17,SCCM,Open Source,2026-05-31
SWI00075187,A0012802,Microsoft,Windows 11 Enterprise,23H2,2020-12-17,SCCM,User,2026-05-31
SWI00075188,A0012802,Microsoft,Microsoft Teams Classic,1.6,2020-12-17,SCCM,Device,2026-05-31
SWI00075189,A0012803,Microsoft,Windows 11 Enterprise,23H2,2018-03-29,Intune,Device,2026-05-31
SWI00075190,A0012803,Microsoft,Windows 11 Enterprise,23H2,2018-03-29,Tanium,Enterprise,2026-05-31
SWI00075191,A0012803,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2018-03-29,Tanium,Device,2026-05-31
SWI00075192,A0012803,Mozilla,Firefox ESR,115,2018-03-29,SCCM,Enterprise,2026-05-31
SWI00075193,A0012803,Microsoft,Windows 10 Enterprise,22H2,2018-03-29,Tanium,Open Source,2026-05-31
SWI00075194,A0012804,Microsoft,Windows 10 Enterprise,22H2,2022-02-20,SCCM,Enterprise,2026-05-31
SWI00075195,A0012804,Adobe,Adobe Acrobat Pro 2020,20,2022-02-20,Server Discovery,User,2026-05-31
SWI00075196,A0012804,Microsoft,Windows 11 Enterprise,23H2,2022-02-20,SCCM,Device,2026-05-31
SWI00075197,A0012804,Microsoft,Microsoft Teams Classic,1.6,2022-02-20,Tanium,User,2026-05-31
SWI00075198,A0012804,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-02-20,SCCM,Device,2026-05-31
SWI00075199,A0012804,Python Software Foundation,Python,3.10,2022-02-20,SCCM,Device,2026-05-31
SWI00075200,A0012804,Python Software Foundation,Python,3.8,2022-02-20,Intune,User,2026-05-31
SWI00075201,A0012804,Git,Git,2.43,2022-02-20,SCCM,Enterprise,2026-05-31
SWI00075202,A0012804,Microsoft,.NET,6,2022-02-20,SCCM,Open Source,2026-05-31
SWI00075203,A0012804,JetBrains,IntelliJ IDEA,2023.3,2022-02-20,SCCM,Enterprise,2026-05-31
SWI00075204,A0012805,Mozilla,Firefox ESR,115,2021-05-07,Tanium,User,2026-05-31
SWI00075205,A0012805,Microsoft,Microsoft Teams Classic,1.6,2021-05-07,SCCM,Open Source,2026-05-31
SWI00075206,A0012805,Microsoft,Windows 11 Enterprise,23H2,2021-05-07,SCCM,Open Source,2026-05-31
SWI00075207,A0012805,Adobe,Adobe Acrobat Pro 2020,20,2021-05-07,Intune,Open Source,2026-05-31
SWI00075208,A0012805,Mozilla,Firefox ESR,115,2021-05-07,SCCM,User,2026-05-31
SWI00075209,A0012806,Mozilla,Firefox ESR,115,2023-09-23,Tanium,Device,2026-05-31
SWI00075210,A0012806,Google,Google Chrome,124,2023-09-23,Intune,User,2026-05-31
SWI00075211,A0012806,Microsoft,Windows 11 Enterprise,23H2,2023-09-23,Tanium,User,2026-05-31
SWI00075212,A0012806,Adobe,Adobe Acrobat Pro 2020,20,2023-09-23,SCCM,Open Source,2026-05-31
SWI00075213,A0012806,Microsoft,OneDrive,24.x,2023-09-23,SCCM,Enterprise,2026-05-31
SWI00075214,A0012807,Mozilla,Firefox ESR,115,2020-01-12,Intune,Device,2026-05-31
SWI00075215,A0012807,Google,Google Chrome,124,2020-01-12,Tanium,Open Source,2026-05-31
SWI00075216,A0012807,Microsoft,Windows 11 Enterprise,23H2,2020-01-12,Intune,Open Source,2026-05-31
SWI00075217,A0012807,Google,Google Chrome,124,2020-01-12,SCCM,User,2026-05-31
SWI00075218,A0012807,Microsoft,Microsoft Teams Classic,1.6,2020-01-12,SCCM,Enterprise,2026-05-31
SWI00075219,A0012808,Microsoft,Windows 10 Enterprise,22H2,2021-12-12,Intune,Enterprise,2026-05-31
SWI00075220,A0012808,Microsoft,Windows 10 Enterprise,22H2,2021-12-12,SCCM,Open Source,2026-05-31
SWI00075221,A0012808,Microsoft,Windows 11 Enterprise,23H2,2021-12-12,Tanium,User,2026-05-31
SWI00075222,A0012808,Microsoft,OneDrive,24.x,2021-12-12,SCCM,Device,2026-05-31
SWI00075223,A0012808,Adobe,Adobe Acrobat Pro 2020,20,2021-12-12,SCCM,Enterprise,2026-05-31
SWI00075224,A0012809,Mozilla,Firefox ESR,115,2019-05-16,SCCM,User,2026-05-31
SWI00075225,A0012809,Microsoft,Microsoft Teams Classic,1.6,2019-05-16,Intune,Open Source,2026-05-31
SWI00075226,A0012809,Adobe,Adobe Acrobat Pro 2020,20,2019-05-16,SCCM,Enterprise,2026-05-31
SWI00075227,A0012809,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-05-16,Intune,Open Source,2026-05-31
SWI00075228,A0012809,Microsoft,Windows 11 Enterprise,23H2,2019-05-16,Intune,Enterprise,2026-05-31
SWI00075229,A0012809,Jenkins,Jenkins,2.401 LTS,2019-05-16,SCCM,User,2026-05-31
SWI00075230,A0012809,Atlassian,Bitbucket Data Center,8,2019-05-16,Tanium,Device,2026-05-31
SWI00075231,A0012809,Python Software Foundation,Python,3.8,2019-05-16,SCCM,Open Source,2026-05-31
SWI00075232,A0012809,Git,Git,2.43,2019-05-16,Intune,Open Source,2026-05-31
SWI00075233,A0012809,DBeaver Corp,DBeaver,23,2019-05-16,Tanium,Device,2026-05-31
SWI00075234,A0012810,Adobe,Adobe Acrobat Pro 2020,20,2020-05-30,Intune,Device,2026-05-31
SWI00075235,A0012810,Microsoft,Microsoft Teams Classic,1.6,2020-05-30,SCCM,User,2026-05-31
SWI00075236,A0012810,Adobe,Adobe Acrobat Pro 2020,20,2020-05-30,Tanium,Device,2026-05-31
SWI00075237,A0012810,Microsoft,OneDrive,24.x,2020-05-30,SCCM,Enterprise,2026-05-31
SWI00075238,A0012810,Adobe,Adobe Acrobat Pro 2020,20,2020-05-30,SCCM,User,2026-05-31
SWI00075239,A0012810,Microsoft,Visual Studio Code,1.90,2020-05-30,Tanium,Enterprise,2026-05-31
SWI00075240,A0012810,Atlassian,Bitbucket Data Center,8,2020-05-30,SCCM,Enterprise,2026-05-31
SWI00075241,A0012810,Microsoft,.NET,6,2020-05-30,SCCM,Open Source,2026-05-31
SWI00075242,A0012810,Python Software Foundation,Python,3.10,2020-05-30,SCCM,User,2026-05-31
SWI00075243,A0012810,OpenJS Foundation,Node.js,18,2020-05-30,Tanium,Device,2026-05-31
SWI00075244,A0012811,Microsoft,Windows 11 Enterprise,23H2,2019-12-07,Tanium,Open Source,2026-05-31
SWI00075245,A0012811,Mozilla,Firefox ESR,115,2019-12-07,Intune,Open Source,2026-05-31
SWI00075246,A0012811,Adobe,Adobe Acrobat Pro 2020,20,2019-12-07,Tanium,Enterprise,2026-05-31
SWI00075247,A0012811,Microsoft,Windows 11 Enterprise,23H2,2019-12-07,Tanium,Device,2026-05-31
SWI00075248,A0012811,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-12-07,SCCM,Device,2026-05-31
SWI00075249,A0012812,Adobe,Adobe Acrobat Pro 2020,20,2019-12-29,Server Discovery,Open Source,2026-05-31
SWI00075250,A0012812,Microsoft,Windows 10 Enterprise,22H2,2019-12-29,SCCM,Open Source,2026-05-31
SWI00075251,A0012812,Microsoft,Windows 10 Enterprise,22H2,2019-12-29,Intune,Device,2026-05-31
SWI00075252,A0012812,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-12-29,SCCM,Device,2026-05-31
SWI00075253,A0012812,Microsoft,OneDrive,24.x,2019-12-29,SCCM,Device,2026-05-31
