Resource_ID,Cloud_Platform,Service_Name,Subscription_ID,Resource_Group,Creation_Date,Business_Unit_ID,Environment,Resource_Type
CLOUD000572,AWS,EKS,SUB-012,rg-121,2018-01-13,BU001,Non-Production,Storage
CLOUD000573,Azure,S3,SUB-013,rg-122,2024-12-28,BU001,Production,Container
CLOUD000574,Azure,Azure Data Factory,SUB-014,rg-123,2025-05-05,BU006,Production,VM
CLOUD000575,AWS,RDS,SUB-015,rg-124,2018-05-01,BU003,Production,Storage
CLOUD000576,Azure,EKS,SUB-016,rg-125,2022-07-25,BU002,Production,Data Pipeline
CLOUD000577,Azure,S3,SUB-017,rg-126,2021-12-31,BU002,DR,VM
CLOUD000578,Azure,S3,SUB-018,rg-127,2025-09-24,BU002,Production,Data Pipeline
CLOUD000579,AWS,Azure Kubernetes Service,SUB-019,rg-128,2024-05-17,BU002,DR,Container
CLOUD000580,Azure,Azure Data Factory,SUB-020,rg-129,2024-08-11,BU001,Non-Production,Storage
CLOUD000581,Azure,Virtual Machines,SUB-021,rg-130,2021-10-27,BU001,Non-Production,Container
CLOUD000582,Azure,Azure Kubernetes Service,SUB-022,rg-131,2022-12-13,BU009,Production,Data Pipeline
CLOUD000583,AWS,S3,SUB-023,rg-132,2026-02-09,BU001,Production,VM
CLOUD000584,AWS,Azure Data Factory,SUB-024,rg-133,2022-03-19,BU002,Production,Data Pipeline
CLOUD000585,Azure,EKS,SUB-025,rg-134,2024-03-09,BU010,Production,Database
CLOUD000586,Azure,RDS,SUB-026,rg-135,2021-04-14,BU003,Production,Data Pipeline
CLOUD000587,AWS,Azure SQL Database,SUB-027,rg-136,2021-06-29,BU001,Production,Container
CLOUD000588,AWS,EC2,SUB-028,rg-137,2023-05-12,BU005,DR,Database
CLOUD000589,AWS,Azure SQL Database,SUB-029,rg-138,2025-12-02,BU002,Production,VM
CLOUD000590,Azure,RDS,SUB-030,rg-139,2022-12-15,BU006,Production,Container
CLOUD000591,Azure,RDS,SUB-031,rg-140,2019-11-03,BU002,DR,Container
CLOUD000592,Azure,Azure Data Factory,SUB-032,rg-141,2023-07-05,BU002,Non-Production,Data Pipeline
CLOUD000593,AWS,S3,SUB-033,rg-142,2025-12-20,BU002,Production,Container
CLOUD000594,AWS,Azure Data Factory,SUB-034,rg-143,2023-11-18,BU005,DR,Container
CLOUD000595,Azure,Azure Data Factory,SUB-035,rg-144,2024-03-20,BU002,Non-Production,Database
CLOUD000596,Azure,EC2,SUB-036,rg-145,2024-06-11,BU002,Production,Data Pipeline
CLOUD000597,AWS,Azure Kubernetes Service,SUB-037,rg-146,2019-03-02,BU002,Production,Container
CLOUD000598,AWS,Azure Kubernetes Service,SUB-038,rg-147,2022-01-21,BU005,Non-Production,Database
CLOUD000599,Azure,S3,SUB-039,rg-148,2025-09-13,BU002,Production,Container
CLOUD000600,AWS,Azure Kubernetes Service,SUB-040,rg-149,2022-05-23,BU002,Production,Data Pipeline
CLOUD000601,Azure,Azure Kubernetes Service,SUB-001,rg-000,2020-06-10,BU005,Production,Storage
CLOUD000602,AWS,EC2,SUB-002,rg-001,2020-06-16,BU010,Production,Container
CLOUD000603,Azure,EKS,SUB-003,rg-002,2018-03-28,BU005,Production,Container
CLOUD000604,AWS,Azure Kubernetes Service,SUB-004,rg-003,2018-01-30,BU005,Production,Container
CLOUD000605,Azure,EC2,SUB-005,rg-004,2024-09-14,BU002,Production,Storage
CLOUD000606,Azure,S3,SUB-006,rg-005,2019-08-15,BU002,Production,Data Pipeline
CLOUD000607,Azure,Azure SQL Database,SUB-007,rg-006,2023-11-09,BU007,Non-Production,Data Pipeline
CLOUD000608,Azure,EKS,SUB-008,rg-007,2024-01-25,BU002,Non-Production,Container
CLOUD000609,Azure,EC2,SUB-009,rg-008,2022-11-02,BU006,Production,Database
CLOUD000610,AWS,Azure Kubernetes Service,SUB-010,rg-009,2020-09-30,BU006,Production,VM
CLOUD000611,Azure,Virtual Machines,SUB-011,rg-010,2021-10-19,BU001,DR,Storage
CLOUD000612,Azure,S3,SUB-012,rg-011,2019-07-12,BU010,Non-Production,Database
CLOUD000613,AWS,RDS,SUB-013,rg-012,2019-12-30,BU006,Production,Container
CLOUD000614,Azure,Azure Kubernetes Service,SUB-014,rg-013,2025-06-09,BU002,Production,Data Pipeline
CLOUD000615,Azure,Azure Kubernetes Service,SUB-015,rg-014,2021-03-04,BU005,DR,Database
CLOUD000616,AWS,Azure Kubernetes Service,SUB-016,rg-015,2018-07-22,BU002,Production,Storage
CLOUD000617,Azure,S3,SUB-017,rg-016,2018-02-10,BU009,Production,Storage
CLOUD000618,Azure,EC2,SUB-018,rg-017,2024-09-18,BU002,Production,VM
CLOUD000619,Azure,Virtual Machines,SUB-019,rg-018,2021-01-21,BU001,Production,VM
CLOUD000620,AWS,EKS,SUB-020,rg-019,2024-11-07,BU001,Production,Container
CLOUD000621,Azure,Azure Kubernetes Service,SUB-021,rg-020,2021-04-25,BU002,Production,Storage
CLOUD000622,Azure,EKS,SUB-022,rg-021,2025-09-13,BU002,Production,Database
CLOUD000623,Azure,Virtual Machines,SUB-023,rg-022,2022-02-09,BU006,Production,VM
CLOUD000624,Azure,Azure Data Factory,SUB-024,rg-023,2018-02-05,BU002,Production,Storage
CLOUD000625,Azure,Virtual Machines,SUB-025,rg-024,2026-01-29,BU005,Production,Data Pipeline
CLOUD000626,AWS,Azure Kubernetes Service,SUB-026,rg-025,2019-01-22,BU002,Production,Container
CLOUD000627,Azure,RDS,SUB-027,rg-026,2021-11-18,BU002,Non-Production,Data Pipeline
CLOUD000628,Azure,Virtual Machines,SUB-028,rg-027,2023-12-04,BU005,Non-Production,Container
CLOUD000629,Azure,RDS,SUB-029,rg-028,2018-09-09,BU007,Non-Production,Data Pipeline
CLOUD000630,AWS,Azure Data Factory,SUB-030,rg-029,2020-02-04,BU009,Non-Production,Container
CLOUD000631,AWS,Azure SQL Database,SUB-031,rg-030,2024-11-06,BU002,Non-Production,Database
CLOUD000632,Azure,Azure SQL Database,SUB-032,rg-031,2023-04-15,BU007,Production,Data Pipeline
CLOUD000633,Azure,RDS,SUB-033,rg-032,2018-07-21,BU006,Production,VM
CLOUD000634,AWS,S3,SUB-034,rg-033,2025-02-25,BU002,Production,Container
CLOUD000635,Azure,Azure Kubernetes Service,SUB-035,rg-034,2026-01-02,BU002,Production,VM
CLOUD000636,Azure,Azure Data Factory,SUB-036,rg-035,2023-06-28,BU001,Non-Production,Container
CLOUD000637,Azure,Azure Kubernetes Service,SUB-037,rg-036,2024-10-06,BU007,Production,Data Pipeline
CLOUD000638,Azure,Virtual Machines,SUB-038,rg-037,2024-01-14,BU002,Production,VM
CLOUD000639,AWS,Virtual Machines,SUB-039,rg-038,2018-05-09,BU001,Production,Database
CLOUD000640,AWS,Azure SQL Database,SUB-040,rg-039,2024-07-08,BU002,DR,Container
CLOUD000641,Azure,RDS,SUB-001,rg-040,2023-05-15,BU002,Production,VM
CLOUD000642,Azure,Azure Kubernetes Service,SUB-002,rg-041,2020-05-03,BU002,Production,Container
CLOUD000643,AWS,EKS,SUB-003,rg-042,2020-07-30,BU004,Production,Storage
CLOUD000644,Azure,Azure Kubernetes Service,SUB-004,rg-043,2022-04-20,BU002,DR,Container
CLOUD000645,Azure,RDS,SUB-005,rg-044,2019-08-28,BU002,Production,Storage
CLOUD000646,Azure,Azure SQL Database,SUB-006,rg-045,2025-12-11,BU004,Production,Container
CLOUD000647,Azure,EC2,SUB-007,rg-046,2020-12-25,BU001,Production,Storage
CLOUD000648,Azure,EKS,SUB-008,rg-047,2021-02-27,BU006,Production,Container
CLOUD000649,Azure,S3,SUB-009,rg-048,2025-01-31,BU002,Production,Container
CLOUD000650,Azure,Azure Data Factory,SUB-010,rg-049,2019-01-22,BU002,Production,Database
CLOUD000651,Azure,Azure SQL Database,SUB-011,rg-050,2025-10-25,BU002,Non-Production,Database
CLOUD000652,Azure,RDS,SUB-012,rg-051,2019-07-17,BU004,Production,VM
CLOUD000653,AWS,EKS,SUB-013,rg-052,2020-02-11,BU002,Non-Production,VM
CLOUD000654,Azure,Azure SQL Database,SUB-014,rg-053,2023-08-08,BU002,Production,Database
CLOUD000655,Azure,EC2,SUB-015,rg-054,2025-07-28,BU002,Production,Storage
CLOUD000656,Azure,Azure Kubernetes Service,SUB-016,rg-055,2019-10-21,BU002,Production,Data Pipeline
CLOUD000657,Azure,Azure Data Factory,SUB-017,rg-056,2025-08-09,BU005,Production,Database
CLOUD000658,Azure,Azure SQL Database,SUB-018,rg-057,2024-01-05,BU002,DR,Database
CLOUD000659,Azure,EC2,SUB-019,rg-058,2021-01-17,BU002,Production,VM
CLOUD000660,AWS,Azure SQL Database,SUB-020,rg-059,2022-05-05,BU002,Production,Database
CLOUD000661,AWS,Virtual Machines,SUB-021,rg-060,2021-11-06,BU005,Non-Production,VM
CLOUD000662,Azure,EC2,SUB-022,rg-061,2022-06-07,BU002,Production,Data Pipeline
CLOUD000663,AWS,Azure SQL Database,SUB-023,rg-062,2026-04-30,BU001,Production,Data Pipeline
CLOUD000664,Azure,Azure Kubernetes Service,SUB-024,rg-063,2019-04-08,BU002,Production,VM
CLOUD000665,Azure,S3,SUB-025,rg-064,2025-01-15,BU002,Production,Storage
CLOUD000666,Azure,Azure Kubernetes Service,SUB-026,rg-065,2025-05-03,BU002,Non-Production,Database
CLOUD000667,AWS,Azure SQL Database,SUB-027,rg-066,2022-11-12,BU008,Non-Production,Database
CLOUD000668,Azure,Azure Data Factory,SUB-028,rg-067,2022-11-20,BU002,Production,Storage
CLOUD000669,Azure,Azure Kubernetes Service,SUB-029,rg-068,2020-11-10,BU006,DR,Storage
CLOUD000670,AWS,EKS,SUB-030,rg-069,2025-02-15,BU002,Production,Database
CLOUD000671,Azure,EKS,SUB-031,rg-070,2019-02-16,BU007,Non-Production,Storage
CLOUD000672,Azure,Azure Kubernetes Service,SUB-032,rg-071,2026-01-09,BU001,Production,Data Pipeline
CLOUD000673,AWS,Azure SQL Database,SUB-033,rg-072,2020-09-15,BU001,DR,Database
CLOUD000674,AWS,Virtual Machines,SUB-034,rg-073,2025-05-04,BU005,DR,VM
CLOUD000675,Azure,S3,SUB-035,rg-074,2025-06-11,BU003,Production,Database
CLOUD000676,AWS,Azure Kubernetes Service,SUB-036,rg-075,2022-06-28,BU002,Production,Data Pipeline
CLOUD000677,Azure,EC2,SUB-037,rg-076,2024-03-10,BU009,Production,Storage
CLOUD000678,Azure,EKS,SUB-038,rg-077,2018-03-06,BU007,Production,VM
CLOUD000679,Azure,EKS,SUB-039,rg-078,2018-09-11,BU005,Non-Production,Data Pipeline
CLOUD000680,Azure,EC2,SUB-040,rg-079,2018-07-31,BU002,Production,Container
CLOUD000681,AWS,RDS,SUB-001,rg-080,2026-04-14,BU003,Production,Storage
CLOUD000682,Azure,EKS,SUB-002,rg-081,2019-03-09,BU004,Production,VM
CLOUD000683,Azure,EKS,SUB-003,rg-082,2025-06-05,BU003,Production,Data Pipeline
CLOUD000684,Azure,Azure SQL Database,SUB-004,rg-083,2023-10-18,BU002,DR,Container
CLOUD000685,Azure,EC2,SUB-005,rg-084,2019-07-07,BU002,Non-Production,Data Pipeline
CLOUD000686,AWS,EKS,SUB-006,rg-085,2020-05-11,BU006,Non-Production,Data Pipeline
CLOUD000687,AWS,EC2,SUB-007,rg-086,2022-09-30,BU006,Non-Production,Container
CLOUD000688,Azure,RDS,SUB-008,rg-087,2020-03-31,BU002,Non-Production,Container
CLOUD000689,Azure,Azure SQL Database,SUB-009,rg-088,2020-04-12,BU008,Non-Production,Storage
CLOUD000690,Azure,Azure SQL Database,SUB-010,rg-089,2020-06-09,BU001,Non-Production,Container
CLOUD000691,Azure,Azure Kubernetes Service,SUB-011,rg-090,2021-12-21,BU002,Non-Production,Container
CLOUD000692,Azure,RDS,SUB-012,rg-091,2019-09-22,BU008,Production,VM
CLOUD000693,AWS,Azure Data Factory,SUB-013,rg-092,2019-04-19,BU002,Non-Production,Container
CLOUD000694,Azure,Azure Data Factory,SUB-014,rg-093,2023-08-03,BU002,Production,Container
CLOUD000695,Azure,Azure SQL Database,SUB-015,rg-094,2020-12-24,BU009,Production,Container
CLOUD000696,Azure,Azure SQL Database,SUB-016,rg-095,2018-04-17,BU003,Production,Database
CLOUD000697,Azure,Azure Data Factory,SUB-017,rg-096,2019-05-29,BU002,Production,Database
CLOUD000698,Azure,Azure Data Factory,SUB-018,rg-097,2025-03-07,BU001,Production,Data Pipeline
CLOUD000699,Azure,Azure SQL Database,SUB-019,rg-098,2021-11-09,BU002,DR,Data Pipeline
CLOUD000700,Azure,Azure Data Factory,SUB-020,rg-099,2022-03-19,BU002,Production,Data Pipeline
CLOUD000701,Azure,S3,SUB-021,rg-100,2022-02-27,BU001,Non-Production,Data Pipeline
CLOUD000702,AWS,Virtual Machines,SUB-022,rg-101,2018-05-27,BU002,Production,Storage
CLOUD000703,Azure,Azure Kubernetes Service,SUB-023,rg-102,2019-12-25,BU002,Production,Database
CLOUD000704,AWS,Azure SQL Database,SUB-024,rg-103,2024-04-26,BU009,Production,Database
CLOUD000705,Azure,Azure Data Factory,SUB-025,rg-104,2022-06-12,BU002,Production,Container
CLOUD000706,AWS,EKS,SUB-026,rg-105,2026-03-03,BU002,Production,Storage
CLOUD000707,Azure,Azure Data Factory,SUB-027,rg-106,2018-04-14,BU005,Production,VM
CLOUD000708,Azure,Azure Data Factory,SUB-028,rg-107,2018-07-09,BU005,Production,Database
CLOUD000709,Azure,S3,SUB-029,rg-108,2022-10-09,BU002,Production,Storage
CLOUD000710,Azure,RDS,SUB-030,rg-109,2026-02-19,BU001,Non-Production,Data Pipeline
CLOUD000711,Azure,Azure SQL Database,SUB-031,rg-110,2022-01-24,BU002,Non-Production,Database
CLOUD000712,AWS,S3,SUB-032,rg-111,2021-02-23,BU002,Non-Production,VM
CLOUD000713,Azure,Azure Data Factory,SUB-033,rg-112,2020-08-24,BU002,Production,Data Pipeline
CLOUD000714,AWS,EC2,SUB-034,rg-113,2023-06-16,BU005,Production,Data Pipeline
CLOUD000715,Azure,Virtual Machines,SUB-035,rg-114,2024-06-04,BU001,Production,VM
CLOUD000716,Azure,Azure Kubernetes Service,SUB-036,rg-115,2026-04-19,BU004,DR,Storage
CLOUD000717,Azure,EC2,SUB-037,rg-116,2020-02-17,BU003,DR,Storage
CLOUD000718,AWS,EKS,SUB-038,rg-117,2024-03-05,BU002,Production,Container
CLOUD000719,AWS,Azure Kubernetes Service,SUB-039,rg-118,2023-01-24,BU002,Production,VM
CLOUD000720,Azure,Virtual Machines,SUB-040,rg-119,2018-11-25,BU002,Non-Production,Storage
CLOUD000721,Azure,EKS,SUB-001,rg-120,2019-10-19,BU002,Production,VM
CLOUD000722,Azure,RDS,SUB-002,rg-121,2020-07-12,BU003,Production,Container
CLOUD000723,AWS,Virtual Machines,SUB-003,rg-122,2019-12-16,BU010,Production,Database
CLOUD000724,Azure,S3,SUB-004,rg-123,2026-04-15,BU001,Production,Container
CLOUD000725,Azure,RDS,SUB-005,rg-124,2021-08-02,BU002,Production,VM
CLOUD000726,Azure,Virtual Machines,SUB-006,rg-125,2025-11-21,BU003,Production,Storage
CLOUD000727,AWS,Azure SQL Database,SUB-007,rg-126,2020-12-27,BU007,Production,Container
CLOUD000728,Azure,S3,SUB-008,rg-127,2023-12-15,BU001,Non-Production,Storage
CLOUD000729,AWS,Azure Data Factory,SUB-009,rg-128,2025-07-31,BU002,DR,Storage
CLOUD000730,Azure,Azure SQL Database,SUB-010,rg-129,2018-05-25,BU005,Production,Data Pipeline
CLOUD000731,AWS,Virtual Machines,SUB-011,rg-130,2024-03-03,BU009,Production,Database
CLOUD000732,Azure,S3,SUB-012,rg-131,2018-09-01,BU005,Non-Production,Storage
CLOUD000733,Azure,EKS,SUB-013,rg-132,2019-11-22,BU003,Non-Production,Storage
CLOUD000734,AWS,Azure Data Factory,SUB-014,rg-133,2021-03-24,BU002,DR,Storage
CLOUD000735,Azure,Azure Kubernetes Service,SUB-015,rg-134,2020-11-07,BU002,Production,Container
CLOUD000736,AWS,S3,SUB-016,rg-135,2024-01-15,BU005,DR,VM
CLOUD000737,AWS,Azure Kubernetes Service,SUB-017,rg-136,2022-07-30,BU003,Production,Database
CLOUD000738,Azure,RDS,SUB-018,rg-137,2025-09-17,BU002,Non-Production,VM
CLOUD000739,Azure,Azure Kubernetes Service,SUB-019,rg-138,2025-02-07,BU002,Non-Production,Container
CLOUD000740,AWS,S3,SUB-020,rg-139,2025-08-19,BU002,Non-Production,VM
CLOUD000741,Azure,Azure SQL Database,SUB-021,rg-140,2026-04-06,BU002,Production,Data Pipeline
CLOUD000742,AWS,Azure Data Factory,SUB-022,rg-141,2020-07-01,BU002,Non-Production,Data Pipeline
CLOUD000743,Azure,Azure Data Factory,SUB-023,rg-142,2018-06-17,BU004,Non-Production,Data Pipeline
CLOUD000744,AWS,EC2,SUB-024,rg-143,2018-02-14,BU007,Production,VM
CLOUD000745,Azure,Azure SQL Database,SUB-025,rg-144,2024-07-21,BU002,Non-Production,Data Pipeline
CLOUD000746,Azure,Azure Data Factory,SUB-026,rg-145,2018-07-31,BU001,Non-Production,Database
CLOUD000747,Azure,RDS,SUB-027,rg-146,2026-02-05,BU002,Production,VM
CLOUD000748,Azure,Azure Kubernetes Service,SUB-028,rg-147,2022-10-24,BU002,Production,VM
CLOUD000749,Azure,Azure Data Factory,SUB-029,rg-148,2021-11-28,BU009,DR,Data Pipeline
CLOUD000750,Azure,Azure Data Factory,SUB-030,rg-149,2021-02-24,BU002,Production,Database
CLOUD000751,Azure,Azure SQL Database,SUB-031,rg-000,2020-01-25,BU003,Production,Container
CLOUD000752,Azure,EKS,SUB-032,rg-001,2021-09-05,BU002,Production,Storage
CLOUD000753,Azure,S3,SUB-033,rg-002,2020-06-06,BU001,Production,Storage
CLOUD000754,AWS,EKS,SUB-034,rg-003,2023-12-05,BU002,Production,Container
CLOUD000755,Azure,Azure Data Factory,SUB-035,rg-004,2020-11-20,BU003,Production,Database
CLOUD000756,Azure,EKS,SUB-036,rg-005,2023-11-09,BU002,Non-Production,Storage
CLOUD000757,Azure,S3,SUB-037,rg-006,2020-11-11,BU008,Production,Database
CLOUD000758,AWS,Azure SQL Database,SUB-038,rg-007,2019-06-24,BU009,Production,VM
CLOUD000759,AWS,EKS,SUB-039,rg-008,2022-10-20,BU001,Production,VM
CLOUD000760,Azure,Azure SQL Database,SUB-040,rg-009,2021-03-26,BU009,Production,Data Pipeline
CLOUD000761,Azure,S3,SUB-001,rg-010,2019-09-28,BU001,Production,Storage
CLOUD000762,Azure,Azure Kubernetes Service,SUB-002,rg-011,2019-05-05,BU002,Production,VM
CLOUD000763,AWS,RDS,SUB-003,rg-012,2026-02-28,BU002,Non-Production,Database
CLOUD000764,AWS,S3,SUB-004,rg-013,2021-07-24,BU003,DR,Storage
CLOUD000765,Azure,Azure Kubernetes Service,SUB-005,rg-014,2019-06-30,BU002,Production,Storage
CLOUD000766,Azure,S3,SUB-006,rg-015,2023-07-29,BU007,Production,Database
CLOUD000767,Azure,EKS,SUB-007,rg-016,2020-12-06,BU002,Non-Production,Data Pipeline
CLOUD000768,AWS,S3,SUB-008,rg-017,2020-06-28,BU005,Non-Production,Data Pipeline
CLOUD000769,AWS,RDS,SUB-009,rg-018,2025-02-26,BU001,Production,Storage
CLOUD000770,Azure,S3,SUB-010,rg-019,2020-05-04,BU002,Production,Storage
CLOUD000771,AWS,S3,SUB-011,rg-020,2019-06-10,BU002,Production,Storage
CLOUD000772,AWS,Azure Data Factory,SUB-012,rg-021,2018-08-12,BU002,Production,Container
CLOUD000773,Azure,EC2,SUB-013,rg-022,2018-01-30,BU002,Production,Storage
CLOUD000774,AWS,EKS,SUB-014,rg-023,2020-06-06,BU002,DR,Storage
CLOUD000775,Azure,EKS,SUB-015,rg-024,2018-08-10,BU002,Non-Production,Container
CLOUD000776,AWS,S3,SUB-016,rg-025,2021-04-30,BU001,Production,VM
CLOUD000777,Azure,S3,SUB-017,rg-026,2024-01-29,BU002,DR,VM
CLOUD000778,Azure,Azure SQL Database,SUB-018,rg-027,2019-12-21,BU006,Production,Data Pipeline
CLOUD000779,Azure,EC2,SUB-019,rg-028,2018-08-17,BU002,Production,VM
CLOUD000780,AWS,S3,SUB-020,rg-029,2024-04-04,BU002,Production,Database
CLOUD000781,Azure,RDS,SUB-021,rg-030,2025-03-26,BU002,DR,Database
CLOUD000782,Azure,Azure Data Factory,SUB-022,rg-031,2020-10-10,BU002,Non-Production,Database
CLOUD000783,Azure,EC2,SUB-023,rg-032,2025-10-03,BU005,Production,Data Pipeline
CLOUD000784,AWS,EC2,SUB-024,rg-033,2025-03-09,BU002,DR,VM
CLOUD000785,Azure,EKS,SUB-025,rg-034,2024-05-20,BU006,Production,Database
CLOUD000786,Azure,Azure Data Factory,SUB-026,rg-035,2025-09-02,BU004,Production,Storage
CLOUD000787,AWS,Azure Kubernetes Service,SUB-027,rg-036,2024-02-27,BU005,Production,Data Pipeline
CLOUD000788,Azure,EC2,SUB-028,rg-037,2022-11-14,BU001,Production,Data Pipeline
CLOUD000789,AWS,Azure Kubernetes Service,SUB-029,rg-038,2021-10-17,BU002,Production,VM
CLOUD000790,Azure,EKS,SUB-030,rg-039,2020-06-20,BU009,Production,VM
CLOUD000791,Azure,Azure Data Factory,SUB-031,rg-040,2024-01-17,BU002,Production,Storage
CLOUD000792,AWS,S3,SUB-032,rg-041,2018-09-15,BU001,Production,VM
CLOUD000793,Azure,Azure Data Factory,SUB-033,rg-042,2020-02-29,BU006,Non-Production,Container
CLOUD000794,Azure,EKS,SUB-034,rg-043,2020-08-29,BU003,Non-Production,Database
CLOUD000795,AWS,EKS,SUB-035,rg-044,2022-09-17,BU001,Production,Storage
CLOUD000796,Azure,Azure Data Factory,SUB-036,rg-045,2022-02-18,BU001,DR,Data Pipeline
CLOUD000797,Azure,Virtual Machines,SUB-037,rg-046,2020-01-04,BU002,Production,VM
CLOUD000798,Azure,S3,SUB-038,rg-047,2023-11-15,BU005,Production,Data Pipeline
CLOUD000799,Azure,Virtual Machines,SUB-039,rg-048,2023-08-08,BU002,DR,Data Pipeline
CLOUD000800,Azure,S3,SUB-040,rg-049,2022-09-21,BU003,Production,Container
CLOUD000801,Azure,Azure Data Factory,SUB-001,rg-050,2024-09-19,BU001,Production,VM
CLOUD000802,AWS,EKS,SUB-002,rg-051,2020-09-06,BU002,DR,VM
CLOUD000803,Azure,EKS,SUB-003,rg-052,2020-02-06,BU002,Production,Storage
CLOUD000804,Azure,Azure Data Factory,SUB-004,rg-053,2024-09-09,BU004,Non-Production,Container
CLOUD000805,Azure,EKS,SUB-005,rg-054,2023-05-19,BU002,Non-Production,VM
CLOUD000806,AWS,Azure SQL Database,SUB-006,rg-055,2024-12-31,BU009,Production,Database
CLOUD000807,Azure,EC2,SUB-007,rg-056,2019-03-26,BU001,Production,Storage
CLOUD000808,Azure,Virtual Machines,SUB-008,rg-057,2024-12-26,BU004,Production,Database
CLOUD000809,AWS,Azure Kubernetes Service,SUB-009,rg-058,2019-09-12,BU006,Production,Database
CLOUD000810,AWS,RDS,SUB-010,rg-059,2022-05-30,BU002,Production,Database
CLOUD000811,Azure,EKS,SUB-011,rg-060,2020-04-22,BU005,Non-Production,VM
CLOUD000812,Azure,Azure SQL Database,SUB-012,rg-061,2020-03-20,BU001,Production,Data Pipeline
CLOUD000813,AWS,RDS,SUB-013,rg-062,2021-07-21,BU002,Production,Database
CLOUD000814,Azure,Azure Data Factory,SUB-014,rg-063,2024-07-30,BU001,Production,Container
CLOUD000815,Azure,S3,SUB-015,rg-064,2021-03-24,BU002,Production,Container
CLOUD000816,Azure,Azure Data Factory,SUB-016,rg-065,2023-07-08,BU001,Non-Production,Database
CLOUD000817,AWS,Azure Data Factory,SUB-017,rg-066,2019-05-29,BU002,Non-Production,Container
CLOUD000818,AWS,EKS,SUB-018,rg-067,2022-11-10,BU002,Production,VM
CLOUD000819,AWS,S3,SUB-019,rg-068,2020-12-19,BU002,Production,Data Pipeline
CLOUD000820,Azure,Azure Data Factory,SUB-020,rg-069,2020-12-27,BU001,Production,Storage
CLOUD000821,Azure,Azure SQL Database,SUB-021,rg-070,2023-09-19,BU002,Production,Data Pipeline
CLOUD000822,Azure,EC2,SUB-022,rg-071,2019-04-22,BU008,Production,Container
CLOUD000823,Azure,EC2,SUB-023,rg-072,2021-01-31,BU002,Production,Container
CLOUD000824,Azure,EKS,SUB-024,rg-073,2025-04-25,BU003,Production,Database
CLOUD000825,AWS,EC2,SUB-025,rg-074,2018-10-30,BU002,Non-Production,Container
CLOUD000826,Azure,Azure Kubernetes Service,SUB-026,rg-075,2024-11-18,BU009,Non-Production,Database
CLOUD000827,AWS,EC2,SUB-027,rg-076,2023-10-13,BU006,Production,Container
CLOUD000828,Azure,Azure SQL Database,SUB-028,rg-077,2018-07-09,BU005,Production,VM
CLOUD000829,AWS,EC2,SUB-029,rg-078,2018-11-11,BU009,Production,Container
CLOUD000830,AWS,Azure SQL Database,SUB-030,rg-079,2024-10-20,BU003,Production,VM
CLOUD000831,Azure,EKS,SUB-031,rg-080,2024-04-14,BU001,Non-Production,Database
CLOUD000832,AWS,Azure Kubernetes Service,SUB-032,rg-081,2020-05-25,BU002,Non-Production,VM
CLOUD000833,Azure,EC2,SUB-033,rg-082,2019-05-23,BU002,Production,VM
CLOUD000834,AWS,S3,SUB-034,rg-083,2023-01-20,BU002,Non-Production,Storage
CLOUD000835,Azure,Azure Kubernetes Service,SUB-035,rg-084,2025-11-22,BU009,Production,Container
CLOUD000836,Azure,EC2,SUB-036,rg-085,2023-10-09,BU003,DR,Database
CLOUD000837,Azure,Azure Kubernetes Service,SUB-037,rg-086,2020-06-15,BU002,DR,Database
CLOUD000838,Azure,Azure Data Factory,SUB-038,rg-087,2020-01-28,BU002,Production,Data Pipeline
CLOUD000839,AWS,Azure Kubernetes Service,SUB-039,rg-088,2019-09-29,BU006,Non-Production,Storage
CLOUD000840,AWS,Azure SQL Database,SUB-040,rg-089,2025-07-07,BU002,Production,Data Pipeline
CLOUD000841,Azure,Virtual Machines,SUB-001,rg-090,2019-05-04,BU002,Non-Production,Container
CLOUD000842,Azure,EKS,SUB-002,rg-091,2024-03-11,BU005,Non-Production,Container
CLOUD000843,Azure,EKS,SUB-003,rg-092,2023-09-25,BU002,Production,Container
CLOUD000844,Azure,Azure Kubernetes Service,SUB-004,rg-093,2026-02-21,BU001,Non-Production,VM
CLOUD000845,AWS,Azure Kubernetes Service,SUB-005,rg-094,2023-10-18,BU002,Production,Storage
CLOUD000846,Azure,Azure Data Factory,SUB-006,rg-095,2023-03-12,BU005,Production,Data Pipeline
CLOUD000847,Azure,EC2,SUB-007,rg-096,2021-10-29,BU001,Non-Production,Database
CLOUD000848,Azure,Virtual Machines,SUB-008,rg-097,2022-11-15,BU009,Production,Data Pipeline
CLOUD000849,Azure,S3,SUB-009,rg-098,2020-01-23,BU009,Production,Database
CLOUD000850,AWS,EC2,SUB-010,rg-099,2020-12-01,BU006,Production,VM
CLOUD000851,Azure,Azure Kubernetes Service,SUB-011,rg-100,2022-08-22,BU002,Non-Production,VM
CLOUD000852,AWS,EC2,SUB-012,rg-101,2023-02-18,BU002,Production,Database
CLOUD000853,AWS,Azure Kubernetes Service,SUB-013,rg-102,2019-08-12,BU008,Non-Production,VM
CLOUD000854,AWS,Azure Kubernetes Service,SUB-014,rg-103,2018-11-06,BU004,DR,Database
CLOUD000855,Azure,S3,SUB-015,rg-104,2024-05-11,BU003,Production,Database
CLOUD000856,AWS,Azure Data Factory,SUB-016,rg-105,2020-04-18,BU005,Production,Data Pipeline
